Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Baker, Phil",,,-,4,-,1,,-,,,,,,,,,,,,,,,,,,,5.0
"Blight, Malcolm",-,,1,2,-,-,-,-,-,,-,-,2,,,,,2,3,2,,,2,-,3,1,18.0
"Briedis, Arnold",3,2,-,,,,,,,,,,,,3,6,2,1,,,1,5,2,2,1,1,29.0
"Burns, John",-,-,3,3,-,-,1,3,2,,-,4,-,1,-,1,-,1,,-,1,3,-,1,1,-,25.0
"Byrne, John",,,,,,,,,,-,-,,,,-,,,1,-,-,,,,,,,1.0
"Cable, Barry",-,2,-,2,1,1,,,1,2,-,2,1,2,-,4,1,1,3,2,1,1,1,1,2,1,32.0
"Chisnall, Peter",,,,,-,-,-,-,-,1,-,1,-,1,-,1,-,-,1,1,-,,-,-,-,-,6.0
"Cowton, Gary",-,,1,-,-,-,2,2,2,-,-,1,-,,,,,,,,,,2,1,2,-,13.0
"Crosswell, Brent",,,,,,,1,-,-,-,-,2,,2,1,-,-,-,1,,-,-,-,-,-,-,7.0
"Davis, Barry",-,1,-,-,2,-,-,-,1,1,-,-,1,-,1,-,1,2,-,1,-,-,-,-,-,1,12.0
"Dawson, Mark",,-,,,,,,,,-,,,,-,,,,,-,2,-,-,,,,,2.0
"Dench, David",-,-,-,-,-,-,-,1,3,-,,,-,-,-,1,-,-,-,-,-,-,-,-,-,-,5.0
"Douglas, John",,,,,,,,,,,-,,2,1,,,,,,,,,,,,,3.0
"Farrant, Garry",-,-,-,-,,,,,,,,,,,,,,,,,,,,,-,-,
"Feltham, Paul",-,2,1,-,3,1,-,-,1,-,-,-,,,,,,,,,,-,-,-,1,-,9.0
"Goodingham, Barry",,-,-,1,-,2,,-,,,-,-,-,,,,,,,,,,-,-,-,-,3.0
"Greig, Keith",1,1,-,1,-,-,-,1,1,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,1,6.0
"Gumbleton, Frank",,-,-,-,-,,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,3.0
"Henshaw, Ross",,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Icke, Stephen",,,,1,,,,,,,,,-,1,,2,1,,,2,4,,,,1,,12.0
"Kekovich, Sam",,,,-,2,1,-,-,,,-,2,1,1,1,-,1,1,2,,3,1,2,1,4,1,24.0
"Melrose, Graeme",-,2,2,-,2,2,3,1,2,1,-,2,3,3,-,3,2,4,2,1,-,1,-,2,,,38.0
"Michalczyk, Dick",-,-,1,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,,,,1.0
"Montgomery, Ken",-,-,-,-,-,-,-,-,-,-,,-,,,,,,,,-,,,,,,,
"Moylan, John",-,,,,,,,,,,,,,,,-,-,,,,,,,,,,
"Muir, Russell",,,,-,-,-,,-,-,-,-,-,-,-,-,,,,,,,,,,,,
"Munari, Dennis",,,,,,,,,,,,,,-,,,,,-,-,-,,,,,,
"Nolan, Mick",-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,1,-,-,1,-,1,-,-,-,-,-,6.0
"Rantall, John",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,
"Ryan, Phil",-,,,,,,,,-,1,,,,1,-,2,-,-,-,-,2,2,,,,,8.0
"Schimmelbusch, Wayne",1,2,1,1,2,3,1,-,-,5,-,2,-,2,-,2,1,2,2,1,2,2,1,2,-,-,35.0
"Smith, Brad",-,-,,,,-,-,,,,,,,,,,,,,,,,,,,,
"Smith, Rob",,,,,,,,,,,,,,,2,-,,,,,,-,,,,,2.0
"Wade, Doug",4,1,-,2,3,,-,,3,5,,,,,,1,4,1,4,,,1,,1,,2,32.0
"Zantuck, Shane",,,,,,,-,,,,,,,,,,,,,,,,,,,,
Totals,9,13,10,17,15,11,9,8,16,17,0,17,10,15,9,24,15,16,19,12,15,16,10,11,15,8,337.0
Opponent,HW,ME,CA,FI,GE,FO,CW,RI,ES,SK,SM,HW,ME,FI,CA,GE,FO,CW,RI,ES,SK,SM,CA,HW,RI,HW,
