Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Ballantyne, Hayden",-,,3,1,-,1,1,2,3,1,3,-,-,1,1,,,3,2,2,1,,1,2,2,30.0
"Barlow, Michael",1,-,-,-,1,-,-,1,-,1,2,-,,1,-,1,1,-,-,-,-,1,1,1,1,13.0
"Bradley, Kepler",-,-,1,-,1,,,,,,,,,,,,,,,,,,,,,2.0
"Clarke, Zac",,,,,,,,-,1,-,-,-,-,-,-,-,-,2,-,-,-,,-,-,-,3.0
"Crichton, Jesse",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Crowley, Ryan",-,-,-,2,-,1,-,-,1,-,-,1,-,-,2,-,-,-,-,-,1,-,-,-,2,10.0
"Crozier, Hayden",,-,,,,-,-,,3,-,-,-,-,,,,,,,,,1,,,,4.0
"Dawson, Zac",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Duffield, Paul",1,-,1,-,,1,1,-,-,-,-,-,-,,,-,-,-,-,1,-,-,-,-,-,5.0
"Faulks, Peter",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Forster, Alex",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Fyfe, Nat",-,-,-,-,-,,,2,-,-,-,1,-,1,-,2,2,-,-,2,1,,1,-,1,13.0
"Griffin, Jonathon",-,1,-,1,1,-,-,,,,,,,,,,,,,,,,,,,3.0
"Hannath, Jack",,,,,-,-,-,-,-,-,1,-,-,,,-,,,,,-,-,,,,1.0
"Hill, Stephen",1,-,-,-,-,,,,,1,1,-,-,1,-,1,1,-,,-,-,,-,-,1,7.0
"Ibbotson, Garrick",,,,,-,-,-,1,-,-,-,-,-,-,-,-,-,,,,,,,,,1.0
"Johnson, Michael",-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,,,-,-,2.0
"Mayne, Chris",-,1,2,-,-,-,-,2,-,-,1,-,-,-,-,-,-,1,1,1,-,,1,2,-,12.0
"McPharlin, Luke",-,-,-,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,
"Mellington, Josh",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Michie, Viv",,,,,,,,,,,,,-,,,,,,,,,,,,,
"Moller, Craig",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Mundy, David",1,1,-,-,-,-,-,-,2,-,1,,,-,1,-,-,1,-,-,-,,-,1,1,9.0
"Mzungu, Tendai",1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,5.0
"Neale, Lachie",,,,1,-,,,,,,,,,,,1,-,-,-,-,1,1,-,-,-,4.0
"Pavlich, Matthew",3,3,-,,,,,,,,,,,1,-,,,,3,1,1,-,3,2,2,19.0
"Pearce, Clancee",-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,,,,-,,,,3.0
"Pearce, Danyle",1,1,2,-,-,1,2,-,2,-,2,1,1,1,-,1,1,1,2,-,1,-,1,-,-,21.0
"Sandilands, Aaron",,,,,,,,,,,,,,-,-,,-,1,-,-,,-,-,-,-,1.0
"Sheridan, Tom",,,,,,,,,,,,,-,-,-,-,,-,-,1,-,-,-,,,1.0
"Silvagni, Alex",,,,,,-,3,-,-,,-,,,,-,-,,,-,-,,-,,,,3.0
"Simpson, Josh",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Smith, Tanner",,,,-,,,,,,,,,,,,,,,,,,,,,,
"Spurr, Lee",-,-,1,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,1,-,-,,-,-,-,2.0
"Suban, Nick",-,1,-,-,1,1,-,1,-,1,1,-,-,1,,,1,1,-,-,-,,-,1,1,11.0
"Sutcliffe, Cam",-,-,-,-,,-,-,1,-,-,,,,,-,-,-,-,-,,-,-,-,-,-,1.0
"Taberner, Matthew",,,,,,,,,,,,-,-,,,,-,,,,,-,,,,
"Walters, Michael",2,1,3,1,3,1,2,1,,,,-,-,-,1,-,1,1,1,1,1,,1,2,-,23.0
"de Boer, Matt",-,-,-,-,1,-,-,1,-,-,-,1,-,-,-,1,-,1,1,-,-,-,1,-,-,7.0
Totals,11,9,14,6,8,8,9,12,12,4,12,5,1,8,6,8,7,12,12,9,7,4,10,11,11,216.0
Opponent,WC,WB,ES,HW,RI,GC,CW,SY,ME,AD,BL,NM,GE,SK,WC,RI,AD,CA,GW,ME,PA,SK,GE,SY,HW,
