Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Bassett, Nathan",3,1,-,2,2,6,,2,5,6,4,3,5,5,4,3,8,3,1,,2,2,5,4,76.0
"Biglands, Rhett",-,-,1,1,1,-,-,-,1,-,1,-,-,-,-,1,-,-,,1,-,-,-,-,7.0
"Bock, Nathan",,,,,,,,,,,,,,,,-,,,1,4,1,-,2,-,8.0
"Bode, Matthew",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2.0
"Burton, Brett",1,-,-,-,,,-,1,3,-,2,,2,2,-,-,-,1,,,,,,2,14.0
"Clarke, Matthew",-,-,2,1,1,1,-,-,-,,,,,,,1,2,3,-,1,-,2,3,1,18.0
"Doughty, Michael",,-,1,1,1,-,2,2,-,1,2,1,2,-,-,-,1,2,2,-,-,1,-,1,20.0
"Douglas, Richard",,,,,,,,,,,,,,,,,,,,,2,2,1,,5.0
"Edwards, Tyson",5,2,-,,2,-,2,3,,-,1,4,2,1,3,-,-,4,4,2,3,1,3,6,48.0
"Goodwin, Simon",2,5,3,3,2,-,4,3,5,1,2,1,1,2,2,4,1,3,-,4,1,2,1,1,53.0
"Hart, Ben",4,2,5,6,5,1,2,-,,,,,,,,1,3,4,,3,4,,,,40.0
"Hentschel, Trent",1,,-,-,1,-,1,-,1,1,-,-,-,-,-,,-,-,-,-,-,,,,5.0
"Johncock, Graham",5,10,4,8,6,1,4,5,4,2,8,1,5,5,5,5,3,7,8,9,10,4,2,8,129.0
"Knights, Chris",1,2,,-,-,,-,,-,1,-,1,,,,,,,,,-,,,,5.0
"Maric, Ivan",,,,,,-,,,,-,-,-,-,-,-,,,,-,,,,,,
"Massie, Kris",,,-,2,1,-,5,-,1,3,1,1,-,-,2,1,3,3,1,4,,-,1,,29.0
"Mattner, Martin",3,1,,,-,-,-,1,1,3,2,4,6,2,2,1,-,2,3,3,1,-,3,4,42.0
"McGregor, Ken",-,2,2,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,,,,,,8.0
"McLeod, Andrew",1,2,1,5,9,3,2,4,6,6,2,3,2,3,3,1,,,2,7,2,,,3,67.0
"Perrie, Ian",-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,
"Porplyzia, Jason",,,,,-,-,-,,,,,,-,,-,,-,-,-,,,-,-,-,
"Reilly, Brent",2,-,3,1,2,-,1,1,-,-,-,2,1,1,1,-,1,-,3,-,1,-,-,5,25.0
"Ricciuto, Mark",-,1,-,-,,,-,-,-,1,-,-,-,-,1,-,1,1,,-,,,,,5.0
"Rutten, Ben",2,4,4,1,-,2,6,7,4,3,-,2,3,3,2,1,1,8,5,-,-,1,1,2,62.0
"Shirley, Robert",2,-,-,-,-,1,-,1,1,1,-,3,1,1,1,-,-,-,1,1,-,2,1,1,18.0
"Skipworth, Hayden",,,-,-,-,,,,-,,,,,1,,,,,,-,,,,,1.0
"Stevens, Scott",,3,,,,,-,-,4,5,3,4,2,3,1,3,2,1,2,1,,6,5,5,50.0
"Thompson, Scott",-,2,1,-,,3,3,2,1,-,2,-,1,-,2,-,1,1,4,-,1,-,1,2,27.0
"Torney, Jason",,,,,,,,,,,,-,2,2,1,1,,,,,,3,1,2,12.0
"Vince, Bernie",-,,,,-,-,,,,,,-,,,,,,,,,,,,,
"Welsh, Scott",,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,
"van Berlo, Nathan",1,1,-,1,1,2,-,-,-,1,1,,,,,,1,-,1,1,-,-,-,1,12.0
Totals,33,38,27,34,34,21,32,32,37,35,31,30,35,32,30,23,30,43,38,41,28,26,30,48,788.0
Opponent,CW,WC,ME,FR,WB,PA,KA,RI,CA,ES,BL,SK,GE,SY,HW,KA,WC,CW,FR,WB,PA,ME,FR,WC,
