Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Bassett, Nathan",-,-,-,-,-,1,,-,-,-,-,-,-,-,-,-,-,-,-,,2,-,-,-,3.0
"Biglands, Rhett",1,1,-,1,1,-,1,-,-,1,1,2,1,-,-,1,-,-,,1,-,2,1,-,15.0
"Bock, Nathan",,,,,,,,,,,,,,,,1,,,1,3,-,2,1,4,12.0
"Bode, Matthew",-,1,1,-,-,-,,-,1,-,2,2,-,-,-,1,-,1,1,2,2,4,1,-,19.0
"Burton, Brett",-,-,2,1,,,8,1,2,3,-,,3,2,5,1,3,-,,,,,,3,34.0
"Clarke, Matthew",-,-,-,-,-,-,-,-,-,,,,,,,-,-,-,-,-,1,-,-,1,2.0
"Doughty, Michael",,-,-,1,1,-,1,-,2,2,-,1,1,-,-,1,-,-,-,-,2,1,1,-,14.0
"Douglas, Richard",,,,,,,,,,,,,,,,,,,,,-,-,-,,
"Edwards, Tyson",-,-,1,,-,-,-,-,,-,-,-,1,-,-,-,-,2,-,1,1,-,-,1,7.0
"Goodwin, Simon",-,-,-,-,1,-,-,-,2,-,-,-,-,1,1,-,1,-,-,-,1,1,-,-,8.0
"Hart, Ben",-,-,-,1,-,-,-,-,,,,,,,,-,-,-,,-,-,,,,1.0
"Hentschel, Trent",2,,2,2,1,3,3,5,3,2,2,2,1,3,-,,-,1,3,3,-,,,,38.0
"Johncock, Graham",-,-,-,-,-,-,1,1,1,1,1,-,1,-,-,-,-,-,-,1,-,1,-,-,8.0
"Knights, Chris",-,-,,-,-,,-,,2,-,-,1,,,,,,,,,-,,,,3.0
"Maric, Ivan",,,,,,-,,,,-,-,-,-,-,-,,,,-,,,,,,
"Massie, Kris",,,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,,-,-,,3.0
"Mattner, Martin",-,-,,,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"McGregor, Ken",-,-,-,-,3,2,2,4,2,4,1,3,2,2,1,-,2,3,-,,,,,,31.0
"McLeod, Andrew",-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,,,-,-,-,,,-,2.0
"Perrie, Ian",5,-,-,1,,,,,,,,,,,,,,,,,6,2,3,-,17.0
"Porplyzia, Jason",,,,,2,2,2,,,,,,3,,2,,-,1,1,,,1,1,-,15.0
"Reilly, Brent",-,2,-,-,2,1,-,-,1,1,-,1,1,-,-,-,-,1,2,-,-,-,1,1,14.0
"Ricciuto, Mark",7,6,4,3,,,5,-,1,4,1,3,7,3,-,4,-,-,,-,,,,,48.0
"Rutten, Ben",-,-,-,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Shirley, Robert",-,-,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,4.0
"Skipworth, Hayden",,,-,-,-,,,,-,,,,,-,,,,,,-,,,,,
"Stevens, Scott",,-,,,,,-,-,1,-,-,-,-,-,-,1,-,1,-,-,,-,-,-,3.0
"Thompson, Scott",2,-,-,-,,1,2,-,-,-,-,-,-,2,4,-,-,2,-,-,-,-,-,-,13.0
"Torney, Jason",,,,,,,,,,,,-,-,-,-,-,,,,,,-,1,-,1.0
"Vince, Bernie",-,,,,2,-,,,,,,-,,,,,,,,,,,,,2.0
"Welsh, Scott",,,,,,,,,,,,,,,,,,,2,5,3,2,4,-,16.0
"van Berlo, Nathan",-,-,1,-,-,-,-,-,1,-,-,,,,,,-,-,1,-,1,-,-,-,4.0
Totals,17,11,11,11,17,11,25,13,20,18,9,15,23,14,13,10,6,12,11,16,19,17,14,10,343.0
Opponent,CW,WC,ME,FR,WB,PA,KA,RI,CA,ES,BL,SK,GE,SY,HW,KA,WC,CW,FR,WB,PA,ME,FR,WC,
