Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Bassett, Nathan",-,-,-,-,-,-,,-,-,1,-,-,-,1,-,1,1,-,-,,-,-,-,-,4.0
"Biglands, Rhett",3,-,1,2,3,3,1,1,1,-,4,2,2,1,2,1,3,2,,-,1,1,1,-,35.0
"Bock, Nathan",,,,,,,,,,,,,,,,-,,,-,-,-,1,-,1,2.0
"Bode, Matthew",3,3,3,1,1,3,,1,2,-,1,1,1,2,2,-,3,-,2,3,2,3,3,2,42.0
"Burton, Brett",1,-,1,-,,,-,1,-,2,1,,-,-,1,-,-,1,,,,,,-,8.0
"Clarke, Matthew",-,1,3,-,3,1,3,-,-,,,,,,,4,5,1,1,1,5,2,2,-,32.0
"Doughty, Michael",,3,2,2,5,2,1,-,1,1,2,1,3,1,1,3,1,3,4,3,-,2,4,2,47.0
"Douglas, Richard",,,,,,,,,,,,,,,,,,,,,-,1,-,,1.0
"Edwards, Tyson",5,5,2,,4,5,6,3,,7,4,1,5,4,3,3,2,1,5,1,6,3,4,1,80.0
"Goodwin, Simon",8,5,8,5,4,9,7,-,4,7,2,9,6,3,5,5,5,6,4,6,1,3,3,9,124.0
"Hart, Ben",-,-,-,1,-,-,1,-,,,,,,,,-,-,-,,-,-,,,,2.0
"Hentschel, Trent",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,1,-,-,-,1,,,,2.0
"Johncock, Graham",-,1,2,-,1,-,-,-,-,-,-,1,1,-,-,3,1,-,-,1,-,1,-,1,13.0
"Knights, Chris",8,1,,1,3,,2,,1,-,-,2,,,,,,,,,1,,,,19.0
"Maric, Ivan",,,,,,3,,,,3,-,3,-,2,2,,,,-,,,,,,13.0
"Massie, Kris",,,-,1,-,-,-,-,1,-,4,6,2,1,2,1,-,1,1,1,,-,-,,21.0
"Mattner, Martin",-,1,,,3,1,1,1,-,-,1,-,1,-,-,2,-,-,3,1,1,2,-,-,18.0
"McGregor, Ken",-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,1.0
"McLeod, Andrew",2,4,2,2,-,1,1,-,-,1,2,1,2,1,-,2,,,-,-,3,,,1,25.0
"Perrie, Ian",-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,
"Porplyzia, Jason",,,,,-,-,-,,,,,,-,,1,,1,-,-,,,2,2,-,6.0
"Reilly, Brent",3,2,2,4,3,2,1,4,-,2,-,4,2,3,2,1,2,6,2,3,4,1,5,3,61.0
"Ricciuto, Mark",2,-,-,2,,,1,-,-,3,4,-,-,2,-,-,1,2,,1,,,,,18.0
"Rutten, Ben",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Shirley, Robert",1,1,3,2,4,3,2,1,2,5,3,2,3,5,2,1,3,3,3,7,6,5,2,2,71.0
"Skipworth, Hayden",,,2,1,1,,,,3,,,,,1,,,,,,1,,,,,9.0
"Stevens, Scott",,-,,,,,-,-,-,-,2,-,1,1,1,-,-,-,-,-,,1,-,-,6.0
"Thompson, Scott",4,1,2,5,,5,1,2,8,5,1,1,4,1,-,2,5,2,1,1,3,5,4,1,64.0
"Torney, Jason",,,,,,,,,,,,-,1,2,-,2,,,,,,-,2,1,8.0
"Vince, Bernie",-,,,,2,-,,,,,,1,,,,,,,,,,,,,3.0
"Welsh, Scott",,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,
"van Berlo, Nathan",-,-,2,2,-,2,3,-,2,3,3,,,,,,1,-,1,3,1,1,-,3,27.0
Totals,40,28,35,32,37,41,31,14,25,40,34,35,34,31,24,31,35,28,27,33,35,34,32,27,763.0
Opponent,CW,WC,ME,FR,WB,PA,KA,RI,CA,ES,BL,SK,GE,SY,HW,KA,WC,CW,FR,WB,PA,ME,FR,WC,
