Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Adcock, Jed",-,1,2,-,-,-,-,-,1,1,1,-,1,-,1,,,,,,,,,-,8.0
"Austin, Matt",,,,,,,,-,1,-,,,,,-,,,,,,-,-,-,-,1.0
"Black, Simon",,-,3,2,1,-,1,2,1,3,1,1,-,1,1,3,1,-,-,2,1,2,-,1,27.0
"Bradshaw, Daniel",1,1,1,-,-,-,-,-,1,-,1,1,1,-,-,1,,,1,-,-,,-,1,10.0
"Brennan, Jared",,,,-,-,3,1,1,1,2,1,1,-,1,,1,1,-,2,4,1,-,-,2,22.0
"Brown, Jonathan",1,1,1,2,-,-,2,1,1,3,-,1,-,1,-,-,1,-,-,-,1,2,1,1,20.0
"Charman, Jamie",1,2,,-,,,,,,,,,,,,,,,,,,,,,3.0
"Clark, Mitch",2,1,3,3,4,1,3,-,2,3,-,3,2,2,2,1,1,1,2,4,6,-,2,-,48.0
"Collier, Tom",-,,,,1,,,,-,,,,,,1,-,-,,,,,,,,2.0
"Cornelius, Aaron",,,,,,,,,1,,,,,,,,,,,,,,,,1.0
"Dalziell, Bradd",-,1,1,-,-,,,,,,,,,,,-,-,-,,,,,,,2.0
"Drummond, Josh",1,-,-,1,-,-,-,2,-,-,-,,,,1,-,1,1,-,2,-,-,,1,10.0
"Hanley, Pearce",,,,,,,,,,,,,,,,,-,,,,,,,,
"Harding, Scott",-,,,,,1,1,-,2,2,-,-,-,1,,,,,1,2,-,-,1,,11.0
"Hawksley, James",,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,
"Henderson, Lachie",,,,,2,,,,,-,-,-,-,1,,,,,,,,-,,,3.0
"Hooper, Rhan",-,1,,,,,,,,1,3,1,1,-,,,,,,,,,-,1,8.0
"Johnstone, Travis",3,1,2,1,1,2,-,-,1,,1,,,-,,,,,,-,-,1,-,-,13.0
"Leuenberger, Matthew",3,1,-,,,,,,,,,,,,,,,,,,,,,,4.0
"Macdonald, Joel",-,2,1,-,-,-,1,-,1,-,2,-,1,1,2,2,1,1,-,1,2,-,,,18.0
"McGrath, Ashley",1,-,1,-,1,1,1,1,2,1,1,-,3,2,-,1,-,-,2,1,-,1,1,1,22.0
"Merrett, Daniel",1,1,1,2,1,1,3,-,,,,,-,1,-,-,-,3,-,1,-,,1,-,16.0
"Notting, Tim",,,-,-,,,,,-,1,1,-,,,-,1,1,,1,1,,,,1,7.0
"Patfull, Joel",-,1,1,-,-,-,-,2,,,,,-,-,1,1,-,1,-,1,1,-,1,-,10.0
"Polkinghorne, James",,,,,2,-,-,-,-,1,-,1,1,1,2,-,-,2,2,-,-,-,1,3,16.0
"Power, Luke",-,2,2,1,1,-,2,1,-,-,-,1,-,-,2,1,-,2,1,-,1,-,2,-,19.0
"Proud, Albert",,-,1,,,-,2,-,,2,1,2,-,1,-,1,-,,,,,,,,10.0
"Redden, Jack",,,,,,,,,,,,,,,-,1,-,3,-,1,1,-,-,2,8.0
"Rich, Daniel",1,-,1,-,-,1,-,-,1,-,-,-,-,1,1,1,1,-,-,-,1,-,-,2,11.0
"Rischitelli, Michael",1,-,1,-,3,-,-,-,1,3,1,1,-,2,1,-,3,-,-,-,2,-,-,-,19.0
"Rockliff, Tom",,,,,,,,,,,,,,,,,,1,,,,,,,1.0
"Roe, Jason",,,-,2,-,,,,,,,1,-,,,,,-,,,,-,1,,4.0
"Selwood, Troy",3,1,1,-,-,-,-,,,,,-,,,,,,-,-,,,,,,5.0
"Sheldon, Sam",,,,,,1,1,1,1,-,-,-,1,1,3,-,1,-,1,-,1,2,1,1,16.0
"Sherman, Justin",1,-,-,1,-,-,1,-,-,-,-,2,-,-,2,1,-,-,-,1,-,-,1,1,11.0
"Stiller, Cheynee",-,-,1,-,,-,1,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,,5.0
Totals,20,17,24,15,17,11,20,11,18,24,15,17,11,17,20,16,12,15,13,21,18,8,13,18,391.0
Opponent,WC,CA,SY,CW,GE,ES,RI,AD,SK,NM,CA,HW,ME,PA,GE,FR,NM,CW,ES,WB,PA,SY,CA,WB,
