Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,PF,GF,Tot
"Alves, Stan",-,1,,,,,,,,,,,,,,,,,,,,-,1,1,-,3.0
"Baker, Phil",,-,-,-,1,4,,,,,1,-,2,,,,1,-,-,2,,,-,,2,13.0
"Blight, Malcolm",1,2,1,2,2,2,4,1,2,2,4,,1,2,3,2,3,-,5,4,3,3,2,-,-,51.0
"Boyse, Maurice",,,,,,,,,,,1,-,-,-,1,-,-,2,-,1,-,1,1,1,2,10.0
"Briedis, Arnold",-,1,1,1,2,-,3,-,,,2,,-,,-,,2,-,4,2,1,2,3,2,-,26.0
"Briedis, Robert",,,,,,,-,1,-,-,,-,,,-,-,,,,,,,,,,1.0
"Burnett, Brendan",,,,,-,-,-,-,-,-,,,,,,,,,,,,,,,,
"Burns, John",1,1,1,,-,-,-,1,-,-,1,1,1,-,,1,1,-,2,1,1,,1,-,,14.0
"Byrne, John",1,1,2,-,-,,,,,,,,,,,,,,,,2,3,-,2,2,13.0
"Cassin, John",2,-,-,1,2,1,1,1,2,-,1,,,-,1,,,,,,-,,1,,-,13.0
"Cowton, Gary",-,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,,-,-,-,-,-,-,
"Crosswell, Brent",,,,,,,,,,,,4,3,2,1,-,-,-,-,-,,-,-,,,10.0
"Cumming, Daryl",,,,,,,,,,,,,,-,,,,,,,,,,,,
"Davis, Craig",,,,,,,-,,-,-,,,,,,,,,-,,,-,,,,
"Dawson, Mark",,,,,,,,,-,,,,,,,,,,-,-,-,,,-,,
"Dench, David",-,-,-,,,,,,,,,,,,,,,,,,,,,,,
"Easton, Stephen",,,,,,,,,,,,,,1,-,,1,-,,,-,,,,,2.0
"Glendinning, Ross",2,3,-,2,-,-,-,-,2,-,,1,-,-,-,-,-,1,-,-,-,-,-,-,-,11.0
"Good, Kerry",,,,,,,2,2,,,-,,,,,1,-,1,-,-,,-,,,,6.0
"Greig, Keith",-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,,-,-,-,3.0
"Gumbleton, Frank",-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Henshaw, Ross",-,-,-,-,,-,,,,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,
"Huppatz, Ray",,,,,,1,1,1,-,1,-,-,2,-,,,,,,,,-,,1,1,8.0
"Icke, Stephen",-,,,-,-,,,,,-,1,-,-,-,-,-,1,-,1,-,-,,-,,,3.0
"Jarrott, Alan",,3,-,1,-,-,1,1,-,-,1,-,1,,2,-,-,-,,,,,-,,,10.0
"Keenan, Peter",-,-,-,-,-,1,-,1,-,-,,,-,-,-,-,,,,,-,-,-,,,2.0
"Law, John",,,,,,,,,,,,,,-,-,,,,,,,,,,,
"McCann, Stephen",1,1,6,2,1,-,,4,-,1,1,-,-,1,2,1,,-,-,,2,2,-,1,1,27.0
"Melrose, Graeme",2,-,-,1,,2,-,1,-,1,-,-,-,,2,1,-,3,3,1,-,2,-,2,-,21.0
"Montgomery, Ken",-,-,-,-,-,1,,-,-,,-,-,-,,,,,,,,,,,-,-,1.0
"Moylan, John",,,,-,,,,,,,-,,,,,-,-,,,,,-,,,,
"Nettlefold, Bill",1,,,,-,1,-,1,-,,,-,,,-,2,-,2,-,-,-,,,-,,7.0
"Nolan, Mick",-,-,-,-,-,-,-,-,-,,-,-,,,,-,1,-,-,-,,-,,-,-,1.0
"Payne, Glenn",,,,,,,,,,,,,,-,,,,,,-,,,,,,
"Podolczak, Roger",,,,,,,,,,,,-,,,,,,,,,,,,,,
"Ramsay, Roy",,,,,,,-,,,,,,,,,-,-,-,-,-,-,-,-,,,
"Schimmelbusch, Daryl",,,1,3,-,,,,,,,,,,,,,,,,,,,,,4.0
"Schimmelbusch, Wayne",-,1,1,-,-,1,-,-,,1,1,2,1,-,-,-,1,-,1,2,-,-,-,-,1,13.0
"Smith, Doug",,,,,,,,,,-,-,,-,,,,,,,,-,-,,-,1,1.0
"Sutton, Darryl",,,-,-,,,,-,-,-,-,-,1,-,-,-,-,-,1,-,-,,-,-,-,2.0
"Tanner, Xavier",,,,,,,,,-,1,,,,-,-,,,,,,,-,,,1,2.0
"Williams, Mark",,,,,-,-,-,,,,,,,,,,,,,,,,,,,
Totals,11,14,13,13,8,14,12,15,7,7,15,8,13,6,12,8,11,9,17,13,9,13,9,10,11,278.0
Opponent,FO,RI,HW,SK,CW,GE,FI,ME,CA,ES,SM,FO,RI,SK,HW,CW,GE,FI,ME,CA,ES,SM,HW,CW,HW,
