Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Barclay, Stuart",,,,,-,,,-,-,3,-,-,-,-,,,-,-,-,-,3.0
"Blethyn, Geoff",-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Brown, Greg",-,-,-,-,-,-,-,,,-,-,,,,,-,,,,,
"Buhaj, Wally",,,-,-,,,,,,,,,,,,,,,,,
"Carpenter, John",,,,,,,,,,,,,,,-,-,,,,,
"Close, Robin",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Collins, David",-,,-,-,,,-,-,,-,,,,,-,,,-,-,-,
"Crouch, Gary",-,-,-,,,,,,,,,,-,-,,,,,,,
"Daniel, Peter",7,1,2,5,3,2,1,3,2,-,-,3,3,1,-,2,4,8,2,-,49.0
"Davis, Barry",3,-,-,-,-,-,-,-,-,,2,-,-,-,-,-,-,-,-,-,5.0
"Egan, Kevin",-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,
"Ellis, John",-,,,,,,,,,,,,,,,,-,-,-,1,1.0
"Fanning, John",,,,,,-,,,,,,,,,,,,,,,
"Fields, Neville",,,,,,,,,,,,,,,-,,,,-,,
"Fletcher, Ken",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Fordham, Ted",,,,-,-,-,,,,,,,,,,-,-,-,,,
"Gerlach, Darryl",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,-,,-,
"Gosper, Geoff",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Greenwood, Bob",,,,-,-,-,-,-,-,-,,-,,,,,-,-,-,-,
"Gross, Don",,-,,-,-,-,-,-,-,-,-,-,-,-,,-,,,,,
"Hampson, Roger",,,,,,,,,-,-,-,-,-,-,-,-,,,,,
"Headlam, Wayne",,,,,,,,,,,-,-,-,-,7,-,,,,,7.0
"Lake, Bruce",-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,,,,,,1.0
"Lake, Eddie",-,,,,,,,,-,,,,,-,-,,,,,,
"McGie, Lindsay",,,,,,,,,,,,,,,,,,,-,,
"McKenzie, Don",13,14,20,18,26,20,14,33,10,25,18,10,17,20,26,9,7,10,22,12,344.0
"Noonan, Alan",,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Payne, Charlie",-,2,2,,,,,,,,,,,,-,-,2,-,1,-,7.0
"Payne, Ian",,,,,,,,,,,,,,,,,,,,-,
"Pryor, Geoff",3,1,-,1,3,2,3,-,-,-,-,8,-,1,-,5,2,3,-,3,35.0
"Sinclair, John",-,,,,,,,,,-,,,,,,,,,,,
"Sproule, Paul",-,-,-,-,-,-,-,,,-,-,-,-,,-,-,-,-,-,-,
"Stevenson, Ian",,,,,,,,-,7,,,,,,,,2,,,5,14.0
"Stillman, Les",,-,,,-,-,,-,-,-,-,-,-,-,-,-,-,,,,
"Tassell, Doug",,,,,,,-,-,-,-,-,-,-,-,-,,,,,,
"Thompson, Bill",,-,-,-,-,-,,,,,,,,,,,-,-,-,,
"Waite, Bruce",,2,4,,,,-,,,,,,,,,,,,,,6.0
"Williams, John",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Totals,26,20,28,24,33,24,18,36,19,28,20,21,20,22,33,16,17,21,25,21,472.0
Opponent,RI,GE,HW,ME,NM,FI,SK,FO,CA,SM,CW,RI,GE,HW,ME,NM,FI,SK,FO,CA,
