Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,PF,Tot
"Armstrong, Barry",,,,1,-,,,,,-,-,-,1,3,1,-,1,2,1,-,2,2,1,1,16.0
"Ashman, Rodney",-,,,3,1,3,1,,,3,1,,1,1,-,3,3,2,4,1,2,2,-,2,33.0
"Austin, Rod",-,-,-,-,-,-,-,-,-,-,-,-,-,,1,-,-,-,2,-,,,-,-,3.0
"Brown, Peter",,,,,,,,,,,,-,,,,,,,,,,,,,
"Buckley, Jim",,,,,,,,,,,-,-,,,,,,,,,,,,,
"Byrne, Ray",1,-,-,-,-,,,,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,5.0
"Catoggio, Vin",,,,-,,,,-,,,-,,,,,,,,,,,,,,
"Crane, Gary",-,,,,,,,,,,,,,,,,,,,,,,,,
"Dickson, David",,,,,,,,,,,1,,,,,,,,,,,-,,,1.0
"Doull, Bruce",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Fitzpatrick, Mike",,,,,,,,,,,,,2,-,2,2,2,3,2,1,2,-,1,-,17.0
"Fletcher, Trevor",,,,,,,,,,,,,,,,,-,,-,,,-,,,
"Galt, Rod",3,-,2,3,-,,,,,2,,2,,,,,,,,,,,,,12.0
"Halloran, Danny",-,-,1,-,,-,1,-,,-,2,-,,,,,,,,,,,,,4.0
"Heath, Kevin",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Higgins, Garry",,-,-,,,,-,,-,-,-,,,,,,,,,,,,,,
"Jackson, Syd",2,-,,,,-,-,-,1,2,-,-,-,,,,,,,,-,,,-,5.0
"Jesaulenko, Alex",-,-,-,,-,-,,,2,,,,-,3,2,4,3,3,4,2,-,1,-,1,25.0
"Jones, Peter",1,-,-,-,-,-,-,-,-,-,2,-,1,2,1,2,-,1,1,4,4,-,1,-,20.0
"Keogh, Trevor",2,3,3,4,2,1,1,1,3,-,-,4,-,2,-,-,-,1,1,-,1,2,1,2,34.0
"Maclure, Mark",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,-,-,-,-,-,-,-,-,1.0
"Mangels, Alan",,2,-,,,,-,-,-,,,,,-,,,-,1,1,-,-,1,-,-,5.0
"McConnon, Leigh",,,1,2,-,-,-,1,-,-,,-,,,,-,,-,,,-,,,-,4.0
"McKay, David",1,4,-,2,-,3,2,1,1,-,-,1,1,2,2,1,2,2,-,1,1,4,4,-,35.0
"OConnell, John",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ohlsen, Russell",1,1,1,2,-,-,2,-,-,,,-,,,-,-,,,-,1,-,1,-,,9.0
"Pascoe, Eric",-,-,,,,,,,,,-,-,,-,,,,,,,,,,,
"Pickett, Tony",4,-,1,2,1,1,1,-,-,-,1,1,-,-,-,2,1,2,1,-,1,-,1,1,21.0
"Pinnell, Phillip",,,-,-,-,-,-,-,-,-,-,,-,1,-,-,-,-,-,-,-,-,-,-,1.0
"Southby, Geoff",1,4,5,3,-,3,2,2,2,1,,,-,-,-,-,-,-,-,-,-,-,-,-,23.0
"Towns, Greg",2,-,-,-,,-,,-,1,,,-,-,-,-,1,,-,,-,,,-,,4.0
"Walls, Robert",,,,,2,3,10,3,2,2,,,3,4,2,-,5,5,5,1,5,2,-,1,55.0
"Whitnall, Graeme",,,,2,2,1,1,1,,,,,2,-,-,-,-,,,,,,,,9.0
Totals,18,14,14,24,8,15,21,9,12,11,9,8,11,18,12,15,17,22,22,11,18,15,9,9,342.0
Opponent,CW,ES,FI,ME,SM,HW,RI,SK,GE,NM,FO,CW,ES,ME,FI,SM,HW,RI,SK,GE,NM,FO,HW,NM,
