Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Alessio, Steven",,,,,,,,4,3,4,-,2,1,11,1,4,1,,,,,2,-,33.0
"Banks, Matthew",,,,,2,,,,,,,,,,,,,,,,,,,2.0
"Barnard, Paul",-,1,,,,-,,,,-,1,-,1,1,2,-,1,1,1,-,2,1,1,13.0
"Berbakov, Peter",,,-,,1,,,-,-,-,3,-,1,1,-,-,-,-,-,-,-,,,6.0
"Bewick, Darren",1,5,2,3,8,-,5,-,-,3,2,3,-,4,5,2,5,2,4,1,-,4,-,59.0
"Blumfield, Justin",,5,-,1,1,-,3,3,2,1,4,1,1,3,1,3,1,4,1,,1,2,1,39.0
"Bolton, Mark",-,2,-,-,,,,,,,,,,,,,,,,,,,,2.0
"Bomford, Andrew",,6,6,-,3,-,2,,,,3,,3,5,4,,,,,,,,,32.0
"Calthorpe, David",1,1,3,-,-,,,2,6,3,1,3,2,1,4,1,8,2,-,5,2,4,1,50.0
"Caracella, Blake",,3,-,2,-,-,-,1,-,3,2,1,-,-,,,,1,1,,,,3,17.0
"Cockatoo-Collins, Che",2,,-,-,2,-,-,,,,,1,,,1,-,,-,1,2,-,-,,9.0
"Denham, Sean",1,3,5,1,,,3,,,-,,,,,,3,7,1,,3,,,1,28.0
"Doolan, Ben",,,,1,2,1,1,-,,,,,,,-,,,,2,1,1,1,-,10.0
"Eastaugh, Simon",,,1,,,1,2,3,4,1,6,-,4,-,,,,,,,,5,6,33.0
"Fletcher, Dustin",1,1,-,1,2,1,1,,-,-,,,,1,-,1,1,2,-,-,,1,-,13.0
"Fraser, Mark",3,1,1,2,1,-,,-,-,1,-,,,,1,2,1,1,2,1,3,-,,20.0
"Hardwick, Damien",-,1,3,3,-,2,1,3,-,1,2,1,5,1,3,-,1,2,-,2,2,2,5,40.0
"Heffernan, Chris",2,4,1,-,-,,-,,,,,,,1,1,-,,,,,3,1,1,14.0
"Hird, James",7,3,,,,,,,5,3,4,5,-,,,,3,,5,2,4,8,6,55.0
"Johnson, Jason",,,,,,,,1,,,,,,,,,1,3,2,3,6,2,-,18.0
"Lalich, Judd",,,,,,,,,,,,,-,-,,,,,,,,,,
"Lloyd, Matthew",1,-,-,-,-,1,-,2,-,-,2,-,-,1,-,1,-,-,-,-,-,1,1,10.0
"Long, Michael",,,,,,,,,,,,-,1,-,1,1,-,,,,2,4,-,9.0
"Lucas, Scott",1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,-,-,2,-,-,1,8.0
"Mercuri, Mark",3,-,2,-,,,1,2,1,1,1,3,3,4,1,1,,1,2,-,-,1,5,32.0
"Misiti, Joe",,,,-,5,4,5,5,8,2,4,5,3,7,3,4,6,3,4,2,-,5,,75.0
"Moorcroft, Gary",-,1,1,-,,2,1,1,1,,-,-,-,3,,,-,-,-,-,,,1,11.0
"OConnor, Ryan",-,2,,1,2,-,-,3,1,,-,-,,,,,,-,2,2,1,,,14.0
"ODonnell, Gary",5,3,2,4,1,2,,-,,,,,3,,3,-,-,6,-,5,1,3,-,38.0
"Olarenshaw, Ricky",3,,-,,,3,1,2,4,3,-,6,4,3,4,-,3,1,,2,-,,,39.0
"Prior, Michael",-,,,,,-,-,1,1,-,-,1,,,,,,,,,,,,3.0
"Solomon, Dean",,,,,2,-,2,,-,,,-,1,1,,,,,,,,,,6.0
"Somerville, Peter",4,1,1,5,2,,,,,,,,,,-,2,2,2,2,3,3,,,27.0
"Symons, Michael",2,-,,,,,,,,,,,,,,,,,,,,-,,2.0
"Ukovic, Andrew",,,,,1,-,-,-,-,-,-,,,,,,,,,,,,,1.0
"Wallis, Dean",,,,,,,,,,-,,,,,,,,,,,,,,
"Wellman, Sean",-,1,1,-,-,-,1,-,-,2,-,-,-,-,1,-,-,-,-,-,1,-,-,7.0
"Young, Barry",,,,,,,,,,,,,,,,1,1,,,,,,1,3.0
Totals,37,44,29,24,36,17,30,34,36,28,35,32,33,48,36,27,42,32,29,36,32,47,34,778.0
Opponent,RI,SK,CA,FR,CW,WB,GE,BL,ME,HW,SY,AD,WC,NM,PA,RI,SK,CA,FR,CW,WB,GE,NM,
