Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,Tot
"Ballantyne, Hayden",-,1,,,1,1,1,-,1,-,1,1,-,1,1,,,,,,,,3,-,12.0
"Ballard, Jacob",,,,,,,,,,,,,,,,,,,,,,-,,,
"Barlow, Michael",-,3,-,-,-,-,-,2,-,2,-,1,-,2,-,1,-,-,-,-,-,1,-,3,15.0
"Blakely, Connor",,,,,,,,,,,,,,,,,,,,,,-,,,
"Clarke, Zac",-,-,3,1,-,1,1,-,-,-,,,2,-,,,,,,,,-,1,,9.0
"Crozier, Hayden",,,-,,,,,,,-,1,-,,,-,-,-,2,-,-,,-,,,3.0
"Dawson, Zac",,,,,,,,,,,,,,,,,-,,,-,-,,-,-,
"Duffield, Paul",-,-,-,-,-,-,-,-,-,-,,,-,-,,,,,,,-,-,,,
"Duffy, Max",,,,,,,,,,,,,,,,,,,,,,1,,,1.0
"Fyfe, Nat",1,1,2,1,-,3,3,-,-,1,2,1,-,-,1,1,,,2,1,,,-,-,20.0
"Grey, Brady",,,,,,,,,,,,,,,,,,,,,,-,,,
"Griffin, Jonathon",,,,,,,,,,,,,,,-,1,2,1,-,2,-,,,2,8.0
"Hannath, Jack",,,,,,,,,,,2,-,,,,,,,,,,1,,,3.0
"Hill, Stephen",-,1,1,1,1,1,-,1,-,-,-,-,-,-,1,1,-,1,-,1,1,,-,1,12.0
"Hughes, Ethan",,,,,,,,,,,,,,,,,,,,,,-,,,
"Ibbotson, Garrick",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,3.0
"Johnson, Michael",-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,1,-,,-,-,1.0
"Langdon, Ed",,,,,,,,,,,,,,,,,,,,,1,1,,,2.0
"Mayne, Chris",-,2,1,2,5,-,2,1,-,-,,-,2,-,1,2,3,1,2,2,2,,3,1,32.0
"McPharlin, Luke",-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,,
"Mundy, David",-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,1,2,-,,-,-,6.0
"Mzungu, Tendai",,,,-,,,,,,,-,,,-,,,-,1,-,-,-,-,-,-,1.0
"Neale, Lachie",-,-,-,-,-,1,-,-,-,-,-,1,2,-,-,-,-,1,-,1,1,1,1,-,9.0
"Pavlich, Matthew",1,2,2,3,2,3,4,-,2,1,3,1,-,2,3,-,2,1,2,,1,,-,-,35.0
"Pearce, Alex",,,,,,-,-,,,,-,-,-,-,-,-,2,2,-,-,,-,,,4.0
"Pearce, Clancee",-,-,-,-,-,-,-,-,-,-,-,1,-,-,,-,,,,,-,-,-,,1.0
"Pearce, Danyle",1,-,1,-,1,-,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,,-,-,6.0
"Sandilands, Aaron",1,-,-,-,1,-,1,1,-,1,-,-,1,-,1,-,-,2,1,2,1,,-,-,13.0
"Sheridan, Tom",-,,,,,,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Silvagni, Alex",,,,,,,,,,,,,,,,,,-,-,,,,,,
"Smith, Tanner",,,,,,,,,,,,,,,,,,,,,,-,,,
"Spurr, Lee",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,1,-,1.0
"Suban, Nick",1,1,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,7.0
"Sutcliffe, Cam",-,-,-,1,1,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,,-,-,2.0
"Taberner, Matthew",,1,3,1,2,-,1,1,-,-,-,,-,,1,1,,,,,,2,,-,13.0
"Walters, Michael",-,1,3,-,-,-,2,-,1,2,3,-,3,-,1,-,1,1,3,2,,,1,2,26.0
"Weller, Lachie",,,,,,,,,,,,,,,,,-,-,,,,-,,,
"de Boer, Matt",-,-,1,-,1,-,,,,,,-,-,1,-,-,-,-,1,-,1,-,-,-,5.0
Totals,5,13,17,10,17,10,15,8,5,7,12,6,10,8,10,9,11,14,12,15,9,9,10,9,251.0
Opponent,PA,GE,WC,SY,ME,ES,WB,NM,AD,RI,GC,CW,BL,HW,CA,RI,GW,SK,WC,NM,ME,PA,SY,HW,
