Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Ablett, Gary",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ablett, Nathan",,,,,,,,,,,,,,,,,,,,-,-,-,-,,
"Bartel, Jimmy",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Blake, Mark",,,,,,,,,,,,,,,3,,,,14,10,,,,,27.0
"Byrnes, Shannon",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,,,,
"Callan, Tim",,,,,-,-,,,,,,,,,,,,,,,,,,,
"Chambers, Paul",,,,,9,,,,,,,11,16,8,14,18,,,,,11,13,,,100.0
"Chapman, Paul",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,,-,,,
"Corey, Joel",2,1,1,2,-,-,1,1,,,,2,1,-,-,1,-,-,1,1,-,2,-,-,16.0
"Egan, Matthew",-,-,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,1,-,1.0
"Enright, Corey",-,-,-,-,-,-,-,-,1,-,-,-,,,,,,-,-,,,,,-,1.0
"Gardiner, Charlie",,,1,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,,-,-,1.0
"Harley, Tom",,-,-,-,-,-,-,-,,,-,,-,,,,,,,,-,-,-,-,
"Haynes, David",,,,,,,,,,,,,1,,-,,,,-,,,,,,1.0
"Hunt, Josh",-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,1,2.0
"Johnson, David",-,-,-,-,-,,-,-,-,-,-,,,,,-,,,,,,,,-,
"Johnson, Steve",,,,-,,-,,-,-,,,,,,,,-,1,-,-,-,1,-,-,2.0
"Kelly, James",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2.0
"King, Steven",8,7,19,8,,17,23,18,19,15,22,,,15,,3,16,30,,,6,12,25,8,271.0
"Kingsley, Kent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Koulouriotis, Paul",-,,,,,,,,,,,,,-,-,-,-,-,-,-,,,,,
"Ling, Cameron",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,
"Lonergan, Tom",,,,,,,,,-,-,-,,-,,,,,,,,,,,,
"Mackie, Andrew",-,-,-,,,,,,,-,-,-,,,,,,,,,-,-,-,-,
"McCarthy, Matthew",,,,,,,,,,,,,,-,,,,,,,,,,,
"Milburn, Darren",,-,3,-,-,2,2,3,2,2,2,2,3,1,-,-,3,2,-,2,1,-,-,1,31.0
"Mooney, Cameron",,,,,,-,-,-,-,,-,1,3,-,-,-,7,4,,6,-,-,2,8,31.0
"Ottens, Brad",15,15,17,15,14,12,9,13,19,10,7,6,,,,,,5,9,6,,,,,172.0
"Playfair, Henry",-,-,-,-,-,-,-,-,-,-,,-,,,,-,-,1,-,-,-,-,3,2,6.0
"Rahilly, James",,,,,,,,,,,,,-,,-,-,-,,,,,,,,
"Riccardi, Peter",-,,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,1.0
"Rooke, Max",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,
"Sanderson, Brenton",,,,,,,,,,,,-,-,-,-,,-,,-,-,-,1,-,-,1.0
"Scarlett, Matthew",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Tenace, Kane",-,-,-,-,-,,,,-,-,-,,,-,-,,-,-,-,-,-,-,-,-,
"Thurley, Cameron",,,,,,,-,-,-,-,,,,,-,-,-,,,,,,,,
"Wojcinski, David",-,-,,,,,,,,,,,,,,,,,,,,,,,
Totals,25,23,41,26,23,31,36,36,42,27,31,22,24,24,17,22,26,43,24,25,18,29,31,22,668.0
Opponent,RI,WC,ME,ES,PA,WB,SK,CA,KA,FR,CW,AD,BL,HW,SY,PA,WB,ES,SK,ME,WC,RI,ME,SY,
