Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Ablett, Gary",2,-,1,2,-,1,1,4,2,1,2,-,-,-,-,1,3,2,1,1,1,1,3,-,29.0
"Ablett, Nathan",,,,,,,,,,,,,,,,,,,,2,4,1,1,,8.0
"Bartel, Jimmy",1,1,-,2,-,-,1,-,3,-,-,-,-,-,1,3,2,1,1,2,-,-,-,-,18.0
"Blake, Mark",,,,,,,,,,,,,,,-,,,,-,-,,,,,
"Byrnes, Shannon",2,2,-,-,1,1,-,1,-,-,-,-,-,1,-,-,,-,,-,-,,,,8.0
"Callan, Tim",,,,,-,-,,,,,,,,,,,,,,,,,,,
"Chambers, Paul",,,,,-,,,,,,,-,-,2,-,-,,,,,-,-,,,2.0
"Chapman, Paul",1,1,3,2,2,3,1,,1,2,1,1,1,4,1,2,1,1,1,,,-,,,29.0
"Corey, Joel",-,-,1,-,-,1,-,1,,,,-,1,-,-,-,1,-,-,-,-,-,-,-,5.0
"Egan, Matthew",-,-,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Enright, Corey",2,-,-,-,1,1,1,1,2,-,-,-,,,,,,-,-,,,,,-,8.0
"Gardiner, Charlie",,,-,1,-,-,-,1,,-,-,-,-,2,-,,,,,,,,-,1,5.0
"Harley, Tom",,-,-,-,-,-,-,-,,,-,,1,,,,,,,,-,1,-,-,2.0
"Haynes, David",,,,,,,,,,,,,1,,1,,,,1,,,,,,3.0
"Hunt, Josh",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,-,-,2.0
"Johnson, David",-,-,-,1,-,,-,-,1,-,-,,,,,-,,,,,,,,1,3.0
"Johnson, Steve",,,,2,,2,,2,1,,,,,,,,-,1,-,2,3,2,1,2,18.0
"Kelly, James",2,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,2,2,-,-,1,3,1,13.0
"King, Steven",-,-,-,-,,-,-,1,-,-,-,,,1,,-,-,-,,,1,-,-,-,3.0
"Kingsley, Kent",4,2,3,3,3,2,4,1,3,2,3,-,2,4,1,5,4,3,1,4,2,-,1,-,57.0
"Koulouriotis, Paul",1,,,,,,,,,,,,,-,-,-,1,-,-,-,,,,,2.0
"Ling, Cameron",1,1,-,-,1,-,1,-,-,-,1,1,-,-,,1,-,-,-,1,1,-,2,-,11.0
"Lonergan, Tom",,,,,,,,,2,1,2,,-,,,,,,,,,,,,5.0
"Mackie, Andrew",3,-,-,,,,,,,1,2,-,,,,,,,,,1,-,2,-,9.0
"McCarthy, Matthew",,,,,,,,,,,,,,1,,,,,,,,,,,1.0
"Milburn, Darren",,-,-,-,-,-,3,2,-,1,-,1,-,1,-,2,1,1,-,1,-,2,-,-,15.0
"Mooney, Cameron",,,,,,-,-,-,-,,-,-,-,-,-,-,1,-,,-,-,1,2,-,4.0
"Ottens, Brad",3,-,-,2,3,2,2,3,1,1,2,1,,,,,,1,1,1,,,,,23.0
"Playfair, Henry",2,-,-,2,1,-,1,-,3,1,,2,,,,1,-,-,-,1,-,-,2,1,17.0
"Rahilly, James",,,,,,,,,,,,,-,,-,-,-,,,,,,,,
"Riccardi, Peter",1,,-,1,3,2,-,-,1,-,1,2,-,-,-,-,-,1,-,-,2,1,-,,15.0
"Rooke, Max",-,1,-,-,-,-,-,1,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,1,3.0
"Sanderson, Brenton",,,,,,,,,,,,1,-,-,-,,-,,-,-,-,-,-,-,1.0
"Scarlett, Matthew",-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Tenace, Kane",-,-,-,-,-,,,,1,-,-,,,-,-,,-,-,-,-,1,-,1,-,3.0
"Thurley, Cameron",,,,,,,2,4,1,-,,,,,3,2,-,,,,,,,,12.0
"Wojcinski, David",-,-,,,,,,,,,,,,,,,,,,,,,,,
Totals,25,8,8,19,15,16,18,22,22,11,14,9,6,16,7,18,14,13,8,15,16,10,18,7,335.0
Opponent,RI,WC,ME,ES,PA,WB,SK,CA,KA,FR,CW,AD,BL,HW,SY,PA,WB,ES,SK,ME,WC,RI,ME,SY,
