Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Abraham, Winston",-,-,,-,-,-,-,1,-,-,-,1,,-,1,1,2,-,-,-,2,-,-,1,-,9.0
"Anderson, Brady",,,,,,-,-,-,,,,,,,,,,,,,,,,,,
"Archer, Glenn",1,1,-,-,1,2,,,-,1,1,2,1,,,,,,,-,1,2,1,2,3,19.0
"Bell, Peter",-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,1,-,-,-,-,-,1,-,-,5.0
"Blakey, John",2,-,1,1,-,1,1,-,1,1,1,1,-,-,-,1,3,1,1,1,-,3,1,3,1,25.0
"Burton, Matthew",1,-,,,-,2,1,1,-,2,1,-,1,2,-,1,-,1,1,-,1,-,-,-,-,15.0
"Calthorpe, David",-,1,1,-,-,-,,,1,-,1,-,-,-,,,,-,,,,,,,,4.0
"Capuano, Mathew",1,-,-,-,,,,,,,1,-,-,,,1,-,,,,3,-,1,1,-,8.0
"Carey, Wayne",1,,2,1,4,10,3,,3,7,1,5,3,5,3,3,3,3,-,5,1,1,-,2,-,66.0
"Chandler, Brett",,,,,,,,,,,,,,-,-,,,,,,,-,-,,,
"Clayton, Shane",-,-,1,1,-,-,-,-,1,-,-,-,1,-,2,1,-,-,-,-,-,-,-,,-,7.0
"Cochrane, Stuart",,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,
"Colbert, Leigh",,,,-,,,,,,,-,1,,,,-,1,3,1,1,-,1,1,-,2,11.0
"Dhurrkay, Gary",,,,,-,-,-,1,-,1,-,,,,,,,,,,,,,,,2.0
"Grant, Shannon",-,2,-,-,1,-,-,-,-,1,1,-,-,-,1,1,-,1,-,-,2,1,2,-,-,13.0
"Harvey, Brent",-,-,1,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Hewitt, Evan",2,1,-,,,1,-,-,,,,,,,,,,-,-,-,,,,,,4.0
"King, David",1,1,2,2,-,-,1,-,-,1,-,1,2,1,-,-,-,-,-,-,-,1,1,-,-,14.0
"Kingsley, Kent",,,,-,-,,,,,,,,,,,,,-,-,,,,,,,
"Lange, Adam",1,1,1,2,1,1,-,1,1,-,,,2,-,1,1,-,-,2,3,1,-,,-,,19.0
"Makepeace, Troy",,,,-,1,-,1,1,1,-,-,-,-,1,-,1,-,1,-,1,-,1,-,-,-,9.0
"Martyn, Mick",,1,-,,,1,-,-,-,1,1,-,2,-,-,,,,,,,-,-,,-,6.0
"McCartney, Jason",-,-,1,1,-,1,1,2,3,-,,2,-,3,3,-,-,4,-,2,2,1,2,1,3,32.0
"McKernan, Corey",1,-,6,7,-,,7,3,5,3,1,1,3,-,3,-,-,-,4,,1,2,4,2,2,55.0
"Motlop, Shannon",-,-,-,-,,,-,1,-,-,-,1,-,1,-,1,-,-,,,-,,1,-,,5.0
"Pagan, Ryan",-,-,-,,,,,,,,,,,,,,,,,,,,,,,
"Pickett, Byron",2,-,1,-,-,-,-,-,-,-,1,-,1,2,1,-,-,1,1,-,1,-,2,-,-,13.0
"Pike, Martin",,1,-,-,-,1,-,-,2,-,-,-,-,2,-,-,1,,1,-,,,,-,-,8.0
"Rawlings, Brady",,,1,-,-,,,,,,,-,-,,,-,-,,,,,,,,,1.0
"Scott, Robert",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Sholl, Craig",,-,-,,,,,-,-,-,-,,,1,-,,,1,-,-,,,,1,6,9.0
"Simpson, Adam",-,1,-,-,-,-,1,1,-,-,-,1,1,1,1,1,-,-,2,-,-,-,-,1,-,11.0
"Spaull, John",,,,,,,,,,,,,-,1,3,-,-,,,,,,,,,4.0
"Stephens, Brad",,,,,,,,,,,,,,,,,,,,-,-,,,,,
"Stevens, Anthony",-,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,
"Watt, Shannon",,,,,-,3,-,-,,,,,,,,,,,,,,,,,,3.0
Totals,13,10,18,15,10,23,17,12,18,19,11,16,18,20,19,13,11,16,13,13,15,13,17,14,17,381.0
Opponent,WC,ME,RI,GE,SY,CW,SK,HW,AD,FR,CA,PA,ES,BL,WB,WC,ME,RI,GE,SY,CW,SK,ES,HW,ME,
