Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Allan, Matthew",2,1,-,2,2,1,-,1,-,1,2,1,-,3,1,-,-,-,,,,,1,3,21.0
"Alvey, Mark",,-,,-,-,,,,,-,-,,,,-,,,1,-,,,,,,1.0
"Bolton, Mark",3,2,1,-,-,-,1,1,1,1,2,2,-,2,,-,2,2,1,1,-,1,1,1,25.0
"Bradley, Kepler",-,,,,,,,,,,,,-,,-,-,-,,,,,,,,
"Bullen, Marcus",1,1,1,1,,,1,1,-,2,,,-,,-,-,1,,,1,2,-,1,-,13.0
"Cupido, Damian",,,,,,,,-,-,,,,,,,,,1,1,,,,2,-,4.0
"Dyson, Ricky",,,-,2,-,-,-,,-,,,,,-,-,-,,,,-,-,,,,2.0
"Fletcher, Dustin",,1,-,-,1,-,-,2,-,-,1,1,,1,,-,,1,1,2,-,-,-,1,12.0
"Haynes, Ben",,,,,,,,,,,,2,-,-,-,-,-,-,2,,,1,1,,6.0
"Henneman, Aaron",,1,1,-,,,,,,,2,-,-,-,,,,,,,,,,,4.0
"Hille, David",1,-,1,2,-,1,-,-,-,-,,-,-,-,-,2,2,2,-,1,1,-,-,1,14.0
"Hird, James",1,2,1,2,-,4,-,-,,-,1,1,1,-,1,,,,-,-,-,-,-,-,14.0
"Johnson, Jason",-,,,,,-,-,2,1,1,-,2,-,1,-,-,1,-,-,2,1,,-,-,11.0
"Johnson, Mark",,-,,,,-,1,2,4,1,1,3,-,4,1,1,-,1,-,4,-,-,-,2,25.0
"Laycock, Jason",,,,,,,,,,,,,,,,,,,1,1,2,-,,,4.0
"Lloyd, Matthew",-,2,3,1,1,2,1,-,1,2,-,2,-,1,1,-,-,3,1,-,-,1,-,2,24.0
"Lovett-Murray, Nathan",-,,1,1,4,2,2,-,-,-,-,-,-,,2,-,1,-,1,,-,1,-,,15.0
"Lucas, Scott",-,2,1,-,-,-,1,1,3,2,1,-,-,1,-,,,,-,-,-,2,-,-,14.0
"McPhee, Adam",1,3,2,1,2,2,1,-,2,2,2,-,2,2,4,2,-,2,2,2,-,,,,34.0
"McVeigh, Mark",,1,,,,,,1,1,-,1,-,1,2,2,-,-,1,1,1,2,2,-,2,18.0
"Mercuri, Mark",,-,-,-,2,2,,,,,,,,,,,1,,,1,,1,,1,8.0
"Misiti, Joe",1,1,1,-,-,-,1,-,-,-,-,1,-,1,1,1,1,-,-,,,,,,9.0
"Murphy, Justin",-,3,3,-,-,1,2,-,1,-,-,,2,1,1,-,-,-,1,-,-,-,-,-,15.0
"Peverill, Damien",-,-,-,-,-,1,1,-,-,-,-,1,-,1,-,-,1,-,1,1,-,-,1,2,10.0
"Ramanauskas, Adam",-,-,-,-,1,-,-,1,1,-,3,-,2,1,-,-,-,-,1,-,2,-,1,-,13.0
"Reynolds, Joel",1,-,-,,,,,,,,,,,,,,,,,,,,,,1.0
"Richards, Ted",-,,-,,1,,,,,,,,,-,1,-,1,1,,1,1,,,-,6.0
"Rioli, Dean",2,2,1,2,1,-,-,2,1,-,-,-,,,,,,-,,,,,,,11.0
"Solomon, Dean",,3,3,2,-,-,4,2,3,-,3,1,1,1,1,2,2,-,1,1,5,2,3,4,44.0
"Stanton, Brent",-,,,,-,-,,,,,,-,-,1,,1,2,-,-,2,1,-,-,-,7.0
"Watson, Jobe",-,,,,,,1,,,,,,,,,,,,,-,-,-,1,-,2.0
"Wellman, Sean",,,,2,1,1,1,1,1,1,1,1,,,,,,,,,,1,-,-,11.0
"Welsh, Andrew",1,,1,-,-,1,-,-,-,-,-,-,-,-,1,1,-,1,2,,1,-,-,1,10.0
"Winderlich, Jason",-,2,,,,,,,,,1,,,,,,-,,,-,,1,,,4.0
Totals,14,27,21,18,16,18,18,17,20,13,21,18,9,23,17,10,15,16,17,21,18,13,12,20,412.0
Opponent,PA,SK,WC,CA,CW,SY,WB,AD,GE,FR,HW,BL,ME,KA,RI,WC,SK,PA,CA,CW,SY,WB,ME,GE,
