Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Allan, Matthew",21,18,15,20,18,17,13,23,19,19,14,9,18,19,8,13,8,7,,,,,21,9,309.0
"Alvey, Mark",,-,,-,-,,,,,-,-,,,,-,,,-,-,,,,,,
"Bolton, Mark",1,-,1,-,-,-,-,-,-,-,-,-,1,-,,-,2,-,-,-,1,1,1,-,8.0
"Bradley, Kepler",-,,,,,,,,,,,,-,,1,-,-,,,,,,,,1.0
"Bullen, Marcus",-,-,-,-,,,-,-,-,-,,,-,,-,-,-,,,-,-,-,-,-,
"Cupido, Damian",,,,,,,,-,-,,,,,,,,,-,-,,,,-,-,
"Dyson, Ricky",,,-,-,-,-,-,,-,,,,,-,-,-,,,,-,-,,,,
"Fletcher, Dustin",,-,-,-,-,-,-,-,-,-,-,-,,-,,-,,3,2,-,-,-,-,-,5.0
"Haynes, Ben",,,,,,,,,,,,-,-,-,-,-,-,-,-,,,-,-,,
"Henneman, Aaron",,3,-,-,,,,,,,4,1,-,3,,,,,,,,,,,11.0
"Hille, David",7,7,22,5,13,25,7,4,8,7,,12,16,7,11,4,21,13,22,21,17,14,11,19,293.0
"Hird, James",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,,,-,-,-,-,-,-,
"Johnson, Jason",-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,,-,-,1.0
"Johnson, Mark",,-,,,,-,1,-,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,4.0
"Laycock, Jason",,,,,,,,,,,,,,,,,,,3,9,6,3,,,21.0
"Lloyd, Matthew",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1.0
"Lovett-Murray, Nathan",-,,-,-,-,2,1,1,-,-,1,-,-,,3,2,1,-,1,,-,-,-,,12.0
"Lucas, Scott",-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,,,,4,-,2,-,-,-,9.0
"McPhee, Adam",-,-,-,3,3,3,-,1,2,-,-,-,1,1,1,2,-,-,2,2,-,,,,21.0
"McVeigh, Mark",,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Mercuri, Mark",,-,-,-,-,-,,,,,,,,,,,-,,,-,,-,,-,
"Misiti, Joe",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,1.0
"Murphy, Justin",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,1,-,-,-,-,-,-,-,1.0
"Peverill, Damien",1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Ramanauskas, Adam",-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,3.0
"Reynolds, Joel",-,-,-,,,,,,,,,,,,,,,,,,,,,,
"Richards, Ted",-,,-,,1,,,,,,,,,-,-,-,-,-,,-,-,,,-,1.0
"Rioli, Dean",1,1,1,1,-,1,-,-,2,-,-,-,,,,,,-,,,,,,,7.0
"Solomon, Dean",,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,2,1,-,1,2,-,9.0
"Stanton, Brent",-,,,,-,-,,,,,,-,-,-,,-,-,-,-,-,-,-,-,-,
"Watson, Jobe",-,,,,,,-,,,,,,,,,,,,,-,-,-,-,-,
"Wellman, Sean",,,,-,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,
"Welsh, Andrew",-,,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,,-,-,-,-,2.0
"Winderlich, Jason",-,-,,,,,,,,,-,,,,,,-,,,-,,-,,,
Totals,31,29,39,30,37,49,22,30,31,26,23,23,38,31,26,21,34,23,36,35,26,20,35,28,723.0
Opponent,PA,SK,WC,CA,CW,SY,WB,AD,GE,FR,HW,BL,ME,KA,RI,WC,SK,PA,CA,CW,SY,WB,ME,GE,
