Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Baker, Phil",10,-,,,,,,,15,1,,,4,,1,,,,11,14,9,12,3,6,8,10,104.0
"Blight, Malcolm",,19,,3,11,,,,11,11,8,23,17,31,13,12,21,5,13,2,,,,,,,200.0
"Briedis, Arnold",6,12,15,13,14,17,7,10,,3,6,13,7,21,1,11,-,7,,16,9,12,15,7,-,5,227.0
"Burns, John",15,20,17,21,15,,20,19,17,11,8,15,12,19,20,10,,16,9,,,10,15,12,15,15,331.0
"Cable, Barry",15,13,15,12,23,16,12,3,,,17,12,14,,,14,18,,12,13,16,11,12,21,11,21,301.0
"Chisnall, Peter",,,,,,,,,1,1,22,14,,9,8,,,,2,1,20,16,16,5,4,,119.0
"Cowton, Gary",8,16,8,9,-,11,-,10,,10,,,,,16,,,1,12,6,14,14,8,11,5,1,160.0
"Davis, Barry",22,21,,,18,16,22,31,22,22,19,16,18,25,26,20,17,18,16,14,20,17,21,16,16,8,461.0
"Dawson, Mark",,,,,,,,,15,,,,,,,,,,,,8,,,,,,23.0
"Dench, David",,11,5,8,9,11,7,1,,,6,7,9,8,5,7,11,9,10,4,5,12,21,11,10,7,194.0
"Doolan, Vin",,,,,,,,,,,,,9,,,,,,,,,,,,,,9.0
"Farrant, Garry",12,8,7,9,6,16,13,8,7,10,15,6,11,11,12,9,7,12,11,10,2,,,-,8,7,217.0
"Feltham, Paul",16,6,21,19,20,16,17,17,20,12,,12,5,15,23,13,17,24,16,20,13,16,11,21,13,13,396.0
"Goodingham, Barry",5,12,9,5,,,,7,17,15,12,15,16,14,9,,,10,7,12,8,8,8,10,10,9,218.0
"Greig, Keith",13,17,21,13,14,15,13,10,,15,19,16,18,14,,21,20,9,8,11,17,16,21,11,17,14,363.0
"Gumbleton, Frank",10,9,6,9,12,7,5,2,10,10,,,,10,12,6,9,8,1,,,12,15,4,,,157.0
"Henshaw, Ross",3,,2,,,,,7,7,,,,,,,,-,,,,,,,,,,19.0
"Kekovich, Sam",,,,8,9,15,5,14,15,14,2,16,7,3,1,,31,12,,,16,4,9,2,,8,191.0
"Michalczyk, Dick",,,,,,,,,,,11,6,6,2,15,6,10,6,,,,,,,,,62.0
"Montgomery, Ken",,16,16,22,16,8,14,10,16,13,13,12,11,9,19,11,9,11,18,16,15,20,16,8,16,11,346.0
"Moylan, John",,,,,,7,,,,7,10,14,10,1,,,,,,,,,,,,,49.0
"Muir, Russell",5,,10,4,,4,,,7,,,,,,,,,,,,,,,,,,30.0
"Munari, Dennis",,,,,,,,,,,,,,,9,2,,,,,,,,,,,11.0
"Nolan, Mick",,,,,1,8,3,,,3,,,,,,7,9,,,16,10,12,3,7,,,79.0
"Pagan, Denis",,11,13,13,8,,16,19,,,,,,,,,,5,5,7,10,19,13,10,14,8,171.0
"Perry, John",2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"Peterson, Robert",12,16,14,12,16,13,21,,,21,14,,,16,25,16,10,,,11,,,,,13,11,241.0
"Rantall, John",12,11,14,18,9,14,16,18,11,7,11,17,18,11,,8,11,14,16,16,11,10,9,21,15,17,335.0
"Ryan, Phil",8,6,11,7,12,8,13,3,3,,3,1,,,,2,2,,6,,,,,,7,12,104.0
"Schimmelbusch, Wayne",17,13,19,17,12,12,14,13,15,15,14,17,15,13,22,17,9,21,16,16,13,12,10,18,14,10,384.0
"Smith, Brad",5,,,,,4,5,5,5,,7,10,8,6,7,5,12,7,4,6,5,-,-,,10,9,120.0
"Smith, Rob",,,,,,,,,3,,4,3,,,,,,,,,,,,,,,10.0
"Taylor, Peter",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Wade, Doug",8,12,9,11,8,6,5,4,8,9,,,6,9,7,9,6,6,6,10,13,4,5,5,6,6,178.0
"Zantuck, Shane",,,,,,,,,,,,,,,,,,6,,,,,,,,,6.0
Totals,204,249,232,233,233,224,228,211,225,210,221,245,221,247,251,206,229,207,199,221,234,237,231,206,212,202,5818.0
Opponent,SM,FO,FI,CA,ME,SK,GE,RI,ES,CW,HW,SM,FO,CA,FI,ME,SK,GE,RI,ES,CW,HW,HW,RI,HW,RI,
