Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Aitken, Chris",1,,,2,,,,,,,2,,,,,,,1,6.0
"Alves, Stan",1,1,1,3,2,1,1,2,2,-,2,1,3,2,1,2,-,2,27.0
"Anderson, Tony",2,1,1,1,,1,2,2,2,1,2,-,-,,,-,-,,15.0
"Bowden, Adrian",,,,,2,4,3,3,3,2,-,,,-,,2,2,,21.0
"Comben, John",,,,5,,,,,,,,,,,,,,,5.0
"Davis, Frank",2,1,-,-,,1,-,-,3,-,2,4,-,-,1,3,-,1,18.0
"Dillon, Ross",,,,,2,,2,3,3,1,3,-,2,2,1,1,6,3,29.0
"Dixon, Brian",-,-,2,1,-,2,2,1,2,1,-,1,-,-,2,3,1,3,21.0
"Dowsing, Rob",-,-,,,,,-,2,1,-,1,3,,,,,,,7.0
"Emselle, Ken",2,-,2,1,1,4,1,2,1,1,-,-,3,1,3,2,1,1,26.0
"Feldmann, Derek",,,,,,,-,,,,-,,,,,,,,
"Feldmann, Rick",,,,,1,3,2,,,,,,,,,,,,6.0
"Foster, Rob",1,-,-,,2,3,-,3,-,2,3,1,1,1,1,,,,18.0
"Fowler, Chris",-,,,,,,,,,,,,3,2,5,-,,,10.0
"Groom, Ray",1,2,2,-,3,4,1,2,1,-,-,-,2,2,3,2,4,1,30.0
"Hardeman, Gary",,,1,2,2,5,1,,-,-,,,,,,,,-,11.0
"Jacobs, Graeme",,,,1,,4,,,,,,-,,,,1,6,,12.0
"Johnson, Tassie",1,1,2,1,-,1,-,1,1,1,,2,1,-,1,2,1,2,18.0
"Jones, Brent",,,,,,,,,,,,,,,,,,4,4.0
"Kenneally, Bryan",1,-,3,1,3,2,1,1,1,-,,2,1,3,-,1,7,2,29.0
"Langford, Bob",,,4,,,,,,,,,,,,,,,,4.0
"Leahy, Terry",1,2,,,-,,,,,,1,,,,-,1,3,2,10.0
"Lees, Ted",4,2,,,,,,,,,,,,,,,,,6.0
"Mann, Hassa",4,2,1,1,2,3,1,1,3,-,,1,2,3,2,4,3,2,35.0
"Massey, Bernie",-,1,3,-,3,3,1,,,,,,,,,,,,11.0
"Murnane, John",3,-,,,,,,,,,,,,,,,,,3.0
"Osborne, Graham",,-,4,-,-,,,2,4,3,3,,,1,-,3,3,-,23.0
"Osborne, Ken",,,-,,,,,2,1,-,,,,,,,1,1,5.0
"Quinn, Tom",,,,,,,,2,3,5,1,-,,,,,,,11.0
"Smith, Peter",,,,-,2,3,1,3,1,-,2,-,-,1,1,-,2,-,16.0
"Stewart, Bob",,,,,-,-,,-,-,-,3,-,-,1,4,,,,8.0
"Stone, Neville",-,,-,-,1,1,-,,,,-,-,-,-,-,,,1,3.0
"Sullivan, Tony",,,,,,,,,,,,,-,-,,,,,
"Toll, John",,-,4,,,,,,,,,,,,,,,,4.0
"Townsend, John",,,,,,,,,,,,,1,-,-,-,2,-,3.0
"Vagg, Barrie",1,1,1,1,-,-,,-,,,2,1,2,1,1,-,2,,13.0
"Walker, Max",,,,,,,,,,,,1,1,-,-,1,2,4,9.0
"Whitton, Geoff",,3,5,2,,,,,,,,,,,,,,,10.0
"Williams, Don",1,1,3,1,1,1,4,-,1,-,1,3,2,,2,-,2,-,23.0
Totals,26,18,39,23,27,46,23,32,33,17,28,20,24,20,28,28,48,30,510.0
Opponent,NM,GE,SK,CA,FO,FI,ES,HW,SM,RI,CW,NM,GE,SK,CA,FO,FI,ES,
