Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,Tot
"Ainsworth, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,-,2.0
"Anderson, Noah",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ballard, Charlie",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bowes, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Brodie, Will",-,,,,,,,,,,,,,,,,,
"Budarick, Connor",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
"Collins, Sam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Corbett, Josh",,,,,,,,,,,-,-,-,-,-,-,-,
"Day, Sam",-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Ellis, Brandon",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Farrar, Jy",,,,,,,,,,,,,,,,,-,
"Fiorini, Brayden",-,-,,,,-,,,,,-,-,,,,,,
"Flanders, Sam",,,,,,,,,,,-,-,-,-,-,,,
"Graham, Caleb",-,,,,,,,,,,,-,-,-,-,-,-,
"Greenwood, Hugh",-,-,-,-,2,-,3,-,-,-,3,-,-,3,-,-,-,11.0
"Hanley, Pearce",,-,-,-,-,-,-,-,-,,,,,,,,,
"Harbrow, Jarrod",,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,
"Holman, Nick",-,-,-,-,-,-,-,-,-,-,,-,,,,-,,
"Joyce, Jesse",-,,,,,,,,,,,,,,,,,
"King, Ben",-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Lemmens, Sean",-,-,,,,,,,,-,-,,-,,,-,,
"Lukosius, Jack",-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,3.0
"Macpherson, Darcy",-,-,-,-,-,-,-,-,-,,,,,-,-,-,,
"Miller, Touk",-,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,3.0
"Powell, Wil",,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"Rankine, Izak",,,,,,1,-,-,-,-,-,-,-,-,-,-,-,1.0
"Rowell, Matt",-,3,3,3,-,,,,,,,,,,,,,9.0
"Sexton, Alex",,-,-,-,-,-,-,-,-,-,,-,,1,-,-,-,1.0
"Sharp, Jeremy",,,,,,,,,,-,,,,,,,-,
"Swallow, David",-,,-,-,-,-,1,1,-,-,-,,-,-,-,-,-,2.0
"Weller, Lachie",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1.0
"Witts, Jarrod",-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
Totals,0,5,6,5,2,1,4,1,0,1,4,3,0,6,0,0,0,38.0
Opponent,PA,WC,AD,FR,GE,ME,SY,WB,GW,SK,ES,RI,CA,NM,BL,CW,HW,
