Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,Tot
"Ainsworth, Ben",12,9,12,10,5,6,9,4,12,10,6,7,7,18,13,,12,152.0
"Anderson, Noah",8,13,6,7,11,15,9,5,6,11,10,14,2,14,6,8,14,159.0
"Ballard, Charlie",,2,8,7,6,6,11,6,9,3,5,2,5,11,6,5,2,94.0
"Bowes, Jack",5,9,15,10,11,12,12,11,4,6,9,13,8,9,8,10,11,163.0
"Brodie, Will",10,,,,,,,,,,,,,,,,,10.0
"Budarick, Connor",5,12,10,5,3,12,5,7,8,4,4,-,8,6,4,,,93.0
"Collins, Sam",4,5,6,4,6,8,4,4,6,6,4,4,4,7,5,6,4,87.0
"Corbett, Josh",,,,,,,,,,,8,3,6,8,3,3,5,36.0
"Day, Sam",3,12,4,3,5,3,4,3,4,3,4,4,1,6,5,6,6,76.0
"Ellis, Brandon",11,,13,14,9,12,14,10,11,16,14,11,9,10,16,17,9,196.0
"Farrar, Jy",,,,,,,,,,,,,,,,,5,5.0
"Fiorini, Brayden",16,14,,,,8,,,,,6,1,,,,,,45.0
"Flanders, Sam",,,,,,,,,,,2,3,5,2,3,,,15.0
"Graham, Caleb",4,,,,,,,,,,,6,4,4,8,6,5,37.0
"Greenwood, Hugh",7,5,1,2,7,8,6,10,4,8,5,6,2,7,7,8,4,97.0
"Hanley, Pearce",,6,12,11,5,6,11,5,6,,,,,,,,,62.0
"Harbrow, Jarrod",,6,10,10,12,8,14,12,3,11,5,,8,,,11,8,118.0
"Holman, Nick",4,3,6,8,5,6,3,3,6,11,,3,,,,7,,65.0
"Joyce, Jesse",8,,,,,,,,,,,,,,,,,8.0
"King, Ben",1,7,8,5,2,5,1,2,4,1,4,1,1,4,3,2,2,53.0
"Lemmens, Sean",7,5,,,,,,,,6,4,,6,,,-,,28.0
"Lukosius, Jack",4,10,12,9,4,11,8,9,10,7,3,17,9,7,11,11,7,149.0
"Macpherson, Darcy",9,6,10,8,8,3,6,3,10,,,,,5,8,9,,85.0
"Miller, Touk",15,15,17,8,9,12,9,12,10,11,5,15,11,13,7,15,14,198.0
"Powell, Wil",,15,8,13,6,,2,6,11,10,5,12,8,7,6,16,7,132.0
"Rankine, Izak",,,,,,4,8,6,4,5,4,8,6,4,7,2,5,63.0
"Rowell, Matt",8,12,9,8,-,,,,,,,,,,,,,37.0
"Sexton, Alex",,10,3,6,5,7,5,7,4,6,,7,,4,3,7,9,83.0
"Sharp, Jeremy",,,,,,,,,,6,,,,,,,9,15.0
"Swallow, David",10,,10,7,12,11,9,8,6,15,5,,5,10,11,6,12,137.0
"Weller, Lachie",14,13,9,7,9,9,9,11,6,9,10,9,7,14,12,10,10,168.0
"Witts, Jarrod",2,8,4,4,1,4,4,3,4,3,4,5,5,8,2,8,1,70.0
Totals,167,197,193,166,141,176,163,147,148,168,126,151,127,178,154,173,161,2736.0
Opponent,PA,WC,AD,FR,GE,ME,SY,WB,GW,SK,ES,RI,CA,NM,BL,CW,HW,
