Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Allan, Matthew",19,40,26,19,23,19,27,33,25,33,24,23,41,24,38,23,32,27,31,28,25,27,15,34,25,35,716.0
"Backwell, Brett",-,-,-,-,-,-,,-,,,,-,-,,,,,,,,,-,-,,,,
"Beaumont, Simon",-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,3.0
"Bourke, Tony",,,1,15,3,,,,,,,,,,,,,,,,,,,,,,19.0
"Bradley, Craig",-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,4.0
"Brown, Fraser",-,,-,,,-,1,,-,-,,-,-,-,,-,-,-,-,-,-,,-,-,-,1,2.0
"Camporeale, Scott",-,-,-,-,,,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,-,-,-,-,1.0
"Christou, Ang",-,-,-,-,-,-,-,,,,,,,,,,,,,,,1,-,,-,-,1.0
"Culpitt, Heath",,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,
"De Iulio, Ron",-,-,-,-,-,,,,-,-,-,,,,,,-,-,-,1,-,,,,,,1.0
"Fevola, Brendan",,,,,,,,,,,,,,,,,-,-,,,,,,,,,
"Fletcher, Simon",,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,,1.0
"Franchina, Anthony",-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,-,-,,,-,
"Hamill, Aaron",1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,1,-,1,-,2,2,-,1,10.0
"Hickmott, Adrian",,,,-,,,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,1,1.0
"Hogg, Matthew",,,,,,,,,,,,,,-,-,-,,,,,,-,,-,-,-,
"Hulme, Darren",,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,,,,,,,,,,
"Koutoufides, Anthony",1,-,2,-,2,1,1,,-,-,2,5,2,2,-,1,-,,,,,,2,1,1,2,25.0
"Lappin, Matthew",-,-,,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Lock, Damien",,,,,,,,,,,-,-,,-,-,,,,,,,,,,,,
"Manton, Glenn",-,-,-,-,-,-,1,-,-,2,1,3,-,-,1,1,-,-,-,1,-,-,-,-,-,-,10.0
"Massie, Kris",,-,,,,,,,,,,,,-,-,-,1,-,-,-,-,-,,-,-,-,1.0
"McKay, Andrew",-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Murphy, Justin",-,-,-,,-,,,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Nelson, Ben",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Pearce, Brad",,,,,,-,,-,-,-,-,-,-,-,-,-,,,,-,-,,,,,,
"Ratten, Brett",-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,6.0
"Rice, Dean",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Sexton, Michael",1,-,-,1,2,1,-,-,-,,-,-,1,-,-,2,-,,-,-,1,2,-,-,-,1,12.0
"Silvagni, Stephen",1,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,5.0
"Thompson, Ben",-,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vance, Murray",,,,,,,,,,,,,,,,,,-,-,-,-,,,,,,
"White, Adam",-,-,-,-,1,-,-,-,-,-,-,-,,,,,,-,-,-,,1,,-,-,,2.0
"Whitehead, Adrian",,,,,,,,,,,,,-,,,,,,,,,,,,,,
"Whitnall, Lance",3,-,-,1,2,4,-,4,4,2,4,5,6,2,4,4,1,3,2,6,3,5,2,7,3,4,81.0
Totals,26,42,29,36,36,25,30,40,30,39,32,37,51,28,43,32,35,33,35,37,31,37,23,44,29,45,905.0
Opponent,ES,CW,WB,FR,GE,SK,RI,PA,ME,WC,BL,SY,KA,HW,AD,ES,CW,WB,FR,GE,SK,RI,BL,WC,ES,KA,
