Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Breust, Luke",3,-,3,-,,,,,1,2,2,3,-,3,1,1,4,23.0
"Brooksby, Keegan",,,,,,,,2,,,,,,,,,,2.0
"Burgoyne, Shaun",-,2,-,-,-,,-,2,-,,-,1,,-,,-,3,8.0
"Ceglar, Jonathon",2,4,7,4,3,3,,,1,1,,,4,2,4,2,2,39.0
"Cousins, James",,,,,,,,,,,,3,3,4,4,4,3,21.0
"Day, Will",,,,,,1,-,-,-,1,-,2,-,,-,-,1,5.0
"Frawley, James",-,-,-,-,-,-,-,-,-,-,-,,,-,-,,-,
"Frost, Sam",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Glass, Conor",,,,,,,,,,,-,1,1,1,,,,3.0
"Greaves, Damon",,,,,,,,,,,,,,,-,1,-,1.0
"Gunston, Jack",-,-,-,-,-,-,-,1,-,-,1,,1,-,-,-,-,3.0
"Hanrahan, Oliver",-,1,1,-,,,,,,,,1,-,-,,,,3.0
"Hardwick, Blake",,-,2,-,-,-,1,-,-,1,-,1,-,-,-,1,-,6.0
"Hartley, Michael",,,,,,,,,,,,-,-,,,,,
"Henderson, Ricky",1,-,-,3,1,3,1,,,,,,,,,,,9.0
"Howe, Daniel",,,,,,,,,,,,-,1,-,1,1,,3.0
"Impey, Jarman",,,,,,,,,-,-,-,-,,2,,,,2.0
"Jiath, Changkuoth",,,,,,,,,,,1,-,-,-,-,,,1.0
"Jones, Harry",,,,,3,,,,,,,,,,,,,3.0
"Lewis, Mitch",,,,-,-,,1,-,,,,,,-,-,-,-,1.0
"Maginness, Finn",,,,,,,,,,,,,,,,2,,2.0
"McEvoy, Ben",-,-,-,-,2,-,2,2,-,4,-,2,-,-,,-,1,13.0
"Minchington, Darren",,,,,,,1,-,,,,,-,1,,,,2.0
"Mitchell, Tom",9,4,-,8,5,4,1,1,5,8,6,5,6,3,1,2,5,73.0
"Moore, Dylan",,,,,,,,,,,,,,,-,-,-,
"Morris, Josh",,,,,,-,1,1,,,,,,,-,,,2.0
"Morrison, Harry",1,-,,,,-,-,3,3,2,1,,,,1,2,-,13.0
"Nash, Conor",,,,,,,,,,-,-,,,,,,,
"OBrien, Tim",-,-,-,-,-,-,-,,-,-,-,1,1,3,1,-,-,6.0
"OMeara, Jaeger",4,,4,4,6,5,3,9,5,4,9,,,,,2,1,56.0
"Patton, Jonathon",-,1,-,,,-,,,,,,-,-,,,,,1.0
"Puopolo, Paul",-,1,,,-,-,,,,,,,,,,2,1,4.0
"Scrimshaw, Jack",,,-,-,2,,,-,-,-,1,-,-,1,-,-,1,5.0
"Scully, Tom",1,1,2,-,2,-,-,-,-,-,,-,-,1,1,,,8.0
"Shiels, Liam",1,2,-,2,1,3,1,5,5,1,6,2,-,,5,5,4,43.0
"Sicily, James",1,-,-,-,-,-,2,-,-,-,-,,,,,,,3.0
"Smith, Isaac",2,1,2,1,2,-,-,2,-,-,,,,,,,,10.0
"Stratton, Ben",-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,
"Wingard, Chad",1,1,-,2,2,-,1,1,2,-,1,-,-,2,2,-,1,16.0
"Worpel, James",2,5,1,3,3,2,3,6,1,3,4,4,2,5,3,,,47.0
Totals,28,23,22,27,32,21,18,35,23,27,32,26,19,28,24,25,27,437.0
Opponent,BL,GE,RI,NM,GW,CW,ME,SY,CA,FR,WC,PA,ES,AD,SK,WB,GC,
