Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Biddiscombe, Craig",5,8,12,5,5,8,5,2,5,1,,,,,,,,,,,,,,,,56.0
"Bourke, David",4,,,,,,,2,3,,,1,2,4,1,3,4,2,5,-,-,,,-,,31.0
"Bowden, Joel",10,11,14,7,13,9,11,6,4,10,11,7,11,8,9,10,6,7,2,7,3,10,11,7,6,210.0
"Broderick, Paul",,,3,1,8,3,5,2,,9,3,1,7,6,6,3,5,11,8,9,3,7,3,10,7,120.0
"Cameron, Leon",3,7,7,3,12,9,5,10,6,6,6,2,2,2,3,1,5,2,4,8,3,8,4,6,15,139.0
"Campbell, Wayne",6,14,10,12,14,7,11,13,12,7,10,14,11,11,8,16,4,18,10,5,6,12,9,13,8,261.0
"Chaffey, Mark",4,6,3,6,6,12,8,4,7,2,7,2,6,5,2,4,6,3,6,8,10,7,7,8,8,147.0
"Coughlan, Mark",,,,,,,,,8,1,,,2,,,-,2,,,,,,,,,13.0
"Daffy, Nick",5,2,,,,1,3,9,,2,1,2,,2,1,,,,,,,,,-,,28.0
"Dragicevic, Marc",,2,8,1,5,3,,,,,,,,,,,,,,,,,,,,19.0
"Fiora, Aaron",-,2,1,-,-,,,,,,,,,,,2,2,4,3,5,2,1,4,,3,29.0
"Gale, Brendon",5,5,11,3,5,6,4,4,3,5,9,5,,,3,8,11,13,11,5,5,,8,11,9,149.0
"Gaspar, Darren",3,3,5,9,4,11,8,1,2,3,5,4,5,8,7,4,5,-,7,3,4,5,9,9,8,132.0
"Hall, Ray",5,3,5,2,2,1,2,,5,3,4,5,2,7,,,,,,,,2,1,6,4,59.0
"Haynes, Ben",,,,,,,,2,,,,,,,,,,,1,1,,,,,,4.0
"Hilton, Rory",10,8,7,8,4,9,3,1,1,4,2,,,,1,1,6,5,5,4,5,4,4,3,4,99.0
"Holland, Ben",4,1,5,2,6,4,4,6,5,4,6,5,2,4,4,10,13,9,8,12,11,6,7,8,3,149.0
"Kellaway, Andrew",1,4,6,7,9,8,4,7,3,6,10,11,2,6,4,9,6,9,6,7,8,4,5,4,2,148.0
"Kellaway, Duncan",,7,8,2,8,8,6,5,12,10,5,,,,,,,,,,7,4,3,9,6,100.0
"King, Clinton",1,,,,,,,,,,4,15,10,12,8,11,6,10,11,11,10,17,9,7,15,157.0
"Knights, Matthew",11,4,9,7,10,15,5,3,5,2,14,11,9,6,7,9,13,13,17,12,2,13,5,10,18,230.0
"Krakouer, Andrew",,,,,,,1,-,1,,,,,,,,,,,,,,,,,2.0
"Mills, Andrew",,,,,,,,,,1,1,5,1,-,,,,,,,,,,,,8.0
"Ottens, Brad",1,5,,6,3,7,9,2,1,3,4,4,6,7,8,6,7,5,4,12,7,3,5,4,5,124.0
"Pettifer, Kayne",,,,,,,,,,,,-,3,1,1,1,-,1,,,,,,,,7.0
"Poyas, Ezra",,,,,,,,,,,,,,,,,,,,,,1,,,3,4.0
"Proctor, Lionel",,,,,,,2,,,,,,,,,,,,,,,,,,,2.0
"Richardson, Matthew",2,4,3,4,1,2,2,4,,,-,,2,3,2,5,-,2,1,2,3,2,3,5,2,54.0
"Rogers, Matthew",3,1,4,1,1,-,,,1,3,1,4,-,2,4,5,3,-,3,3,5,5,4,2,1,56.0
"Sziller, Steven",4,4,3,5,4,6,6,4,4,,,3,3,1,5,3,4,1,7,-,9,3,3,5,4,91.0
"Tivendale, Greg",6,5,10,5,5,3,3,2,4,4,4,4,6,4,1,2,2,2,8,4,1,1,5,7,6,104.0
"Torney, Jason",10,5,4,13,7,2,,,4,10,9,8,7,5,7,3,7,7,6,6,5,9,7,10,7,158.0
"Vardy, Royce",,,6,,,,,,,9,-,3,3,3,-,,,-,1,,,,,,,25.0
"Zantuck, Ty",,,,,,,8,1,4,,,,,,,,,,,5,1,3,2,,,24.0
Totals,103,111,144,109,132,134,115,90,100,105,116,116,102,107,92,116,117,124,134,129,110,127,118,144,144,2939.0
Opponent,ME,WB,BL,CW,WC,KA,ES,AD,GE,FR,CA,SY,SK,HW,PA,ME,WB,CW,BL,WC,KA,ES,ES,CA,BL,
