Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,GF,Tot
"Anderson, Jack",,,,,-,,,-,,,,,,,,,,,1,1,2.0
"Baggott, Jack",-,1,-,-,,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,3.0
"Bentley, Perce",1,-,-,1,-,1,1,-,-,1,1,1,3,-,-,-,1,1,-,1,13.0
"Benton, Bill",-,-,,,,,,,-,1,,2,3,-,-,-,,,-,,6.0
"Bolger, Martin",1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,1.0
"Collinson, Ted",,,-,1,-,-,,,,,,,,,,,,,,,1.0
"Dockendorff, Sid",,,,,,,,,,1,,,,,,,,,,,1.0
"Dyer, Jack",2,1,1,2,3,1,1,1,1,,-,,,,,,,,,,13.0
"Foster, Bert",-,-,-,-,,-,-,1,-,1,-,,,-,,,,,,,2.0
"Geddes, Allan",-,,,-,-,-,1,,,,-,-,-,2,1,-,-,-,,-,4.0
"Gray, Wally",,,,,-,,,,,,,,,,,,,,,,
"Heifner, Fred",,,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,1,4.0
"Hunter, Maurie",3,,,,,,-,2,3,1,1,-,-,2,1,3,1,3,6,1,27.0
"Judkins, Stan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Kolb, Charlie",,-,1,-,,,,,,,,,,,,,,,,,1.0
"Martin, Ray",-,-,-,2,1,-,-,1,1,-,1,1,-,1,1,-,2,3,1,1,16.0
"McConchie, Jock",,,,,2,,,,,,,,,1,-,-,1,1,,,5.0
"McCormack, Basil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Murdoch, Joe",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,
"OHalloran, Tom",2,1,-,,,,,,,,1,-,-,-,1,-,-,-,1,1,7.0
"ONeill, Kevin",-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Sheahan, Maurie",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Stanway, Horrie",,-,,,,,,,,,,,,,,,,,,,
"Strang, Doug",2,-,3,-,,2,2,1,1,1,-,1,1,4,2,9,5,4,7,4,49.0
"Strang, Gordon",-,7,1,-,-,2,1,-,3,5,3,2,2,,1,3,-,1,1,1,33.0
"Titus, Jack",5,5,1,1,4,2,5,2,1,,,5,3,,1,1,2,-,1,2,41.0
"Twyford, Jack",,,,,1,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,4.0
"Weidner, Harry",,,,,,,3,-,,-,,,,,,,,,,,3.0
"Zschech, Eric",-,-,2,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,4.0
Totals,16,15,10,7,13,9,14,8,11,11,8,12,12,13,9,16,13,14,18,13,242.0
Opponent,SK,ME,CA,FO,HW,GE,FI,SM,ES,CW,NM,SK,ME,CA,FO,HW,GE,FI,CA,CA,
