Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Barrass, Tom",,,,,,,,,,,,1,1,2,-,2,-,,3,-,,2,4,15.0
"Bennell, Jamie",-,-,,,,,,,,,,,,,,,,,,,,,,
"Brown, Mitch",,,,,,,,,,,,,,-,1,-,,,,,,,-,1.0
"Butler, Sam",-,1,-,1,3,1,,-,-,-,-,,-,-,1,-,-,-,,-,-,-,-,7.0
"Cole, Tom",,,,,,,,,,-,-,,,,,,,,,,,,,
"Cripps, Jamie",-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,2.0
"Darling, Jack",1,1,2,5,2,-,1,1,1,1,1,3,1,3,4,-,2,1,2,1,3,3,1,40.0
"Duggan, Liam",-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,,,,,,
"Ellis, Xavier",-,,,,,,,,,,,-,,,,,,,,,,,,
"Gaff, Andrew",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Giles, Jonathan",,,,,,,,,,,,,-,,,,-,,,,,3,2,5.0
"Hill, Josh",1,-,1,-,1,-,-,-,-,-,-,-,2,,-,2,1,-,-,-,-,-,2,10.0
"Hurn, Shannon",1,-,-,-,-,-,-,1,-,-,2,3,1,-,-,1,1,1,1,-,1,-,1,14.0
"Hutchings, Mark",,,,-,,-,-,1,-,-,-,-,-,-,-,-,,-,-,1,-,-,-,2.0
"Jetta, Lewis",,-,-,-,-,-,-,,,-,,,-,-,-,,,,,,-,-,,
"Karpany, Malcolm",,,,,,,,,,,,,,,,,,-,,,,,,
"Kennedy, Josh",4,2,4,1,1,3,2,3,1,2,1,2,-,1,1,1,1,2,3,2,3,1,1,42.0
"LeCras, Mark",-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,1,-,1,1,2,9.0
"Lycett, Scott",1,1,1,2,,1,1,1,-,1,2,-,,-,-,-,2,-,1,-,2,2,-,18.0
"Mackenzie, Eric",1,1,-,1,-,-,-,-,-,2,1,,,,,,1,-,,,,,,7.0
"Masten, Chris",,,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"McGinnity, Patrick",,,,,,,,,,,,,,-,-,-,,,,,,,,
"McGovern, Jeremy",-,1,1,5,4,2,3,2,2,2,,4,2,2,5,3,1,1,1,-,4,2,2,49.0
"McInnes, Fraser",,,,,-,,,,,,,,-,,,,,,,,,,,
"Naitanui, Nic",6,1,2,-,4,1,2,1,2,1,-,3,,,,,,,-,1,-,,,24.0
"Nelson, Jackson",-,-,-,-,,,,,,,,,,-,,,-,,-,,-,,,
"Priddis, Matt",-,-,-,,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,3.0
"Redden, Jack",-,-,1,-,-,1,-,1,-,-,-,-,-,,,-,-,,,,,,,3.0
"Schofield, Will",-,-,-,-,-,1,-,1,-,1,1,1,1,2,-,1,,1,-,-,-,-,-,10.0
"Sheed, Dom",,,,,,,,,,,,,,,,,,-,-,-,-,-,-,
"Sheppard, Brad",-,-,-,2,-,1,1,-,-,1,-,1,1,1,-,-,-,-,1,-,1,-,-,10.0
"Shuey, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,2.0
"Tunbridge, Simon",,,,,,,,,,,,,,,,,,-,-,-,,,,
"Wellingham, Sharrod",,,,,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,1,5.0
"Yeo, Elliot",2,-,-,1,1,,-,1,1,,-,1,-,-,1,1,-,,1,3,2,-,-,15.0
Totals,17,8,13,18,17,11,11,15,7,12,9,19,11,13,13,11,9,8,15,8,18,15,16,294.0
Opponent,BL,HW,FR,RI,SY,CW,GE,SK,PA,GC,WB,AD,BL,ES,NM,CA,ME,CW,FR,GW,HW,AD,WB,
