Player,R1,R2,R3,R4,R5,R6,R7,R8,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Birchall, Grant",1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Breust, Luke",-,-,-,-,-,-,2,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,5.0
"Burgoyne, Shaun",-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Ceglar, Jonathon",,,-,-,,,,,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,,
"Cheney, Kyle",-,-,-,-,-,,,-,,-,-,-,,,,,,,,,,,,,,
"Dewar, Angus",,-,-,,,,-,,,-,-,-,-,-,-,-,-,-,,,,-,,,,
"Duryea, Taylor",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,-,
"Gibson, Josh",-,1,-,-,-,-,-,-,,,,,,,,,-,-,-,-,-,2,-,-,-,3.0
"Gunston, Jack",-,-,-,3,-,-,-,-,-,-,-,,-,-,2,-,-,-,,-,-,1,-,-,-,6.0
"Hale, David",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,,-,-,-,-,-,-,-,-,
"Hallahan, Mitch",,,,,-,-,-,-,-,-,,,,,,,,,,,,,,,,
"Hartung, Billy",,,,,,,-,-,-,-,-,,,,,,,,-,,,-,,,,
"Hill, Bradley",-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,-,-,-,-,-,,-,-,-,2.0
"Hodge, Luke",-,-,,1,-,3,1,,-,-,2,-,-,3,-,2,-,-,-,-,-,,-,-,-,12.0
"Lake, Brian",,,,,,-,-,,,,,,-,-,-,,,,,-,-,-,-,-,-,
"Langford, Will",-,-,-,-,-,-,,-,-,-,,,,,,-,-,-,-,-,1,-,-,-,-,1.0
"Lewis, Jordan",-,-,-,-,-,-,-,-,2,,-,-,-,1,-,-,-,1,3,2,3,3,-,-,-,15.0
"Lowden, Luke",,,,,,,,,,,-,,,,,,,,,,,,,,,
"McEvoy, Ben",-,-,,,-,-,-,-,-,,,,,,,-,-,-,-,-,,,,,-,
"Mitchell, Sam",-,,3,2,-,2,-,,,,,,,,-,-,1,,-,-,-,-,-,-,-,8.0
"OBrien, Tim",-,-,,,,,,,,,,-,,,,,,,,-,,,,,,
"Puopolo, Paul",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Rioli, Cyril",,-,-,-,-,1,-,-,,,-,-,-,-,,,,,,,,,,,-,1.0
"Ross, Ben",,,,,,,,,,,,-,-,,-,-,,,,,,,,,,
"Roughead, Jarryd",2,-,-,-,-,-,-,-,,-,3,-,-,-,-,-,2,3,1,,-,-,-,-,-,11.0
"Schoenmakers, Ryan",,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,,
"Sewell, Brad",,,,,,,,,-,-,-,3,2,-,-,,,,,,-,-,-,,,5.0
"Shiels, Liam",3,-,-,-,,,,,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,7.0
"Simpkin, Jonathan",-,-,-,-,-,-,,-,-,-,,,,,,1,-,-,-,-,-,-,-,-,,1.0
"Smith, Isaac",-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,4.0
"Spangher, Matthew",,,-,-,,,,,,,1,-,-,-,-,-,,-,-,,-,-,-,-,-,1.0
"Stratton, Ben",,,,,-,-,,-,-,,,,,-,-,-,-,-,-,-,-,,-,-,-,
"Suckling, Matt",-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,1.0
"Wanganeen, Derick",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Woodward, Alex",,,,,,,,,,,,,,,,,-,-,,,,,,,,
Totals,6,4,6,6,0,6,6,0,2,2,6,5,5,4,2,3,3,6,6,2,4,6,0,0,0,90.0
Opponent,BL,ES,FR,GC,GE,RI,SK,SY,PA,GW,WC,CA,CW,GC,NM,AD,SY,WB,ME,FR,GE,CW,GE,PA,SY,
