Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Alessio, Steven",-,1,3,1,1,1,-,1,1,1,,2,,1,,,3,-,-,1,,,,,17.0
"Bannister, Jordan",-,1,,-,-,,-,,,,,,,,,,,,,,,,,,1.0
"Barnard, Paul",,-,1,,1,,2,2,,,-,1,-,,2,,-,,,,,,,1,10.0
"Bolton, Mark",,,,-,2,1,-,-,2,-,2,1,3,-,1,2,1,-,1,1,-,-,1,2,20.0
"Bullen, Marcus",,,,,,,,,-,3,-,-,-,1,1,-,1,-,1,-,1,1,-,2,11.0
"Cupido, Damian",2,2,2,-,1,-,,1,1,-,-,-,1,1,2,-,1,2,1,-,1,3,1,1,23.0
"Davies, James",,,,,,,,-,,-,,,,,,,,,,,,,,,
"Fletcher, Dustin",,-,5,,,1,,,,,,-,-,1,2,-,-,-,2,1,,-,2,,14.0
"Forster-Knight, Robert",-,,,,,,,,,-,-,,,,1,,,,,,,,,,1.0
"Harvey, Shane",,,,-,-,,-,,,,,,,,,,,,,,-,,,,
"Haynes, Ben",,,,,,,,,,,,,,,,,,-,1,2,1,-,1,-,5.0
"Henneman, Aaron",,,,,,,,,,,,,,,,1,,,,1,1,3,-,3,9.0
"Hille, David",1,1,-,-,-,1,1,-,-,3,1,-,-,-,2,4,1,-,2,-,-,1,-,1,19.0
"Hird, James",-,-,-,3,-,-,-,,,,,,-,1,1,-,,-,2,1,-,-,-,1,9.0
"Jacobs, Danny",-,-,-,1,-,2,-,-,1,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,7.0
"Johnson, Jason",-,-,1,1,1,1,2,1,-,1,-,-,-,-,,1,1,-,1,,-,1,1,2,15.0
"Johnson, Mark",3,1,-,-,-,2,3,1,-,1,-,-,4,-,4,1,1,1,1,-,-,-,-,-,23.0
"Lloyd, Matthew",-,1,2,-,-,-,2,,,-,1,-,-,2,2,-,3,1,-,-,-,2,-,2,18.0
"Lucas, Scott",2,1,-,1,-,-,2,1,1,-,-,-,-,-,2,3,1,-,-,-,2,-,-,-,16.0
"McGrath, Cory",,,,,,-,,-,-,-,,,,,1,,,,-,-,,,1,1,3.0
"McPhee, Adam",-,3,-,-,3,1,2,-,-,1,2,-,-,3,1,1,-,2,-,-,-,1,2,-,22.0
"McVeigh, Mark",1,2,-,-,1,1,-,1,1,-,1,2,-,2,2,3,1,1,3,1,-,1,1,1,26.0
"Mercuri, Mark",-,4,-,2,,,-,1,1,-,2,-,,,,,-,1,1,-,3,-,,,15.0
"Misiti, Joe",1,1,-,,-,1,-,-,-,,1,1,-,-,,-,1,-,1,-,-,-,-,2,9.0
"Peverill, Damien",-,1,-,1,-,-,1,-,1,,-,-,-,-,1,-,-,1,-,-,-,1,-,-,7.0
"Ramanauskas, Adam",-,-,-,,,,,,,,,-,1,-,1,1,3,-,,,,,,,6.0
"Reynolds, Joel",2,1,2,1,1,3,2,-,-,-,-,,-,-,-,,,,,,,,,,12.0
"Richards, Ted",,,,-,1,,,1,-,-,-,,,-,-,-,,,,,-,,,,2.0
"Rioli, Dean",-,-,-,2,2,1,,,1,-,-,1,,,,1,2,2,,-,1,-,1,3,17.0
"Solomon, Dean",2,3,3,2,-,3,-,1,1,1,4,-,3,1,3,-,1,1,3,3,3,2,1,1,42.0
"Walsh, Darren",,,,-,,-,,,,,,,,,,,,,,,,,,,
"Watson, Jobe",,,,,,,,,,,,,-,,,,,,,,,,,,
"Wellman, Sean",3,1,1,,,2,1,-,2,-,1,1,-,-,2,-,-,-,1,,,-,-,3,18.0
"Welsh, Andrew",1,,1,-,-,1,3,-,-,-,-,1,-,-,-,1,1,,-,1,1,-,1,-,12.0
"Winderlich, Jason",,,,,,,-,1,-,,,,,,,,,,,,,,,,1.0
Totals,18,24,21,15,14,22,21,12,13,12,15,10,12,13,31,19,22,13,21,12,15,16,13,26,410.0
Opponent,BL,ME,CA,WB,CW,FR,RI,HW,PA,WC,SY,KA,GE,SK,AD,BL,ME,CA,WB,RI,FR,CW,FR,PA,
