Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,Tot
"Andrew-Street, Alf",,,-,,,,,,,,,,,,,,,,,
"Andrew, Bruce",,,,,,,,,,,,,,,-,,-,-,-,
"Asling, Frank",,,,,,-,,,,,,,,,,-,1,-,-,1.0
"Baker, Selwyn",,,,,,,,,,,,,,,,,1,,,1.0
"Beveridge, Jack",,-,-,-,,1,-,-,-,3,1,-,2,1,,,,,,8.0
"Bowyer, Percy",-,-,-,,,,,,-,,-,,2,-,-,-,-,3,-,5.0
"Carmody, Jack",-,-,,-,-,,,-,,-,1,-,-,-,-,-,-,1,-,2.0
"Carter, George",,1,-,1,-,1,1,-,,,,-,-,-,2,,2,-,,8.0
"Collier, Albert",2,-,-,-,-,2,-,1,-,-,1,1,-,-,1,2,1,,-,11.0
"Collier, Harry",-,2,6,3,4,2,1,-,2,1,,-,2,-,1,,,,1,25.0
"Coventry, Gordon",8,5,6,5,4,3,7,5,2,6,7,7,8,14,2,3,5,3,5,105.0
"Coventry, Syd",1,-,-,2,1,,,-,-,-,,,,-,,1,-,-,-,5.0
"Dibbs, Charlie",,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,,
"Doherty, Vin",-,,-,,,-,3,-,-,-,-,-,,,,1,1,1,1,7.0
"Edmonds, Horrie",-,,,-,1,-,-,,,,,,,,,,,,,1.0
"Fraser, Keith",-,,,1,-,1,-,-,,,-,-,,,-,-,-,1,-,3.0
"Froude, Fred",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Fyfe, Alec",,,,,,,,,-,-,1,1,-,,1,-,,,,3.0
"Galbally, Jack",,,,,,,,,-,-,-,,,,,,-,,,
"Knight, Jack",-,2,2,-,1,2,-,-,-,-,-,-,-,,-,,,,,7.0
"Kyne, Phonse",-,2,1,,2,3,1,4,3,-,-,2,2,2,1,4,2,-,-,29.0
"Le Brun, Norm",-,2,3,1,3,1,3,2,-,2,2,2,-,-,,1,,1,-,23.0
"Morgan, Leo",,,,,,,,,,,,,,-,-,1,1,-,-,2.0
"Murphy, Frank",,,-,,,,,,,,,,,,,,,,,
"Murphy, Len",1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,2.0
"Pannam, Albert",1,,,,,-,-,,,,,,5,1,3,,,,,10.0
"Regan, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,
"Riley, Lou",,,,,,,,,,,,,,,,1,2,5,2,10.0
"Ross, Jack",-,-,,-,-,-,-,-,1,1,3,-,,-,-,,,,,5.0
"Rumney, Harold",-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,
"Ryan, Alan",-,,,-,-,,,,,,,,,,-,1,-,,,1.0
"Twyford, Jack",,,,,,,,,,,,,-,,,,,-,,
"Tyrrell, Wally",,-,,,,,,,,,,,,,,,,,,
"Whelan, Marcus",,2,1,-,-,-,-,-,-,-,-,-,1,5,-,1,-,-,-,10.0
Totals,13,17,19,13,16,16,16,12,8,13,16,13,22,23,11,16,16,15,9,284.0
Opponent,SM,ES,HW,RI,GE,FI,NM,SK,ME,CA,FO,SM,ES,HW,RI,GE,FI,NM,SM,
