Player,R1,R2,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Begley, Josh",,,,,,,,,,,1,,,,,,,1.0
"Bellchambers, Tom",4,3,5,,,,4,3,,2,,4,,,,,,25.0
"Cahill, Ned",,,,,,-,1,-,,,,,,,,,,1.0
"Clarke, Dylan",,,,,,,,,,1,3,2,2,1,1,-,1,11.0
"Cutler, Tom",3,-,,,,,,2,1,-,-,,,,,-,-,6.0
"Daniher, Joe",,,,,,,,,,,,,2,2,,1,-,5.0
"Draper, Sam",,,,,,,,1,2,,2,-,,5,1,3,4,18.0
"Fantasia, Orazio",-,,4,2,1,-,,,,,,,,,,,,7.0
"Francis, Aaron",4,10,4,,,,9,2,3,11,,-,,,,,,43.0
"Gleeson, Martin",,,3,3,4,,3,1,,-,4,2,2,2,6,6,-,36.0
"Guelfi, Matt",3,2,,,,,,,2,2,1,4,-,3,2,5,3,27.0
"Ham, Brayden",,,-,2,-,1,-,-,,,,-,-,,,-,1,4.0
"Heppell, Dyson",,1,,,,,,,,,,,,1,-,,,2.0
"Hibberd, Mitchell",,,,-,-,-,2,,,,,,,,,1,,3.0
"Hooker, Cale",,6,7,6,10,3,,,,,,,2,3,2,,,39.0
"Hurley, Michael",5,5,1,4,9,2,3,5,4,,6,7,,4,1,,5,61.0
"Langford, Kyle",-,-,-,1,-,2,1,,1,1,1,1,1,-,2,-,-,11.0
"Laverde, Jayden",-,,,2,1,1,-,,,,,,,,,,1,5.0
"McDonald-Tipungwuti, Anthony",3,1,2,3,1,1,-,1,1,2,1,3,2,-,-,-,-,21.0
"McGrath, Andrew",-,1,1,3,3,1,2,-,3,1,-,1,1,-,,,,17.0
"McKenna, Conor",,,,,2,5,1,,4,-,-,,,,,,,12.0
"McKernan, Shaun",,4,1,2,2,1,1,,-,-,2,,,,,,,13.0
"Merrett, Zach",5,2,-,,1,-,1,2,1,-,1,-,1,1,-,2,2,19.0
"Mosquito, Irving",,,,,,,,,,,,-,-,1,-,,,1.0
"Mutch, Kobe",,,,,,,,,,,-,,,,,,,
"Parish, Darcy",2,-,1,-,-,-,-,2,-,-,1,1,1,-,1,1,1,11.0
"Phillips, Andrew",,,,11,1,1,,,,,,,10,,,1,,24.0
"Redman, Mason",1,1,3,3,,-,-,1,2,-,,1,3,,3,,1,19.0
"Ridley, Jordan",7,6,9,8,6,4,4,3,8,4,4,6,6,1,3,6,1,86.0
"Saad, Adam",3,4,4,3,2,2,3,2,3,8,4,6,4,3,2,2,7,62.0
"Shiel, Dylan",2,1,1,1,3,,,3,4,-,-,1,-,1,-,1,1,19.0
"Smith, Devon",1,-,-,1,-,-,4,-,-,-,,-,-,4,-,2,-,12.0
"Snelling, Will",1,1,1,2,-,-,1,-,-,1,-,1,2,1,-,1,-,12.0
"Stewart, James",,,,,,,,2,1,-,2,1,1,2,1,1,-,11.0
"Stringer, Jake",1,-,1,-,,,,,,,,1,2,2,1,-,1,9.0
"Townsend, Jacob",-,-,3,2,1,1,1,1,1,,2,,,,-,1,,13.0
"Zaharakis, David",1,2,-,1,-,-,-,-,-,1,,,,,,,,5.0
"Zerk-Thatcher, Brandon",4,,,,,,,4,3,1,4,,2,5,3,9,2,37.0
Totals,50,50,51,60,47,25,41,35,44,35,39,42,44,42,29,43,31,708.0
Opponent,FR,SY,CA,CW,NM,WB,AD,BL,GW,GC,SK,RI,HW,WC,GE,PA,ME,
