Player,R1,R2,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Begley, Josh",,,,,,,,,,,-,,,,,,,
"Bellchambers, Tom",-,1,2,,,,1,-,,-,,-,,,,,,4.0
"Cahill, Ned",,,,,,1,-,-,,,,,,,,,,1.0
"Clarke, Dylan",,,,,,,,,,2,-,1,-,-,2,-,1,6.0
"Cutler, Tom",3,1,,,,,,-,-,1,2,,,,,-,1,8.0
"Daniher, Joe",,,,,,,,,,,,,-,-,,-,-,
"Draper, Sam",,,,,,,,-,1,,2,4,,-,1,-,-,8.0
"Fantasia, Orazio",-,,-,3,2,1,,,,,,,,,,,,6.0
"Francis, Aaron",-,3,2,,,,4,1,2,4,,2,,,,,,18.0
"Gleeson, Martin",,,2,1,5,,3,3,,3,1,7,3,-,2,-,-,30.0
"Guelfi, Matt",3,1,,,,,,,1,3,1,2,4,1,1,2,1,20.0
"Ham, Brayden",,,-,2,1,-,2,-,,,,1,-,,,-,3,9.0
"Heppell, Dyson",,1,,,,,,,,,,,,-,1,,,2.0
"Hibberd, Mitchell",,,,3,-,-,1,,,,,,,,,-,,4.0
"Hooker, Cale",,3,2,2,2,5,,,,,,,-,-,2,,,16.0
"Hurley, Michael",3,5,7,2,5,7,4,4,6,,7,6,,4,2,,2,64.0
"Langford, Kyle",1,1,-,2,-,-,-,,-,-,2,2,1,-,1,1,-,11.0
"Laverde, Jayden",-,,,-,-,1,-,,,,,,,,,,-,1.0
"McDonald-Tipungwuti, Anthony",-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,2.0
"McGrath, Andrew",-,2,2,1,2,2,4,4,3,2,1,1,3,1,,,,28.0
"McKenna, Conor",,,,,5,4,1,,-,-,-,,,,,,,10.0
"McKernan, Shaun",,-,1,-,1,1,-,,1,-,-,,,,,,,4.0
"Merrett, Zach",1,2,2,,-,-,2,-,7,4,2,4,3,-,-,1,2,30.0
"Mosquito, Irving",,,,,,,,,,,,-,-,-,1,,,1.0
"Mutch, Kobe",,,,,,,,,,,-,,,,,,,
"Parish, Darcy",-,-,-,-,-,1,-,-,1,1,1,2,-,-,2,3,1,12.0
"Phillips, Andrew",,,,2,-,-,,,,,,,-,,,-,,2.0
"Redman, Mason",2,3,3,1,,1,5,2,2,3,,5,-,,2,,2,31.0
"Ridley, Jordan",2,5,5,5,7,6,4,5,2,2,1,5,2,3,4,10,3,71.0
"Saad, Adam",6,2,7,2,6,3,4,2,5,3,4,9,2,6,2,6,7,76.0
"Shiel, Dylan",2,1,3,2,1,,,-,-,1,1,3,-,2,2,2,-,20.0
"Smith, Devon",1,-,2,2,-,-,-,-,3,1,,2,4,4,1,3,1,24.0
"Snelling, Will",-,1,-,2,1,1,2,2,1,-,-,-,-,-,-,2,-,12.0
"Stewart, James",,,,,,,,-,-,-,-,-,-,-,1,4,1,6.0
"Stringer, Jake",-,-,1,-,,,,,,,,-,-,-,-,-,-,1.0
"Townsend, Jacob",-,1,-,-,-,-,-,-,-,,1,,,,-,-,,2.0
"Zaharakis, David",1,-,1,-,-,-,-,-,1,-,,,,,,,,3.0
"Zerk-Thatcher, Brandon",1,,,,,,,-,2,-,1,,2,-,1,-,4,11.0
Totals,26,33,42,32,38,34,37,23,39,30,27,56,24,22,28,34,29,554.0
Opponent,FR,SY,CA,CW,NM,WB,AD,BL,GW,GC,SK,RI,HW,WC,GE,PA,ME,
