Player,R1,R2,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Begley, Josh",,,,,,,,,,,-,,,,,,,
"Bellchambers, Tom",-,-,-,,,,-,-,,-,,-,,,,,,
"Cahill, Ned",,,,,,-,-,-,,,,,,,,,,
"Clarke, Dylan",,,,,,,,,,-,-,-,-,-,-,-,-,
"Cutler, Tom",-,1,,,,,,4,-,-,1,,,,,-,-,6.0
"Daniher, Joe",,,,,,,,,,,,,-,-,,-,2,2.0
"Draper, Sam",,,,,,,,-,-,,-,-,,-,-,-,-,
"Fantasia, Orazio",-,,-,-,3,-,,,,,,,,,,,,3.0
"Francis, Aaron",-,2,-,,,,-,-,-,-,,-,,,,,,2.0
"Gleeson, Martin",,,-,-,-,,-,2,,-,-,2,-,-,-,-,2,6.0
"Guelfi, Matt",-,-,,,,,,,-,-,-,-,-,-,-,-,-,
"Ham, Brayden",,,-,1,-,1,-,-,,,,-,-,,,-,-,2.0
"Heppell, Dyson",,-,,,,,,,,,,,,-,-,,,
"Hibberd, Mitchell",,,,-,-,-,-,,,,,,,,,-,,
"Hooker, Cale",,-,1,-,-,-,,,,,,,-,-,-,,,1.0
"Hurley, Michael",-,-,-,-,-,-,-,-,-,,-,-,,-,-,,-,
"Langford, Kyle",-,1,1,-,-,1,-,,-,-,-,1,1,1,-,-,-,6.0
"Laverde, Jayden",-,,,-,-,-,-,,,,,,,,,,-,
"McDonald-Tipungwuti, Anthony",-,-,-,-,2,1,-,-,2,-,1,1,-,-,-,-,5,12.0
"McGrath, Andrew",-,2,-,-,-,-,-,-,-,-,-,1,3,-,,,,6.0
"McKenna, Conor",,,,,2,2,4,,-,3,-,,,,,,,11.0
"McKernan, Shaun",,-,-,-,-,-,2,,-,-,-,,,,,,,2.0
"Merrett, Zach",-,-,1,,-,-,1,-,1,-,-,-,1,-,-,-,-,4.0
"Mosquito, Irving",,,,,,,,,,,,1,-,-,-,,,1.0
"Mutch, Kobe",,,,,,,,,,,-,,,,,,,
"Parish, Darcy",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Phillips, Andrew",,,,-,-,-,,,,,,,-,,,-,,
"Redman, Mason",-,-,3,-,,-,1,-,-,1,,-,-,,-,,-,5.0
"Ridley, Jordan",-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,2.0
"Saad, Adam",3,-,1,-,1,1,1,-,-,-,-,1,1,1,2,-,-,12.0
"Shiel, Dylan",3,-,-,-,-,,,-,2,1,3,1,-,-,-,-,-,10.0
"Smith, Devon",1,-,1,-,-,-,-,-,-,-,,-,-,-,-,-,-,2.0
"Snelling, Will",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Stewart, James",,,,,,,,-,-,-,-,-,-,-,-,-,-,
"Stringer, Jake",-,-,-,-,,,,,,,,-,-,-,-,-,-,
"Townsend, Jacob",-,-,-,-,-,-,-,-,-,,-,,,,-,-,,
"Zaharakis, David",1,-,1,-,-,-,-,-,-,1,,,,,,,,3.0
"Zerk-Thatcher, Brandon",-,,,,,,,-,-,-,1,,-,-,-,-,-,1.0
Totals,8,6,9,1,8,6,9,6,5,7,7,8,6,2,2,0,9,99.0
Opponent,FR,SY,CA,CW,NM,WB,AD,BL,GW,GC,SK,RI,HW,WC,GE,PA,ME,
