Player,R1,R2,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Begley, Josh",,,,,,,,,,,4,,,,,,,4.0
"Bellchambers, Tom",3,2,-,,,,3,-,,2,,-,,,,,,10.0
"Cahill, Ned",,,,,,2,-,1,,,,,,,,,,3.0
"Clarke, Dylan",,,,,,,,,,4,1,1,2,-,5,4,2,19.0
"Cutler, Tom",1,2,,,,,,-,2,1,1,,,,,2,1,10.0
"Daniher, Joe",,,,,,,,,,,,,-,1,,-,-,1.0
"Draper, Sam",,,,,,,,2,-,,1,4,,4,2,1,1,15.0
"Fantasia, Orazio",1,,3,1,1,-,,,,,,,,,,,,6.0
"Francis, Aaron",2,1,4,,,,1,2,3,-,,1,,,,,,14.0
"Gleeson, Martin",,,1,2,1,,1,1,,1,-,2,2,1,1,2,2,17.0
"Guelfi, Matt",2,1,,,,,,,2,1,3,1,-,-,3,3,2,18.0
"Ham, Brayden",,,-,2,3,1,3,-,,,,2,1,,,1,-,13.0
"Heppell, Dyson",,2,,,,,,,,,,,,-,1,,,3.0
"Hibberd, Mitchell",,,,-,5,3,9,,,,,,,,,6,,23.0
"Hooker, Cale",,2,-,1,1,-,,,,,,,2,-,-,,,6.0
"Hurley, Michael",-,1,-,1,-,-,-,2,-,,-,-,,-,1,,-,5.0
"Langford, Kyle",3,1,4,1,1,-,1,,-,2,3,-,2,4,4,1,3,30.0
"Laverde, Jayden",1,,,3,3,3,1,,,,,,,,,,4,15.0
"McDonald-Tipungwuti, Anthony",5,2,3,7,3,3,3,5,4,3,5,2,3,-,2,4,3,57.0
"McGrath, Andrew",8,7,5,4,8,3,10,1,8,2,3,4,3,1,,,,67.0
"McKenna, Conor",,,,,4,1,2,,1,-,2,,,,,,,10.0
"McKernan, Shaun",,3,2,-,2,1,3,,-,-,-,,,,,,,11.0
"Merrett, Zach",3,4,3,,2,4,6,2,1,-,1,3,6,3,3,5,9,55.0
"Mosquito, Irving",,,,,,,,,,,,2,1,4,-,,,7.0
"Mutch, Kobe",,,,,,,,,,,-,,,,,,,
"Parish, Darcy",1,1,2,-,6,1,3,4,5,8,3,1,5,6,4,1,1,52.0
"Phillips, Andrew",,,,5,4,1,,,,,,,2,,,1,,13.0
"Redman, Mason",3,2,3,1,,-,2,-,1,1,,6,1,,1,,1,22.0
"Ridley, Jordan",2,1,2,3,1,-,3,1,2,-,-,1,-,-,3,-,1,20.0
"Saad, Adam",3,1,5,2,2,-,4,1,1,2,1,1,3,1,5,1,1,34.0
"Shiel, Dylan",3,2,2,5,5,,,4,2,4,5,1,7,4,-,5,3,52.0
"Smith, Devon",5,3,6,6,6,6,3,2,4,4,,2,1,2,1,7,3,61.0
"Snelling, Will",4,4,3,6,8,3,11,6,3,7,3,2,7,5,2,2,3,79.0
"Stewart, James",,,,,,,,3,-,-,-,-,1,1,2,2,1,10.0
"Stringer, Jake",4,2,2,7,,,,,,,,-,1,-,2,-,1,19.0
"Townsend, Jacob",3,4,1,7,-,2,4,-,2,,1,,,,5,3,,32.0
"Zaharakis, David",1,1,6,1,-,4,3,2,1,1,,,,,,,,20.0
"Zerk-Thatcher, Brandon",-,,,,,,,-,2,1,-,,-,1,2,1,1,8.0
Totals,58,49,57,65,66,38,76,39,44,44,37,36,50,38,49,52,43,841.0
Opponent,FR,SY,CA,CW,NM,WB,AD,BL,GW,GC,SK,RI,HW,WC,GE,PA,ME,
