Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,PF,GF,Tot
"Anderson, Jed",2,-,-,,,1,,,,,,,,,,,,,,,,,,,,,3.0
"Birchall, Grant",,-,-,-,-,1,-,-,,,,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,3.0
"Breust, Luke",2,2,-,1,2,2,2,1,1,1,-,-,-,-,-,2,-,-,-,-,1,,2,-,-,-,19.0
"Burgoyne, Shaun",-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,1,7.0
"Ceglar, Jonathon",-,-,-,-,-,-,1,1,-,-,-,2,1,,,,,-,,,,,,,,,5.0
"Dewar, Angus",,,,,,,-,,-,-,,,,,-,-,,,,,,-,,,,,
"Duryea, Taylor",-,-,-,-,-,-,-,,-,-,-,-,-,-,,,-,1,,-,-,1,-,-,-,-,2.0
"Frawley, James",-,-,,,,,-,-,-,-,-,-,,,,,-,-,-,-,1,-,-,-,-,-,1.0
"Gibson, Josh",-,,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Gunston, Jack",1,1,-,2,3,2,-,3,1,2,-,4,4,-,1,1,3,2,1,1,-,1,-,,,2,35.0
"Hale, David",,,,,,,-,-,-,1,-,-,2,-,-,-,-,,-,,1,1,-,-,-,-,5.0
"Hartung, Billy",,,-,1,1,-,-,-,-,-,-,1,,1,-,-,-,-,-,-,-,,,-,-,,4.0
"Hill, Bradley",-,-,,1,1,-,2,-,-,-,1,-,1,-,,1,-,-,1,1,-,-,-,-,-,-,9.0
"Hodge, Luke",-,1,-,-,-,,,,-,-,-,1,-,1,1,1,-,1,-,-,,,-,-,1,1,8.0
"Howe, Daniel",,,,,,,,,-,,,,,,,,,,-,,-,1,,,,,1.0
"Lake, Brian",-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"Langford, Will",3,-,1,1,1,-,1,-,,,,-,-,,,,,,,,-,-,-,,,,7.0
"Lewis, Jordan",-,-,-,-,-,,,-,,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,3.0
"McEvoy, Ben",-,-,-,-,1,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Mitchell, Sam",-,,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,,-,-,1,-,1,3.0
"ORourke, Jonathan",,-,,,,,,,,,,,,,,-,,,,,,,,,,,
"Puopolo, Paul",1,1,3,-,,-,-,1,-,,1,1,-,-,2,1,-,-,-,-,,-,1,-,-,-,12.0
"Rioli, Cyril",2,1,3,-,1,1,1,1,-,2,1,,-,1,1,-,2,1,-,-,2,,1,1,-,1,23.0
"Roughead, Jarryd",2,-,3,1,2,-,1,3,1,-,1,3,,,2,1,-,3,-,2,3,3,2,-,1,-,34.0
"Schoenmakers, Ryan",,,,,-,-,-,1,,1,-,,-,-,-,-,-,1,,1,,,,1,-,-,5.0
"Shiels, Liam",-,,,,-,1,-,-,2,2,1,-,-,-,-,,-,-,-,-,-,-,1,1,-,1,9.0
"Sicily, James",,1,,,,,,,,,,,,,,,,,,,-,-,,,,,1.0
"Simpkin, Jonathan",,,,,,,-,,,,,,,,,,,,,,,,,,,,
"Smith, Isaac",-,-,1,1,1,2,,1,-,1,1,-,-,1,1,2,-,-,-,-,-,-,-,-,-,-,12.0
"Spangher, Matthew",,,,,,,,,,,,,-,-,-,-,,,,,,,,,,,
"Stratton, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,1,-,-,-,-,1,-,1,-,1,4.0
"Suckling, Matt",2,1,-,-,2,-,1,-,-,-,2,1,1,1,-,-,,-,1,1,-,-,1,1,-,-,15.0
"Whitecross, Brendan",,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
Totals,15,8,11,10,15,11,9,12,6,10,8,14,9,8,8,10,6,9,4,8,8,9,8,7,3,8,234.0
Opponent,GE,ES,WB,PA,NM,GW,ME,SY,GC,SK,AD,ES,CW,FR,SY,CA,RI,WC,GE,PA,BL,CA,WC,AD,FR,WC,
