Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Angus, Geoff",,,1,-,1,1,-,2,1,-,1,1,1,-,1,-,-,-,1,,11.0
"Arthur, Graham",-,2,1,-,,,-,,,2,2,1,-,1,-,1,-,,-,1,11.0
"Beck, Ken",-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,1,1.0
"Blood, Michael",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bremner, Ian",-,,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2.0
"Bussell, Norm",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
"Chilton, Peter",-,-,-,,,,,3,-,-,-,-,,,-,1,-,-,-,-,4.0
"Crimmins, Peter",1,4,-,1,-,-,2,2,-,1,1,1,1,1,1,1,2,2,2,3,26.0
"Crowe, Vin",1,-,,,,,,,,,,,,-,-,,,,,,1.0
"Devenish-Meares, Rochford",,-,-,-,-,1,-,-,-,,,,,,,,,,,,1.0
"Ferguson, Neil",,,,,,3,-,-,1,1,1,1,2,-,2,-,2,1,-,1,15.0
"Fisher, John",1,1,-,1,2,-,,,,,,,1,1,-,-,-,-,,-,7.0
"Francis, Michael",,,,,,,,,,,,,,,,,,,,-,
"Gardner, John",-,-,-,-,-,1,-,-,,-,,-,,,,,,,,,1.0
"Gay, Terry",,3,-,-,-,,,2,-,2,1,2,-,-,3,-,-,2,1,-,16.0
"Growcott, Ross",,,,,,,,-,-,,-,,,,,,,-,-,-,
"Heath, Kevin",,,,,,,,,,,,,,,,,,,-,-,
"Horkings, Ray",,,,,,,-,,,,,,,,,,,,,,
"Hudson, Peter",1,9,1,2,4,1,3,3,3,5,1,,4,2,6,1,2,4,4,6,62.0
"Jenkins, Dennis",-,-,-,1,,,,,,,,,,,,,,,,,1.0
"Johnson, Ted",,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,1.0
"Keddie, Bob",,2,-,1,3,1,1,-,5,-,2,4,1,-,1,2,2,2,1,1,29.0
"Law, Ian",,,,,,,,,,,,,,,,,,-,-,,
"Meagher, Des",-,1,2,2,-,2,1,1,2,-,1,2,-,1,-,1,-,2,-,-,18.0
"Morton, Lance",,,-,,-,-,-,,,,,,-,1,1,1,1,-,1,2,7.0
"Murphy, Glenn",,,,,,,-,-,1,-,-,,-,,,,,,,-,1.0
"Olsson, Rod",-,-,,1,-,1,2,-,-,-,1,1,-,1,-,-,-,-,-,-,7.0
"Parkin, David",-,-,2,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,2.0
"Pleitner, Bryan",,,,,,,,,,,,-,,,,,,,,,
"Poole, Reg",-,,-,-,,-,,,,,,-,,,,,,,,,
"Scott, Don",1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,5.0
"Smith, Jim",-,,,,-,-,,,-,,,,,,,,,,,,
"Tolson, Paul",1,-,,,,,,,,-,,-,,,,,,,,,1.0
"Wilson, Ray",1,,,,-,-,-,-,-,1,-,2,-,-,-,-,-,-,1,-,5.0
Totals,7,23,8,10,13,11,9,13,13,12,11,15,10,8,15,8,9,13,11,16,235.0
Opponent,ES,SM,FO,CA,CW,GE,ME,RI,FI,NM,SK,ES,SM,FO,CA,CW,GE,ME,RI,FI,
