Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Angus, Geoff",,,5,2,-,1,4,2,1,1,-,1,2,-,1,4,3,2,-,,29.0
"Arthur, Graham",-,2,-,-,,,-,,,-,1,-,-,-,2,-,-,,-,3,8.0
"Beck, Ken",2,1,3,4,4,,,,,,-,1,-,1,1,3,1,2,1,3,27.0
"Blood, Michael",-,-,1,1,-,-,-,-,1,1,1,1,1,-,-,-,-,1,-,-,8.0
"Bremner, Ian",1,,,2,4,2,-,3,1,1,2,-,4,1,2,-,1,2,1,2,29.0
"Bussell, Norm",-,4,1,2,1,3,3,2,5,2,2,2,3,1,2,3,2,,,,38.0
"Chilton, Peter",1,-,1,,,,,1,1,-,3,-,,,4,4,3,4,2,3,27.0
"Crimmins, Peter",-,2,1,2,-,3,1,-,-,2,-,1,-,2,2,2,1,-,3,1,23.0
"Crowe, Vin",1,-,,,,,,,,,,,,-,-,,,,,,1.0
"Devenish-Meares, Rochford",,2,2,3,6,2,1,-,-,,,,,,,,,,,,16.0
"Ferguson, Neil",,,,,,4,2,2,1,2,6,1,4,2,5,4,4,3,2,6,48.0
"Fisher, John",3,3,1,1,-,1,,,,,,,6,3,1,-,-,1,,-,20.0
"Francis, Michael",,,,,,,,,,,,,,,,,,,,-,
"Gardner, John",1,1,1,3,1,3,1,-,,1,,-,,,,,,,,,12.0
"Gay, Terry",,3,6,3,2,,,1,3,1,2,2,1,-,2,2,-,3,2,3,36.0
"Growcott, Ross",,,,,,,,-,2,,-,,,,,,,-,1,3,6.0
"Heath, Kevin",,,,,,,,,,,,,,,,,,,1,2,3.0
"Horkings, Ray",,,,,,,1,,,,,,,,,,,,,,1.0
"Hudson, Peter",-,-,-,1,-,3,-,1,1,1,1,,-,1,-,-,-,1,-,-,10.0
"Jenkins, Dennis",1,3,2,2,,,,,,,,,,,,,,,,,8.0
"Johnson, Ted",,-,3,1,1,6,1,3,4,1,2,2,1,3,1,-,2,1,,,32.0
"Keddie, Bob",,1,3,-,2,-,2,1,3,-,1,-,2,4,-,3,1,1,3,2,29.0
"Law, Ian",,,,,,,,,,,,,,,,,,-,-,,
"Meagher, Des",-,1,-,2,1,4,1,1,2,3,3,1,2,3,-,3,1,5,2,2,37.0
"Morton, Lance",,,-,,4,2,3,,,,,,-,2,-,-,3,1,1,2,18.0
"Murphy, Glenn",,,,,,,1,2,6,1,-,,-,,,,,,,1,11.0
"Olsson, Rod",2,1,,1,1,2,1,1,3,1,1,1,1,-,2,2,1,1,2,-,24.0
"Parkin, David",3,2,-,2,3,-,1,1,-,1,1,,1,-,,2,-,2,1,2,22.0
"Pleitner, Bryan",,,,,,,,,,,,-,,,,,,,,,
"Poole, Reg",1,,3,1,,-,,,,,,3,,,,,,,,,8.0
"Scott, Don",4,-,2,4,4,5,1,3,2,1,3,2,2,4,5,3,1,1,5,,52.0
"Smith, Jim",-,,,,1,-,,,-,,,,,,,,,,,,1.0
"Tolson, Paul",2,4,,,,,,,,1,,-,,,,,,,,,7.0
"Wilson, Ray",1,,,,-,4,1,1,2,2,1,1,2,2,1,-,2,1,-,4,25.0
Totals,23,30,35,37,35,45,25,25,38,23,30,19,32,29,31,35,26,32,27,39,616.0
Opponent,ES,SM,FO,CA,CW,GE,ME,RI,FI,NM,SK,ES,SM,FO,CA,CW,GE,ME,RI,FI,
