Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Angus, Geoff",,,24,15,21,20,19,20,17,26,26,28,21,15,18,16,24,11,10,,331.0
"Arthur, Graham",17,25,18,3,,,20,,,23,21,22,22,19,21,25,31,,22,24,313.0
"Beck, Ken",9,12,15,17,10,,,,,,4,13,-,14,5,14,5,21,9,14,162.0
"Blood, Michael",14,11,11,14,8,14,10,13,13,12,15,13,8,1,-,4,10,9,4,14,198.0
"Bremner, Ian",12,,,17,19,14,13,9,11,7,16,7,10,16,10,9,7,8,11,20,216.0
"Bussell, Norm",14,12,9,13,15,8,11,8,9,14,13,15,11,15,15,16,2,,,,200.0
"Chilton, Peter",6,-,1,,,,,18,21,14,11,8,,,14,9,28,12,8,13,163.0
"Crimmins, Peter",8,23,15,18,21,21,21,20,10,22,26,19,29,26,27,24,29,25,24,24,432.0
"Crowe, Vin",19,-,,,,,,,,,,,,3,2,,,,,,24.0
"Devenish-Meares, Rochford",,5,8,12,10,11,3,2,1,,,,,,,,,,,,52.0
"Ferguson, Neil",,,,,,9,11,13,21,16,12,6,12,8,9,12,23,10,9,10,181.0
"Fisher, John",15,13,18,3,15,13,,,,,,,17,13,12,-,6,18,,5,148.0
"Francis, Michael",,,,,,,,,,,,,,,,,,,,-,
"Gardner, John",13,13,14,10,2,13,8,-,,-,,1,,,,,,,,,74.0
"Gay, Terry",,16,10,11,11,,,15,20,17,19,13,11,16,19,14,9,15,6,12,234.0
"Growcott, Ross",,,,,,,,16,21,,3,,,,,,,17,6,9,72.0
"Heath, Kevin",,,,,,,,,,,,,,,,,,,9,5,14.0
"Horkings, Ray",,,,,,,-,,,,,,,,,,,,,,
"Hudson, Peter",17,23,16,14,16,12,9,16,18,21,13,,18,20,19,12,11,15,15,20,305.0
"Jenkins, Dennis",5,10,5,7,,,,,,,,,,,,,,,,,27.0
"Johnson, Ted",,9,13,13,12,15,9,17,15,17,6,14,10,11,11,9,11,3,,,195.0
"Keddie, Bob",,22,10,18,21,18,13,11,24,17,22,15,18,21,23,9,16,21,22,21,342.0
"Law, Ian",,,,,,,,,,,,,,,,,,13,3,,16.0
"Meagher, Des",16,23,28,15,28,24,23,26,20,37,27,30,21,32,27,24,32,23,24,23,503.0
"Morton, Lance",,,-,,7,9,3,,,,,,3,19,5,8,11,15,15,17,112.0
"Murphy, Glenn",,,,,,,16,13,12,20,1,,12,,,,,,,9,83.0
"Olsson, Rod",18,9,,10,20,26,19,20,17,21,20,21,18,17,19,20,6,22,20,14,337.0
"Parkin, David",15,10,21,16,15,10,15,11,18,11,14,,9,15,,15,14,18,15,15,257.0
"Pleitner, Bryan",,,,,,,,,,,,12,,,,,,,,,12.0
"Poole, Reg",15,,20,9,,1,,,,,,12,,,,,,,,,57.0
"Scott, Don",11,20,14,6,10,16,9,5,7,18,18,14,13,4,11,9,12,1,7,,205.0
"Smith, Jim",-,,,,7,-,,,-,,,,,,,,,,,,7.0
"Tolson, Paul",10,9,,,,,,,,4,,5,,,,,,,,,28.0
"Wilson, Ray",13,,,,2,20,24,20,14,7,17,25,21,14,15,19,19,15,21,14,280.0
Totals,247,265,270,241,270,274,256,273,289,324,304,293,284,299,282,268,306,292,260,283,5580.0
Opponent,ES,SM,FO,CA,CW,GE,ME,RI,FI,NM,SK,ES,SM,FO,CA,CW,GE,ME,RI,FI,
