Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,Tot
"Baguley, Mark",-,-,,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,4.0
"Bellchambers, Tom",-,1,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,,,1.0
"Carlisle, Jake",-,-,-,-,-,,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2.0
"Colyer, Travis",,,-,,2,,,,,,,,,1,3,3,-,-,,,,,9.0
"Crameri, Stewart",-,2,-,,-,-,-,-,-,-,-,-,-,,,-,,,,-,-,-,2.0
"Dalgleish, Lauchlan",,,,,,,,,,,,,,,,,,,,1,1,-,2.0
"Daniher, Joe",,,,,,,,,,,3,-,,,,,-,,,-,-,,3.0
"Davey, Alwyn",1,-,-,-,-,2,-,,,,-,-,1,,,,,,-,1,-,1,6.0
"DellOlio, Cory",,,,,,,,,,,,,,,,-,-,-,,,,,
"Dempsey, Courtenay",3,3,-,-,1,3,,,-,-,,,1,1,-,-,-,-,,,,,12.0
"Fletcher, Dustin",-,-,-,,,,-,-,-,-,1,,,-,-,-,,-,1,,,,2.0
"Goddard, Brendon",2,2,1,-,-,-,-,2,-,-,-,2,1,1,4,-,-,-,1,-,-,1,17.0
"Gumbleton, Scott",,,,-,-,1,-,,,-,,,,,,,,-,-,,,,1.0
"Hams, Will",,,,,,,,,,-,-,,,,,,,,,,,,
"Hardingham, Kyle",,,,,1,-,-,,,,,,,,,,,-,1,-,-,1,3.0
"Heppell, Dyson",-,1,1,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,2.0
"Hibberd, Michael",2,1,3,3,-,2,-,-,1,-,-,1,-,-,-,2,-,-,3,2,-,1,21.0
"Hille, David",,,,-,-,-,,,,,,,,,,,,,,,,-,
"Hocking, Heath",-,-,-,2,-,-,-,-,-,-,-,-,,,,,-,-,-,1,-,,3.0
"Hooker, Cale",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,3.0
"Howlett, Ben",-,1,-,1,2,-,1,-,-,,-,-,-,-,-,,-,,-,-,2,1,8.0
"Hurley, Michael",-,-,-,-,,,-,-,-,,-,-,-,-,-,-,-,,,,1,-,1.0
"Jetta, Leroy",,,,,,2,,,-,1,,,,,,5,1,-,,-,,-,9.0
"Kavanagh, Elliott",,,-,,,,,-,,,,,,,,,,,,,,-,
"Kommer, Nick",1,-,2,,,-,-,-,-,-,-,1,2,-,2,1,1,-,1,-,-,,11.0
"Lovett-Murray, Nathan",,,,,,,-,,,,,,,,,-,,,,,,1,1.0
"Melksham, Jake",-,-,-,1,,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3.0
"Merrett, Jackson",-,-,,-,-,-,,-,,,,1,-,-,-,-,,,,,-,-,1.0
"Myers, David",-,1,2,-,-,1,-,-,-,-,6,1,1,-,-,2,-,-,-,,1,,15.0
"OBrien, Nick",,,,,,,,,,,,,,,-,-,,,,-,,,
"Pears, Tayte",,,,-,,-,,,,,,-,-,1,1,,-,,-,-,1,3,6.0
"Ryder, Paddy",-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Stanton, Brent",1,4,-,-,1,-,,-,1,1,-,-,-,-,3,2,-,1,2,-,-,-,16.0
"Watson, Jobe",1,-,-,1,1,-,-,1,1,-,-,2,-,-,,,,1,3,1,-,2,14.0
"Winderlich, Jason",,,,-,-,,-,-,-,-,1,-,-,1,-,,,,-,,,,2.0
"Zaharakis, David",-,-,-,3,-,-,-,1,2,-,-,-,-,-,1,,4,-,1,1,-,-,13.0
Totals,11,16,9,11,8,11,3,4,5,2,11,12,6,5,14,15,7,2,15,8,7,11,193.0
Opponent,AD,ME,FR,SK,CW,GW,GE,BL,RI,SY,CA,GC,WC,PA,WB,GW,HW,CW,WC,NM,CA,RI,
