Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Angus, Geoff",2,-,-,2,-,-,,,,-,-,1,,-,,,,1,-,,6.0
"Beck, Ken",-,-,,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1.0
"Blood, Michael",-,-,,,,,,,,,,,1,-,,,-,-,-,-,1.0
"Bremner, Ian",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Browne, Richard",,,,,,,,-,-,,,,,,-,,,,,,
"Bussell, Norm",-,-,,-,2,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,2.0
"Chilton, Peter",-,1,1,-,-,-,-,-,-,-,-,,,,,,,,,,2.0
"Chiron, Gene",-,,-,-,,,,,,,,,-,-,,-,-,-,-,,
"Crimmins, Peter",-,3,2,2,2,1,1,2,1,2,2,-,-,1,2,2,-,1,2,1,27.0
"Douge, Brian",,,,,,,,,,,,,1,3,-,-,-,,,,4.0
"Ferguson, Neil",2,-,-,-,-,-,1,-,-,-,-,-,2,-,1,1,1,2,,,10.0
"Fisher, John",,,,,,,,-,,-,-,-,-,2,-,-,-,-,,-,2.0
"Francis, Michael",,,,,-,,-,,,-,-,-,,,,,,,,,
"Gay, Terry",,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Growcott, Ross",,,,,,,,,,,,,,,,,,,-,-,
"Heath, Kevin",-,-,2,1,-,1,4,-,-,-,-,1,-,-,-,-,,1,2,-,12.0
"Hudson, Peter",1,2,2,4,1,1,3,3,2,,2,2,2,3,1,-,5,1,1,4,40.0
"Johnson, Ted",,,-,-,-,-,,,,,,,,-,-,-,-,-,-,-,
"Keddie, Bob",-,2,1,2,1,5,1,3,2,,2,1,1,1,1,-,-,1,4,3,31.0
"Knights, Peter",,,,,,,,,-,,,,-,,,-,,1,,-,1.0
"Matthews, Leigh",,,,,,,,,,,,,,,,-,1,-,1,2,4.0
"Meagher, Des",-,-,1,2,2,1,1,2,1,-,-,1,,1,1,1,1,1,1,-,17.0
"Morton, Lance",-,-,1,,,,,,,2,4,2,2,3,1,-,2,1,-,,18.0
"Murphy, Glenn",,-,,,-,-,-,-,-,1,-,-,1,,,-,1,,-,-,3.0
"Olsson, Rod",-,-,-,-,-,1,1,-,1,-,-,3,-,1,-,-,-,-,-,4,11.0
"Parkin, David",-,-,1,1,-,-,-,-,-,,,,-,-,-,,,,-,-,2.0
"Porter, Michael",,,,,-,,-,2,-,-,-,-,,1,-,,-,,,,3.0
"Scott, Don",-,-,-,1,-,-,-,1,-,3,1,-,,-,-,-,-,-,-,-,6.0
"Smith, Geoff",-,1,-,-,,,-,1,-,-,,,,,-,,,,,,2.0
"Stevenson, Bruce",,,-,,,-,,,,,,,,,,,,,,,
"Stubbs, Ron",-,-,-,-,,,,,,,,,,,,,,,,,
"Tipping, Lindsay",,,,,,,,,,,,,,,,,,,,-,
"Tolson, Paul",,,,,,-,-,,,1,,-,2,,,,,,,,3.0
"Wilson, Ray",-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,2.0
Totals,5,9,11,16,8,10,12,15,7,9,12,11,12,17,7,4,11,10,11,14,211.0
Opponent,CW,CA,ES,FO,ME,NM,RI,GE,SK,FI,SM,CW,CA,ES,FO,ME,NM,RI,GE,SK,
