Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Allen, Jarryd",,,,,,,,,,,,,-,-,-,,,,,,,,,-,,
"Armitage, David",,,,,1,1,-,2,,1,-,,-,-,1,1,-,,,,,,,2,1,10.0
"Baker, Steven",,,,,,1,1,,,,,,,,,,,,,,,,,,,2.0
"Ball, Luke",5,2,3,4,2,-,2,4,2,7,5,-,2,2,1,1,2,4,,,,,,,,48.0
"Birss, Shane",,,,,,2,2,1,1,1,-,,,,,,,,,,3,-,,,,10.0
"Blake, Jason",,4,-,-,1,1,,-,-,2,1,-,1,1,-,5,-,2,2,-,-,-,-,1,-,21.0
"Clarke, Raphael",1,-,-,,,,1,1,,,,,,,,,,,,-,1,-,-,1,1,6.0
"Clarke, Xavier",2,1,2,1,-,1,-,,,,,,,,,,,,,,,,2,,,9.0
"Dal Santo, Nick",2,3,-,1,3,2,-,2,1,3,2,-,,3,3,1,1,-,1,1,-,2,-,1,2,34.0
"Dempster, Sean",,,,1,1,-,-,3,-,-,-,1,-,1,-,4,-,-,-,-,-,-,,,,11.0
"Eddy, Robert",,,,,,,,,,,,,1,1,1,1,-,1,-,-,1,1,-,5,2,14.0
"Ferguson, Matthew",,,,,,,,,,-,-,,,,,,,,,,,,,,,
"Fiora, Aaron",2,1,1,1,,,,,-,,,,,,,1,2,1,-,,,,,,1,10.0
"Fisher, Leigh",-,-,1,2,-,-,,-,1,,1,,,,,,,,,,,,,,,5.0
"Fisher, Sam",2,1,-,2,1,1,-,-,-,1,1,1,1,-,2,-,-,-,-,-,-,-,2,-,1,16.0
"Gardiner, Charlie",2,,,,2,1,2,-,,,,1,1,-,,,,,,1,-,2,-,,,12.0
"Gardiner, Michael",3,-,,,,,-,1,1,1,3,1,,,,,-,,,,,,,,,10.0
"Geary, Jarryn",1,-,1,,,,,,-,-,-,1,-,,,,,-,1,,,,,,,4.0
"Gehrig, Fraser",,-,1,1,,,-,-,,,,,,,,,,,,,,,,,,2.0
"Gilbert, Sam",2,1,-,2,1,,,,,,,-,1,-,-,-,-,-,-,-,1,-,-,1,1,10.0
"Goddard, Brendon",,,1,1,1,-,1,-,-,-,1,-,-,1,-,1,-,1,-,-,-,3,1,1,3,16.0
"Gram, Jason",1,-,-,-,-,2,-,-,-,-,1,-,1,1,2,-,-,3,-,-,1,2,-,3,-,17.0
"Gwilt, James",,,,,,,,,,,-,-,-,-,1,,,-,1,1,-,-,1,-,-,4.0
"Harvey, Robert",1,-,1,1,-,3,-,1,-,1,,-,1,1,1,-,-,1,3,-,3,-,1,-,1,20.0
"Hayes, Lenny",-,3,1,1,3,2,1,2,3,-,1,1,2,,2,1,1,-,2,1,-,1,-,-,2,30.0
"Hudghton, Max",-,2,-,-,2,-,,1,-,-,1,-,1,1,1,1,1,,1,1,1,-,-,-,1,15.0
"Jones, Clinton",1,,,1,-,,,,1,1,1,-,-,1,2,2,-,1,-,-,-,1,1,1,2,16.0
"King, Steven",4,-,3,3,1,,,-,1,-,,1,-,3,-,2,1,-,2,2,2,-,1,-,1,27.0
"Koschitzke, Justin",1,-,2,2,-,1,-,-,-,-,2,,,1,1,1,,2,-,1,1,-,1,2,3,21.0
"Maguire, Matt",,,,2,-,-,1,,,,,,,,,,,,,,,,,,,3.0
"McEvoy, Ben",,,,,,,,,,,,,1,,,,,,,,,,,,,1.0
"McQualter, Andrew",,,,,,,,,,,,3,-,-,1,-,-,-,-,1,,,1,-,-,6.0
"Milne, Stephen",-,1,-,1,-,1,1,1,1,-,2,-,,-,4,1,-,-,-,-,1,2,-,1,2,19.0
"Montagna, Leigh",2,1,4,3,-,-,4,2,-,3,2,-,2,-,-,-,-,1,1,-,2,-,3,2,-,32.0
"Riewoldt, Nick",1,2,-,1,-,2,2,,1,1,1,1,1,3,2,2,2,-,1,-,-,4,1,1,2,31.0
"Rix, Michael",,,,,,1,,,,,,,,,,,,,,,,,,,,1.0
"Schneider, Adam",-,-,-,,,,-,-,-,-,-,1,,,,3,-,1,1,-,1,-,-,-,1,8.0
Totals,33,22,21,31,19,22,18,21,13,22,25,12,16,20,25,28,10,18,16,9,18,18,15,22,27,501.0
Opponent,SY,CA,WB,GE,ES,PA,RI,CW,BL,ME,WB,SY,FR,NM,CA,HW,WC,PA,CW,FR,AD,ES,GE,CW,HW,
