Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,Tot
"Atkins, Rory",-,-,-,2,-,-,1,-,-,-,2,-,-,1,3,-,-,1,3,1,1,-,1,-,16.0
"Betts, Eddie",-,3,2,-,-,-,2,-,3,-,2,-,-,1,3,1,-,2,1,-,1,1,-,2,24.0
"Brown, Luke",-,-,-,1,-,2,-,1,2,1,-,-,-,-,,,-,1,-,-,-,-,-,-,8.0
"Cameron, Charlie",,,,,-,1,1,1,1,1,-,1,1,-,-,1,-,-,4,1,1,-,2,-,16.0
"Cheney, Kyle",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Crouch, Brad",1,1,,,,,-,-,,,,,-,1,1,-,-,1,-,2,-,-,-,-,7.0
"Crouch, Matt",-,-,1,-,-,-,-,-,,,-,-,1,-,-,-,-,-,2,-,-,-,-,-,4.0
"Douglas, Richard",1,-,-,-,1,-,1,-,-,-,-,1,1,1,1,-,-,2,2,2,-,-,1,-,14.0
"Ellis-Yolmen, Cam",,,,,,,,,,,,,,,,,,,1,,,-,,,1.0
"Hartigan, Kyle",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1.0
"Henderson, Ricky",,,,,,,-,-,1,1,1,,,,1,-,-,,,,,3,,,7.0
"Jacobs, Sam",-,-,1,-,-,-,1,2,-,-,-,2,-,1,-,1,1,-,,,-,-,-,-,9.0
"Jenkins, Josh",1,3,2,-,-,2,-,1,1,3,1,1,-,-,2,1,-,1,-,2,-,-,2,-,23.0
"Knight, Riley",,,-,,,,,,,,,,,,,,,,,,,,,,
"Laird, Rory",1,-,-,-,-,-,,,,,-,1,-,-,-,,-,1,-,-,-,-,-,1,4.0
"Lever, Jake",-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,3.0
"Lynch, Tom",1,1,,-,1,1,-,-,2,-,1,1,2,4,1,-,-,1,3,-,1,-,-,-,20.0
"Lyons, Jarryd",,,2,2,-,-,,,3,1,1,1,-,1,-,-,2,-,1,1,1,-,1,1,18.0
"Mackay, David",-,1,2,-,1,1,-,,,,,-,-,1,-,-,,-,-,1,-,-,-,-,7.0
"McGovern, Mitch",1,1,-,-,2,-,4,-,2,1,2,-,1,1,-,-,-,1,,-,-,-,1,-,17.0
"Milera, Wayne",-,-,2,1,,,,1,1,-,3,,,,,,,,,,,,,,8.0
"OBrien, Reilly",,,,,,,,,,,,,,,,,,,-,-,,,,,
"Seedsman, Paul",-,1,1,-,-,-,-,-,-,-,1,-,,,,-,,-,-,,,,,,3.0
"Sloane, Rory",2,2,1,-,1,2,-,-,-,-,-,2,-,1,-,2,-,1,2,-,2,,-,1,19.0
"Smith, Brodie",1,1,-,-,2,-,2,-,1,1,-,-,-,-,-,3,-,-,-,1,-,,1,-,13.0
"Talia, Daniel",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-,3.0
"Thompson, Scott",-,1,1,1,1,-,-,-,-,1,,-,-,-,-,-,-,-,,1,2,-,1,-,9.0
"Walker, Taylor",-,-,-,1,3,-,3,-,3,1,1,2,2,2,2,1,-,,1,1,-,2,2,-,27.0
"van Berlo, Nathan",1,,,,,,,,-,-,,,,,,,,,,,,,,,1.0
Totals,10,15,15,8,13,9,15,6,20,11,16,12,8,15,14,10,3,14,21,14,9,6,12,6,282.0
Opponent,NM,PA,RI,SY,HW,FR,WB,GE,GC,GW,SK,WC,NM,ME,CA,CW,GE,ES,BL,FR,PA,WC,NM,SY,
