Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,PF,GF,Tot
"Amos, Mark",,,,,,,,,-,2,2,,,,,,,,4,,,,,,,8.0
"Armstrong, Barry",-,-,-,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,1.0
"Baird, Doug",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Chandler, Neil",-,-,-,-,-,1,-,-,-,1,-,1,1,-,-,2,-,-,,-,-,,-,-,-,6.0
"Crane, Gary",,,,,,,,,,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2.0
"Crosswell, Brent",1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,3.0
"Doull, Bruce",-,1,-,-,-,2,,,,,,,,,,,-,-,2,,,,,,,5.0
"Fyffe, Peter",,,,,,,,,,-,-,-,-,-,,,,,,,,,,,,
"Gallagher, Adrian",,,,,,,-,-,-,-,2,1,-,-,-,1,-,-,-,-,-,-,-,-,1,5.0
"Gill, Barry",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Goold, John",,,,,,-,-,-,-,-,-,-,-,-,,,,-,-,,-,-,-,-,-,
"Hall, Kevin",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,,-,-,-,-,-,-,2.0
"Hopkins, Ted",-,-,-,-,-,-,-,-,1,-,,,1,-,-,-,,-,-,-,,,-,-,-,2.0
"Hurst, Paul",-,-,-,-,-,,,,-,,,,,,,,,,,,,,,,,
"Jackson, Syd",,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,
"Jesaulenko, Alex",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Jones, Peter",15,13,10,10,12,6,16,,,7,,6,14,5,,1,,,,12,7,5,10,12,14,175.0
"Keogh, Trevor",,,,-,-,,,,,,,,,,,,,,,,,,,,,
"Kerr, Peter",,,,,,,,,,,-,-,,,,,,,,,,,,,,
"Lawson-Smith, Gary",,,,,,,,,,3,6,-,,,,,,,,,,,,,,9.0
"Lofts, Wes",-,-,-,-,-,-,-,-,,,-,-,1,-,-,-,-,-,-,,,-,,,,1.0
"Lukas, Andrew",,,,,,,-,-,,,,,,,,,,,,,,,,,,
"McKay, David",-,-,-,-,-,-,-,7,5,3,4,3,6,7,12,7,7,9,4,3,5,4,-,-,-,86.0
"Mulcair, Barry",,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Munari, Dennis",-,-,,,,-,,-,-,-,,-,,,,-,-,,,,,-,,,,
"Nicholls, John",14,12,10,16,14,12,14,13,17,9,11,11,8,12,10,10,10,11,8,11,8,10,8,10,11,280.0
"Nicoll, Ian",-,-,-,-,-,-,-,-,-,,-,,-,,,,-,-,-,,,-,,,,
"OConnell, John",,,-,,,,,,,,,,,,,,,,,,,,,,,
"Pinnell, Phillip",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,,,,-,2.0
"Quirk, Bryan",,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,,
"Robertson, Ian",-,,-,1,,-,-,-,-,,,,,,-,-,-,1,-,-,-,,-,1,1,4.0
"Silvagni, Sergio",,,,,,,,,,,,,,,-,1,1,2,-,1,1,1,-,-,-,7.0
"Smith, Peter",,,,,,,,,,,,,,-,-,,-,,,,,,,,,
"Thornley, Bert",,-,,-,-,,,,,,-,-,-,-,-,-,,,,-,-,-,-,-,-,
"Waite, Vin",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,1,-,-,1.0
"Walls, Robert",1,1,-,,-,-,-,-,-,,,,,,1,-,1,-,-,-,-,-,-,-,-,4.0
"Walsh, Brian",-,-,,,,,,,,,,,,,,,,,,,,,,,,
Totals,31,28,20,28,26,23,30,20,23,25,26,23,31,24,23,22,19,25,18,27,21,20,19,23,28,603.0
Opponent,ES,GE,RI,NM,SK,FI,SM,CW,HW,FO,ME,ES,GE,RI,NM,SK,FI,SM,CW,HW,FO,ME,CW,SK,CW,
