Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Ball, Luke",,,,,,,,1,8,2,5,,2,2,6,2,,4,2,4,-,,1,39.0
"Beams, Dayne",,,,,,,,,,,,,,,3,3,7,7,6,3,,-,6,35.0
"Blair, Jarryd",3,4,1,3,1,-,3,4,1,2,3,1,2,2,1,,2,4,1,-,-,3,1,42.0
"Brown, Nathan",2,-,1,1,1,2,1,3,1,-,-,-,-,2,1,,1,1,1,1,2,-,1,22.0
"Clarke, Martin",1,-,1,2,1,2,1,,3,-,,,,,,,,,,,,,,11.0
"Cloke, Travis",3,5,4,8,5,3,1,3,1,,5,3,2,5,2,1,5,2,3,2,5,-,5,73.0
"Didak, Alan",,,,,,,,,,1,6,,,,,,,,,,-,5,3,15.0
"Dwyer, Sam",2,5,2,3,1,3,4,4,1,,,2,5,2,-,5,3,2,1,-,1,5,5,56.0
"Elliott, Jamie",4,3,4,3,1,1,-,4,4,2,,5,2,4,-,-,2,1,3,2,,,1,46.0
"Fasolo, Alex",,,5,2,2,,,,,,,,,,,,,,,,,,,9.0
"Frost, Jack",2,,-,,,,,,,,,,,,,,,,,,,,,2.0
"Goldsack, Tyson",1,3,1,,2,2,,,,,,,,,,1,2,4,-,1,1,-,2,20.0
"Grundy, Brodie",,,,,,,,,,,,,,,,,2,3,4,2,2,1,1,15.0
"Hudson, Ben",,,2,3,-,,,,,,,,1,3,2,1,,,,,,,,12.0
"Johnson, Ben",-,3,1,,,,,,,,,,,,,,,,,,,,,4.0
"Jolly, Darren",1,1,,,,1,1,1,3,-,3,1,,,,,,,,,,,,12.0
"Keeffe, Lachlan",,,,,,,,,,,,,,,,1,-,-,-,-,-,-,2,3.0
"Kennedy, Ben",,,,,,-,1,-,2,4,4,-,1,-,,,1,,,,7,2,,22.0
"Krakouer, Andrew",,,,,,2,4,3,2,5,,,,3,2,-,,,,,,,,21.0
"Lumumba, Heritier",5,4,3,-,1,6,2,4,4,3,4,4,2,,,,-,5,1,1,6,,4,59.0
"Lynch, Quinten",7,7,7,7,6,5,5,2,2,3,5,2,2,,,,,5,2,2,3,-,,72.0
"Macaffer, Brent",3,3,,1,-,6,1,4,2,3,5,2,3,4,4,4,1,1,2,3,3,3,-,58.0
"Martin, Kyle",,,,,,,,,,2,3,5,1,,,,,,,,,,,11.0
"Maxwell, Nick",-,2,,,,,1,-,1,2,-,2,1,2,1,2,1,2,2,1,1,6,1,28.0
"Mooney, Caolan",,,,,,,-,,,,,,,,,-,,,,,,,,
"Oxley, Adam",,,,,,,,,,,-,-,,,,,,,,,,,,
"Pendlebury, Scott",5,5,4,2,6,2,1,4,3,3,1,4,6,6,8,5,3,7,5,1,4,4,6,95.0
"Reid, Ben",-,-,1,-,1,-,4,4,2,4,3,1,,4,7,4,1,2,4,3,-,1,3,49.0
"Russell, Jordan",-,1,-,-,-,,,1,-,,,,1,,,,,,,,,1,,4.0
"Seedsman, Paul",,4,,1,5,2,4,4,4,9,7,3,2,3,3,4,,,,,6,4,4,69.0
"Shaw, Heath",,3,-,-,1,2,2,,,1,-,1,-,-,2,2,1,-,-,1,1,1,2,20.0
"Sidebottom, Steele",2,3,-,1,3,1,3,3,3,5,4,3,1,1,2,2,7,-,3,2,2,3,4,58.0
"Sinclair, Ben",3,3,1,4,-,,,,,,1,2,2,3,2,6,1,4,3,-,,,,35.0
"Swan, Dane",3,4,10,9,6,4,3,5,4,7,4,7,2,9,5,6,4,6,4,6,4,4,3,119.0
"Thomas, Dale",,,2,2,3,1,-,,,,,,,,,,,,,,,,,8.0
"Thomas, Josh",3,,,1,,3,5,5,,2,3,4,-,4,-,6,2,3,8,7,7,2,2,67.0
"Toovey, Alan",2,1,1,2,1,,,,,,,,,,,,,,,,,,,7.0
"Williams, Marley",,,,,,,,-,2,4,-,1,-,-,3,5,5,-,2,2,3,5,1,33.0
"Witts, Jarrod",,,,,,-,,-,1,,,,,-,3,-,1,,,,,,,5.0
"Young, Clinton",,,,,,,,,,,,,,2,5,,,,,,,,,7.0
Totals,52,64,51,55,47,48,47,59,54,64,66,53,38,61,62,60,52,63,57,44,58,50,58,1263.0
Opponent,NM,CA,HW,RI,ES,SK,FR,GE,SY,BL,ME,WB,PA,CA,AD,GC,GW,ES,SY,HW,WC,NM,PA,
