Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Bishop, Matthew",-,-,-,-,-,1,-,-,-,-,-,2,-,1,1,,-,1,-,-,-,-,-,-,1,7.0
"Brogan, Dean",15,16,12,20,-,21,7,13,9,22,13,25,19,17,9,20,16,5,,,7,10,20,21,11,328.0
"Burgoyne, Peter",-,-,-,-,-,-,1,-,-,,,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2.0
"Burgoyne, Shaun",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,3.0
"Carr, Josh",-,-,1,-,-,-,,,,,,-,-,-,-,-,1,-,,-,-,1,-,-,-,3.0
"Cassisi, Domenic",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Chaplin, Troy",,,,-,,,,,,,,,,,,,,,,,,,,,,
"Cochrane, Stuart",-,1,1,-,1,-,-,-,2,3,-,,2,-,-,,,-,-,-,1,-,,,,11.0
"Cornes, Chad",1,-,-,,-,1,-,2,1,1,1,-,2,2,1,4,-,1,-,1,2,-,1,2,-,23.0
"Cornes, Kane",-,2,-,-,1,1,1,-,3,-,-,-,3,-,-,-,-,1,-,1,2,-,3,-,1,19.0
"Dew, Stuart",-,-,-,,-,-,-,-,-,-,-,1,-,,-,-,-,-,-,2,,-,-,-,-,3.0
"Ebert, Brett",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,-,,,,,,,,1.0
"Hardwick, Damien",,,,,,,,,-,-,-,,,-,-,-,-,,-,1,-,1,-,-,-,2.0
"James, Roger",,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Kingsley, Adam",-,-,-,2,-,,-,,,,,-,-,-,-,-,-,-,-,-,-,,-,-,-,2.0
"Lade, Brendon",17,8,,17,22,13,15,18,13,18,8,23,9,19,17,13,11,17,32,25,19,13,10,12,13,382.0
"Mahoney, Josh",,,,-,,,,-,-,-,-,-,-,-,1,2,3,2,-,-,-,-,-,-,-,8.0
"Montgomery, Brett",-,1,1,-,-,-,,,,,,,,,,,,-,-,-,1,1,-,-,-,4.0
"Pettigrew, Michael",-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Pickett, Byron",-,,,,,,,,,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,
"Poulton, Jared",,,-,-,,-,-,-,-,-,1,1,,,,-,-,1,-,-,,,,,,3.0
"Primus, Matthew",,,11,,,,,,,,,,,,,,,,,,,,,,,11.0
"Salopek, Steven",-,-,-,-,-,-,-,-,2,-,-,,,,,,,,,,,,,,,2.0
"Schofield, Jarrad",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Surjan, Jacob",-,-,,,-,-,-,,,,,,,,,,,,,,,,,,,
"Symes, Brad",,,,,,,,-,,,,,,,,,,,,,,,,,,
"Thurstans, Toby",-,-,2,-,2,2,3,1,8,1,4,1,1,-,4,2,1,-,2,5,2,3,-,4,2,50.0
"Tredrea, Warren",-,-,-,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,4.0
"Wakelin, Darryl",,,-,2,-,3,-,2,2,1,2,-,-,-,1,-,1,1,-,-,2,-,-,-,-,17.0
"Wanganeen, Gavin",-,-,-,-,-,-,-,,,-,-,-,-,-,,,,,-,-,-,-,-,-,-,
"White, Damon",,,,,,,,-,-,,,,,,,1,-,,-,-,,,,,,1.0
"Wilson, Michael",-,-,2,-,-,-,-,1,-,1,3,-,-,-,1,-,-,,-,,-,-,-,-,-,8.0
Totals,33,28,30,42,26,43,27,37,41,47,32,53,36,39,36,43,33,30,35,37,36,29,34,40,28,895.0
Opponent,ES,WC,HW,ME,WB,CW,AD,KA,RI,GE,BL,SY,FR,SK,CA,HW,WC,ES,ME,WB,CW,AD,GE,SK,BL,
