Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Biggs, Shane",,,,,,,,-,-,,,,,,,-,-,-,1,-,2,-,-,3.0
"Bontempelli, Marcus",1,-,,1,2,-,1,-,-,,1,1,-,2,-,1,-,1,3,-,1,2,-,17.0
"Boyd, Matthew",-,-,,-,-,,-,-,-,-,-,-,1,-,-,-,-,-,-,,-,,-,1.0
"Boyd, Tom",1,-,3,2,2,-,2,-,1,-,4,1,,-,-,,,,,,,,,16.0
"Campbell, Tom",,,,,,,,,,,,,,,-,-,-,-,-,-,,,,
"Cordy, Ayce",,-,-,1,-,1,-,-,,,,,,,,,,,,,,,,2.0
"Cordy, Zaine",,,,,,,,,,,,,,,,,,,,,-,-,,
"Crameri, Stewart",-,2,1,1,2,1,2,-,,1,,,,,-,2,7,3,2,3,2,1,2,32.0
"Dahlhaus, Luke",1,-,1,1,-,1,1,1,2,-,1,-,1,2,1,1,-,-,1,-,-,1,1,17.0
"Dale, Bailey",,,,,,,1,1,-,1,1,1,,,-,1,-,-,,,,,,6.0
"Daniel, Caleb",,,,,,,,,,,,,1,-,-,1,2,1,-,-,,1,-,6.0
"Darley, Sam",,,,,,,,,,,,,,,,,,-,-,,,,,
"Dickson, Tory",2,4,-,-,-,-,7,-,4,1,2,1,1,1,3,4,4,3,3,2,2,1,5,50.0
"Goodes, Brett",-,-,-,,,1,-,-,,,,,,,,,,,,,,1,,2.0
"Grant, Jarrad",-,1,-,1,,,,,1,-,-,1,1,-,1,-,-,1,3,-,-,-,1,11.0
"Hamling, Joel",,,,,,,,,-,-,-,-,-,,,,,-,-,-,-,-,-,
"Honeychurch, Mitch",1,1,1,-,2,1,-,,,,,,-,,,,,,,,2,1,-,9.0
"Hrovat, Nathan",,,-,-,-,-,,,-,1,1,,,,,,,,,,,,,2.0
"Hunter, Lachie",,,,,,-,-,1,,,,,,-,-,1,-,-,1,-,-,-,-,3.0
"Johannisen, Jason",2,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,,,-,2,-,,7.0
"Jong, Lin",-,-,1,2,1,,-,1,-,-,,,,,,,,-,2,-,,,1,8.0
"Macrae, Jack",-,-,-,1,-,-,,,-,-,-,-,-,1,-,-,-,-,1,-,-,2,-,5.0
"McLean, Toby",,,,,,,,,,-,1,1,-,,,,,,,,,,,2.0
"Minson, Will",-,-,1,,,,,,2,-,-,-,-,-,,,,,,,,,-,3.0
"Morris, Dale",-,-,-,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,-,
"Murphy, Robert",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,,-,-,-,,-,2.0
"Pearce, Daniel",,,,,,,,,,,,,,,,,,,,-,,,,
"Picken, Liam",1,-,-,1,-,2,-,1,2,,2,1,-,-,-,-,-,1,-,,1,1,-,13.0
"Prudden, Josh",,,,,,,,,,,,,,-,-,-,-,,,,,,,
"Redpath, Jack",1,,,,,,,,,,,,-,3,1,1,-,4,2,2,-,3,2,19.0
"Roberts, Fletcher",,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,-,-,
"Roughead, Jordan",-,-,-,-,-,-,-,-,-,2,-,-,-,,-,,,,,,1,1,,4.0
"Smith, Clay",,,,1,-,-,,,,,,,,,,,,,,,,,,1.0
"Smith, Roarke",,,,,,,,,,,,,,,,,,,,-,,,,
"Stevens, Koby",,,-,-,-,1,-,-,1,1,1,-,-,-,,,,,,,,,,4.0
"Stringer, Jake",3,2,-,6,1,4,-,2,,2,5,-,3,2,1,1,4,4,4,5,1,4,2,56.0
"Talia, Michael",-,-,-,-,-,-,-,-,,,,,,2,,-,-,-,-,-,,,,2.0
"Wallis, Mitch",-,1,-,,,,-,1,1,-,3,-,1,1,2,1,1,1,1,1,-,-,-,15.0
"Webb, Lukas",,,-,-,-,-,,,-,-,-,1,,,,,,,,,-,-,,1.0
"Wood, Easton",1,1,,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0
Totals,14,12,8,18,11,13,14,9,16,9,22,9,9,14,9,15,19,19,24,13,14,19,14,324.0
Opponent,WC,RI,HW,AD,SY,SK,FR,ME,GW,PA,BL,SK,CA,GC,GE,CW,ES,PA,ME,WC,NM,BL,AD,
