Player,R1,R2,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Baker, Oskar",,,,,,,,,,,,,,,-,2,-,2.0
"Bedford, Toby",-,,,,,,,,,,,,,,-,,,
"Bennell, Harley",,-,,,1,1,-,,1,,,,,,,,,3.0
"Brayshaw, Angus",-,-,2,-,-,-,-,-,-,1,1,-,-,1,,,,5.0
"Brown, Mitch",-,,,,,,,,,,,,1,1,,-,-,2.0
"Fritsch, Bayley",-,1,1,2,2,2,2,-,2,2,2,1,,-,1,1,3,22.0
"Gawn, Max",-,-,-,-,-,-,-,-,-,,,,1,-,-,-,-,1.0
"Hannan, Mitch",,,-,3,1,2,-,-,,1,,-,-,,,,,7.0
"Harmes, James",-,-,-,-,1,-,-,-,-,-,-,-,,1,,,,2.0
"Hibberd, Michael",-,,-,-,1,-,-,-,-,-,-,-,-,,-,,-,1.0
"Hunt, Jayden",,3,1,-,,,,,,,,,,,1,1,4,10.0
"Jackson, Luke",,-,,,,1,-,-,2,-,,,,,,,,3.0
"Jetta, Neville",-,-,,,-,-,-,,,,,,,,,-,,
"Jones, Nathan",,-,,,,,1,-,-,-,-,,-,-,,,,1.0
"Langdon, Ed",-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2.0
"Lever, Jake",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Lockhart, Jay",-,,-,-,-,-,-,-,-,,-,-,,,,,,
"May, Steven",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1.0
"McDonald, Oscar",-,,,,-,-,-,-,,,,,-,-,,,,
"McDonald, Tom",2,-,1,1,-,,,-,,1,1,1,,,,,,7.0
"Melksham, Jake",1,-,-,2,1,1,3,1,2,1,2,1,-,-,-,-,-,15.0
"Neal-Bullen, Alex",1,2,,,,,,,-,,,,,1,-,1,2,7.0
"Oliver, Clayton",-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,3.0
"Petracca, Christian",-,2,1,-,2,1,-,1,-,1,1,-,4,-,-,1,1,15.0
"Pickett, Kysaiah",2,,-,-,-,2,-,-,,1,1,-,-,,-,1,-,7.0
"Preuss, Braydon",,,,,,,,,,,-,-,,,-,,,
"Rivers, Trent",,-,-,-,,,,,,-,,,-,-,-,2,-,2.0
"Salem, Christian",,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,2.0
"Smith, Joel",,-,-,-,,,,,,,,,,-,-,-,-,
"Spargo, Charlie",-,,,,,,,,,1,3,1,-,1,,2,-,8.0
"Sparrow, Tom",,,,,,,,-,-,1,1,-,,,,,,2.0
"Tomlinson, Adam",-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,
"Vandenberg, Aaron",,,-,-,-,-,,,-,-,-,-,-,,1,-,-,1.0
"Viney, Jack",1,-,-,-,-,1,1,-,2,,-,-,-,-,-,-,-,5.0
"Wagner, Josh",,,,,,,,,,,,,-,-,,,,
"Weideman, Sam",,,,,2,3,-,2,3,2,2,2,2,-,1,-,-,19.0
Totals,7,8,6,8,12,14,7,4,13,13,16,7,8,6,4,12,10,155.0
Opponent,WC,CA,GE,RI,GC,HW,BL,PA,AD,NM,CW,WB,SK,SY,FR,GW,ES,
