Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,PF,GF,Tot
"Bone, Michael",1,1,2,-,1,2,1,1,-,-,2,2,1,-,1,1,-,-,-,-,1,17.0
"Boyne, Peter",,,,,,,,-,,,-,,,,,,,,,,,
"Chapman, Bert",,,-,,,-,,,1,4,2,1,-,-,1,-,,1,-,-,-,10.0
"Dalton, Denis",,,,,,,,-,,,,-,,,-,2,-,,,1,1,4.0
"Erwin, Mick",,-,1,1,-,,-,,,,,,,-,,,,,,,,2.0
"Farmer, Bob",,,,,,,1,1,-,,,,,,,,,,,,,2.0
"Fellowes, Graeme",,,,,,,,,,,,,,-,-,-,,,,,,
"Gabelich, Ray",-,-,-,-,-,-,-,-,-,-,,,-,-,,-,-,-,-,-,2,2.0
"Graham, Ian",1,3,2,-,-,-,2,-,1,5,2,4,1,2,1,2,5,6,1,3,1,42.0
"Gray, Brian",,-,,,,,,,,-,-,,,,,,-,-,-,,,
"Henderson, John",1,,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Hill, Laurie",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Hug, Ernie",,-,-,,,,,,,,,,,,,,,,,,,
"Hutchesson, Errol",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
"Jenkin, Graeme",,,,,,,-,-,-,,,,,,,,,,,,,
"Knox, John",-,,,,,,,,,,,,,,,,,,,,,
"Longmire, Robert",-,-,,,,,,,,,,,,,,,,,,,,
"Mahon, John",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1.0
"Marshall, Peter",,,,,,,,,,,,,-,,,,,-,-,,,
"McLean, Kevin",,,,-,,,,,,-,,-,,,-,,-,,-,1,-,1.0
"Norman, David",2,-,1,4,4,4,6,1,-,,1,1,3,5,3,2,-,2,-,1,-,40.0
"Poore, Alan",,,,-,-,,,,,-,,,,,,,,,,,,
"Potter, Ted",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Reeves, Ron",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,
"Roper, Warren",-,-,-,-,-,-,,,,,,,,,,,,,,,,
"Rose, Kevin",-,-,-,2,1,-,1,-,-,-,-,1,-,1,-,1,-,1,1,-,-,9.0
"Steer, Trevor",-,1,,,,,,-,,-,-,-,-,,-,-,1,-,-,-,1,3.0
"Tuddenham, Des",,,,,-,1,-,-,-,2,2,4,-,3,2,1,1,2,2,-,1,21.0
"Turner, Ken",-,-,1,1,,-,1,-,-,,1,-,-,-,1,1,-,-,-,-,-,6.0
"Urquhart, Max",1,-,-,-,-,-,1,-,1,-,1,-,-,1,1,-,1,-,-,-,-,7.0
"Vise, Julian",,,1,-,2,-,-,,,,,,,,,,,,,,,3.0
"Wadham, Paul",,,,,-,-,2,1,-,1,-,-,1,1,2,1,-,-,-,-,,9.0
"Waters, Terry",2,-,2,4,4,3,7,3,5,1,1,-,2,1,,,1,2,2,1,1,42.0
"Watt, Ricky",-,,,,,,,,,,,,,,,,,,,-,-,
"Willett, Ray",6,1,1,-,-,1,,,,,,,,,,,,,,,,9.0
"Wright, Duncan",,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Totals,14,6,11,12,12,11,22,7,8,13,12,13,8,14,12,12,9,14,6,7,8,231.0
Opponent,FI,GE,FO,SM,CA,ES,NM,RI,ME,HW,SK,FI,GE,FO,SM,CA,ES,NM,ME,GE,ME,
