Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,PF,GF,Tot
"Adams, Taylor",-,-,-,,,,-,-,-,-,-,-,-,1,-,-,-,-,-,3,2,-,-,-,-,-,6.0
"Aish, James",-,-,-,-,-,-,,,,,,,,,,,,,,-,-,-,-,-,-,-,
"Appleby, Flynn",,,,,,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,,
"Blair, Jarryd",,,,,,-,-,,,,,,,,,,,,,,,,,,,,
"Broomhead, Tim",,-,,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Callum",,-,-,-,-,-,,-,,,,,,,,,,-,-,,,,,,,,
"Cox, Mason",-,,-,-,-,-,-,-,-,-,-,3,-,-,-,,-,-,-,-,-,-,-,-,-,-,3.0
"Crisp, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Crocker, Ben",-,-,-,-,-,,-,-,,,,,,-,-,-,,,,,,,,,,,
"Daicos, Josh",,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Dunn, Lynden",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
"Fasolo, Alex",,,,,,,,,-,,,,,,,,,,,,,,,,,,
"Goldsack, Tyson",,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,
"Greenwood, Levi",,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,
"Grundy, Brodie",-,-,2,1,1,-,-,-,-,2,1,-,-,3,-,-,1,1,2,-,3,-,-,-,-,-,17.0
"Hoskin-Elliott, Will",-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Howe, Jeremy",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,-,-,-,
"Langdon, Tom",-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1.0
"Madgen, Jack",,,,,,,,,,,,,,,,,,,-,-,-,-,,,,,
"Maynard, Brayden",-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Mayne, Chris",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Mihocek, Brody",,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Moore, Darcy",-,-,,,,,-,-,,,,,,,,-,,-,-,,,,,,,,
"Murphy, Nathan",,,,,,,,,,,,,,,,,,,,,-,-,,,,,
"Murray, Sam",-,-,-,-,-,-,-,-,-,,,,,,,,-,-,-,-,,,,,,,
"Oxley, Adam",,,,,,,,,,,,,,,,,,,,-,-,-,,,,,
"Pendlebury, Scott",-,2,-,-,-,-,-,,1,1,-,-,3,-,-,-,3,3,-,-,-,2,-,-,-,-,15.0
"Phillips, Tom",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Reid, Ben",-,,-,-,-,-,,,,-,,,,,,,,,,,,,,,,,
"Scharenberg, Matt",,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,,,,,,,2.0
"Sidebottom, Steele",-,-,3,3,3,-,1,-,3,-,3,1,-,-,3,-,-,-,-,-,1,3,-,-,-,-,24.0
"Sier, Brayden",,,,,,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,-,
"Smith, Josh",-,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stephenson, Jaidyn",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2.0
"Thomas, Josh",-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Treloar, Adam",-,-,-,2,2,1,-,-,-,3,-,-,-,,,,,,,,,,-,-,-,-,8.0
"Varcoe, Travis",-,-,-,-,-,,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,
"Wells, Daniel",,,,,,,,-,-,,-,-,,,,,,,,,,,,,,,
"de Goey, Jordan",,,,-,-,-,3,-,2,-,-,2,-,-,2,-,2,,,1,-,-,-,-,-,-,12.0
Totals,0,2,6,6,6,1,4,2,6,6,6,6,4,6,5,0,6,4,3,6,6,5,0,0,0,0,96.0
Opponent,HW,GW,CA,AD,ES,RI,BL,GE,SK,WB,FR,ME,CA,GC,ES,WC,NM,RI,SY,BL,PA,FR,WC,GW,RI,WC,
