Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,PF,GF,Tot
"Adams, Taylor",-,-,1,,,,-,1,-,-,1,2,-,2,1,2,-,-,-,-,-,1,1,-,-,-,12.0
"Aish, James",-,-,-,-,-,-,,,,,,,,,,,,,,-,-,-,-,-,-,-,
"Appleby, Flynn",,,,,,-,1,-,-,-,-,,-,-,-,,,,,,,,,,,,1.0
"Blair, Jarryd",,,,,,-,-,,,,,,,,,,,,,,,,,,,,
"Broomhead, Tim",,-,,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Callum",,-,4,1,-,-,,-,,,,,,,,,,-,-,,,,,,,,5.0
"Cox, Mason",-,,-,-,-,-,-,-,-,-,-,-,-,1,-,,-,-,-,-,-,-,-,-,-,-,1.0
"Crisp, Jack",-,1,1,2,2,-,-,3,-,1,-,4,-,1,2,2,-,2,-,-,-,1,-,-,-,-,22.0
"Crocker, Ben",-,-,-,-,1,,-,-,,,,,,-,-,-,,,,,,,,,,,1.0
"Daicos, Josh",,,,,,,,,,-,-,-,-,-,-,-,2,1,-,,,,,,,,3.0
"Dunn, Lynden",-,-,-,-,-,1,-,-,2,-,-,-,-,-,,,,,,,,,,,,,3.0
"Fasolo, Alex",,,,,,,,,-,,,,,,,,,,,,,,,,,,
"Goldsack, Tyson",,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,
"Greenwood, Levi",,,,,,,,,,-,1,-,-,,-,1,-,-,-,-,-,-,2,-,-,-,4.0
"Grundy, Brodie",-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,3,-,-,-,1,-,-,-,-,1,8.0
"Hoskin-Elliott, Will",-,-,-,2,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,6.0
"Howe, Jeremy",-,-,-,-,-,2,-,-,-,-,,-,-,-,-,-,-,-,,,,,-,-,-,-,2.0
"Langdon, Tom",-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Madgen, Jack",,,,,,,,,,,,,,,,,,,-,-,-,-,,,,,
"Maynard, Brayden",-,1,-,-,-,-,,,,,2,1,-,1,-,2,-,-,-,-,-,-,-,-,-,1,8.0
"Mayne, Chris",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1.0
"Mihocek, Brody",,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Moore, Darcy",-,-,,,,,-,-,,,,,,,,-,,-,-,,,,,,,,
"Murphy, Nathan",,,,,,,,,,,,,,,,,,,,,-,-,,,,,
"Murray, Sam",2,1,3,-,-,-,1,2,-,,,,,,,,-,2,-,2,,,,,,,13.0
"Oxley, Adam",,,,,,,,,,,,,,,,,,,,-,-,-,,,,,
"Pendlebury, Scott",-,-,1,-,-,-,-,,-,-,-,2,-,1,-,-,2,1,-,-,-,-,-,-,-,-,7.0
"Phillips, Tom",1,1,1,-,-,-,1,-,-,-,1,-,2,1,-,3,1,-,-,-,-,-,-,-,-,1,13.0
"Reid, Ben",-,,-,-,-,1,,,,-,,,,,,,,,,,,,,,,,1.0
"Scharenberg, Matt",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
"Sidebottom, Steele",-,-,-,-,1,-,2,4,-,-,-,3,2,-,2,-,-,1,-,-,-,-,-,1,2,1,19.0
"Sier, Brayden",,,,,,,,,,,,,,-,-,-,-,,-,-,-,-,-,-,-,-,
"Smith, Josh",-,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stephenson, Jaidyn",-,-,-,-,1,1,-,-,-,3,-,1,-,-,-,-,1,3,-,-,-,-,-,-,-,-,10.0
"Thomas, Josh",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,2.0
"Treloar, Adam",1,2,3,-,3,1,1,3,-,2,-,-,3,,,,,,,,,,-,-,-,-,19.0
"Varcoe, Travis",-,-,-,-,1,,-,-,1,-,,,,,,-,-,-,-,-,-,-,-,-,-,-,2.0
"Wells, Daniel",,,,,,,,-,-,,-,-,,,,,,,,,,,,,,,
"de Goey, Jordan",,,,-,-,-,-,-,-,-,1,4,1,1,1,-,-,,,-,-,-,-,-,-,1,9.0
Totals,4,6,14,6,9,6,6,15,4,8,6,17,8,8,6,10,9,11,0,2,2,2,3,1,4,5,172.0
Opponent,HW,GW,CA,AD,ES,RI,BL,GE,SK,WB,FR,ME,CA,GC,ES,WC,NM,RI,SY,BL,PA,FR,WC,GW,RI,WC,
