Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,Tot
"Andrews, Gareth",1,3,5,1,-,,-,-,3,1,1,1,1,,2,2,2,4,2,29.0
"Barr, Alan",,,-,-,,,,,,,,,,-,-,,,-,,
"Brown, David",,,,,,,,,,,,,,2,-,-,2,1,1,6.0
"Brushfield, Brian",,,-,-,,1,,,,,,,,,,,,,,1.0
"Closter, Wayne",-,,,-,-,,-,-,-,-,-,-,-,,,-,-,-,-,
"Devine, John",-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Eales, Colin",1,-,-,1,2,,,,,-,-,1,,,,,,,,5.0
"Farman, Terry",,,,,,,,,-,,-,1,-,1,-,,,,-,2.0
"Farmer, Graham",-,1,2,-,1,-,-,-,1,-,,2,2,-,-,-,-,2,1,12.0
"Fox, John",-,-,,,-,-,-,-,-,-,1,,,-,-,-,-,,-,1.0
"Goggin, Bill",3,-,1,1,-,2,1,1,3,2,,3,-,1,-,1,3,-,-,22.0
"Goodland, Ken",-,-,-,-,-,,,,,,,,,,,,,,,
"Graham, Ricky",,,,,-,1,-,,,,,,-,,,,-,-,,1.0
"Hamer, Garry",-,-,,,,-,-,-,,,1,-,,,,,-,,,1.0
"Hosking, Ron",,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1.0
"Hunter, Graham",,,,,,2,2,-,-,,,,,,,,,,,4.0
"Hynes, Gordon",-,-,,,,,,,,-,1,,,,,,,2,1,4.0
"Lord, Alistair",,,,,,3,2,1,-,1,-,,,1,-,1,3,,,12.0
"Marshall, Denis",-,-,1,-,,4,-,2,-,-,-,-,-,-,-,-,,,-,7.0
"Newland, Ken",,,,,,,,,,,,-,-,,,,-,3,-,3.0
"Newman, Sam",-,1,1,1,1,-,-,1,1,1,-,1,-,1,-,2,-,5,1,17.0
"Polinelli, Tony",-,1,-,-,-,1,-,2,1,-,-,1,2,1,-,1,2,-,1,13.0
"Reid, Gordon",,,,,,,,,,,,,,1,-,-,,,,1.0
"Rosenow, Geoff",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,
"Ryan, Bill",-,,1,1,2,,,,,,,-,-,,,2,3,1,1,11.0
"Scott, Ian",-,-,-,-,-,-,,-,-,-,-,-,-,,,,,,,
"Sharrock, John",-,2,1,-,1,-,4,3,-,-,1,-,1,2,1,1,,,,17.0
"Teasdale, Alan",-,-,-,,,,,,,,,,,3,-,1,-,-,,4.0
"Vinar, Paul",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,1,-,-,1.0
"Wade, Doug",,,,,-,4,3,3,4,4,4,-,3,3,,,,,,28.0
"Walker, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Watts, John",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Yeates, John",,,,,,,,,,,,,,-,-,-,-,-,-,
Totals,5,8,12,6,7,19,12,14,13,9,9,10,9,16,3,11,16,18,8,205.0
Opponent,FO,CA,NM,CW,ME,FI,HW,SK,SM,RI,ES,FO,CA,NM,CW,ME,FI,HW,ES,
