Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Beams, Ben",,,,,1,-,-,2,-,,,,,1,,,,,,,,,,,-,4.0
"Brown, Nathan",,,,,,,,,-,-,-,-,-,,,,-,-,-,-,,,,,,
"Bruce, Cameron",1,4,1,-,-,-,3,1,1,2,-,,1,-,,,1,,,1,-,4,2,-,,22.0
"Chisholm, Scott",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Collins, Matthew",,,1,,,,,,,,,-,-,-,-,-,,-,-,-,-,-,-,-,-,1.0
"Cook, James",2,6,-,,,,,,,,,,,,,,,,,,,,,,,8.0
"Farmer, Jeff",2,1,3,5,1,4,7,,,3,2,1,-,9,7,2,1,4,2,8,-,3,-,8,3,76.0
"Febey, Matthew",,,,,,,,,,,,-,-,,,,,,,,,,,,,
"Febey, Steven",2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,2.0
"Godfrey, Simon",,,,,,,,,,,,,,,,,,,,-,-,,,,,
"Green, Brad",,2,-,4,1,-,1,1,-,,,1,,,-,-,3,-,3,3,1,2,4,1,1,28.0
"Grgic, Brent",1,1,-,3,2,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,1,-,1,-,9.0
"Hopgood, Paul",,,,,,,,,,,,,,,,,,,,,-,,,,,
"Ingerson, Anthony",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Johnstone, Travis",2,,,,,,,,,,,,-,2,2,2,-,1,2,1,1,2,-,-,-,15.0
"Leoncelli, Andrew",-,-,3,-,-,1,1,-,-,2,-,1,1,2,-,1,-,,-,-,1,1,1,-,-,15.0
"McDonald, Anthony",-,1,-,-,-,-,-,3,-,1,-,-,1,-,-,-,-,1,1,1,1,-,1,-,-,11.0
"McDonald, James",-,-,-,1,2,-,-,-,-,1,-,,,-,1,-,-,2,-,,,,,,,7.0
"Neitz, David",-,-,-,1,-,1,-,-,2,-,-,2,1,1,1,,,,,3,5,2,1,2,2,24.0
"Nicholson, Alistair",-,-,,-,-,,,,,,,-,,,-,-,-,-,-,-,-,-,-,-,-,
"Pitt, Steven",,,,,,,,-,,,,,,,,-,2,,,,,,,,,2.0
"Powell, Stephen",-,-,1,3,-,-,2,1,2,-,1,-,-,1,1,3,1,-,2,2,1,2,2,4,3,32.0
"Rigoni, Guy",-,1,-,-,-,1,-,-,-,-,-,1,-,-,2,1,-,-,-,-,1,1,-,-,-,8.0
"Robertson, Russell",1,4,1,4,1,2,2,1,3,1,3,1,-,3,1,2,2,3,1,1,-,2,-,3,2,44.0
"Schwarz, David",-,2,2,1,3,2,1,4,1,-,-,1,2,2,-,1,-,1,2,3,-,-,2,1,-,31.0
"Seecamp, Marcus",,-,1,-,,-,,,,,,,,,,,,,,,,,,,,1.0
"Simmonds, Troy",-,-,1,-,-,-,-,-,-,-,-,-,-,-,,,,1,1,-,-,-,-,-,-,3.0
"Walsh, Peter",-,1,-,-,1,-,1,-,-,-,-,-,1,-,1,1,,-,-,-,-,-,1,-,-,7.0
"Ward, Daniel",,,,,,,,,,,,,,,,,,-,,-,-,-,-,-,-,
"Wheatley, Paul",,-,,,,,1,1,1,-,-,,,-,1,-,-,-,-,,,,,,,4.0
"Whelan, Matthew",,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
"White, Jeff",-,,-,-,-,-,1,-,2,3,-,4,1,-,1,-,1,1,1,-,-,-,-,1,-,16.0
"Williams, Luke",,,,,,,,,,-,-,,,,,,,,,,,,,,,
"Woewodin, Shane",-,-,2,1,-,1,-,2,-,-,1,-,-,-,-,1,3,3,-,-,4,1,-,1,-,20.0
"Yze, Adem",2,-,1,2,2,-,-,1,1,2,1,1,1,1,4,2,-,2,2,2,3,5,1,1,-,37.0
Totals,13,23,17,25,14,12,20,17,13,15,8,13,9,22,22,16,14,19,17,25,18,26,15,23,11,427.0
Opponent,RI,KA,SY,SK,FR,GE,WC,PA,ES,BL,AD,WB,CA,CW,HW,RI,KA,SY,SK,FR,GE,WC,CA,KA,ES,
