Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,GF,Tot
"Bailey, Bret",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,,,,,,,,
"Campbell, Tony",-,-,-,-,-,-,1,-,-,-,,-,,,,-,-,-,-,-,-,,,,,,1.0
"Chiron, Dean",,,,,,,-,-,-,,,,,-,-,-,-,,,,,,,,,,
"Dean, Warren",-,-,-,-,-,-,,,,,,,,,,,,,,-,,,,,,,
"Duursma, Jamie",,,,,,,-,-,-,,-,-,,-,1,,,,,,1,1,-,1,2,-,6.0
"Eishold, Simon",-,-,-,-,-,-,,,,,,,,,,,,,,-,,,,,,,
"Febey, Steven",,,,,,,-,-,-,-,-,-,-,,-,,-,,,-,,,,,-,-,
"Fidge, Ted",,,,,,,,,,-,,,,,,,,,,,,,,,,,
"Flintoff, David",,,,,,,,,-,,,,-,-,-,,,,-,-,-,,,,-,-,
"Grinter, Rod",-,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,2.0
"Healy, Greg",-,-,-,-,-,-,-,-,,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,
"Hughes, Danny",-,-,-,-,-,2,-,,,1,2,2,-,,,-,-,,,,,-,-,-,-,2,9.0
"Jackson, Ricky",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Johnson, Alan",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Koop, Doug",,,-,-,-,,,,,,,,,,,,,,,-,-,,-,-,,,
"Lovell, Andy",,,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"Lovett, Brett",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Lyon, Garry",-,-,-,-,-,-,,,-,-,-,,1,-,,1,-,-,-,3,-,-,-,-,1,-,6.0
"Newport, Stephen",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,,-,-,-,-,-,1.0
"ODwyer, Steven",19,15,9,10,16,10,9,9,9,15,13,14,8,11,12,13,7,15,15,17,,10,7,13,10,,286.0
"Payne, Paul",-,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rohde, Peter",,,,,,-,-,-,-,,,,,,,,,,,-,-,-,,,,,
"Spalding, Earl",-,-,1,-,2,-,,,,-,-,-,-,-,-,-,1,-,-,,1,-,-,1,1,1,8.0
"Sparks, Bradley",,,,,,,,,,,,,,,,,,-,,,,,,,,,
"Stretch, Steven",2,1,1,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.0
"Stynes, Jim",15,10,8,13,2,9,8,7,4,11,5,3,7,9,6,6,7,7,7,8,9,4,10,4,5,12,196.0
"Viney, Jay",,,,,,,,,,,,,,,,,,-,-,,-,,,,,,
"Viney, Todd",,,,,,,,-,,,,-,-,-,-,-,,-,-,,,-,-,-,,1,1.0
"Wight, Sean",-,2,1,2,-,-,-,-,1,-,1,1,-,1,1,1,-,-,-,-,1,-,-,1,-,-,13.0
"Williams, David",-,-,,,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,1,-,1.0
"Wilson, Brian",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,-,-,-,-,-,-,2.0
"Yeats, Graeme",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
Totals,36,28,20,26,20,21,19,16,14,28,21,21,16,22,20,21,15,24,22,28,13,15,17,20,20,17,540.0
Opponent,RI,FO,GE,BB,SY,ES,HW,FI,SK,CW,WC,NM,CA,GE,SY,CW,HW,WC,RI,FO,ES,CA,WC,CW,CA,HW,
