Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,Tot
"Berry, Sam",-,-,Off,,,,,,,On,,,,,,1/1
"Brown, Tyler",On,,,,,,,,,,,,,,,1/0
"Butts, Jordon",-,,-,Off,-,Off,-,-,-,-,-,-,-,-,Off,0/3
"Crouch, Matt",,,,,,,,On,,,,,,,,1/0
"Dawson, Jordan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Doedee, Tom",-,-,-,-,-,-,-,-,-,,-,Off,,,,0/1
"Fogarty, Darcy",-,-,,,-,-,-,-,-,-,-,-,-,-,-,
"Gollant, Lachlan",,,-,-,,,,,,-,,,,,,
"Himmelberg, Elliott",-,-,,,,,,,,-,,,,,,
"Hinge, Mitch",-,-,-,-,-,-,-,-,-,Off,,-,-,-,-,0/1
"Jones, Chayce",,,On,-,-,-,-,-,-,-,-,-,-,-,-,1/0
"Keays, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Laird, Rory",-,-,-,-,-,-,-,-,Off,-,-,-,-,-,-,0/1
"McAdam, Shane",-,,,,,,,,,,,,,,,
"McHenry, Ned",,,,-,On,On,,,On,,-,On,On,On,-,6/0
"Michalanney, Max",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Milera, Wayne",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Murphy, Lachlan",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Murray, Nick",Off,-,-,-,-,-,-,Off,,-,-,-,Off,Off,-,0/4
"OBrien, Reilly",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Parnell, Patrick",,Off,,,,,,,-,-,On,,,,,1/1
"Pedlar, Luke",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"Rachele, Josh",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Rankine, Izak",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Schoenberg, Harry",-,-,,On,,,On,,,,,,,,,2/0
"Sholl, Lachlan",,-,-,-,-,-,-,-,-,-,-,-,-,-,On,1/0
"Sloane, Rory",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Smith, Brodie",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,
"Soligo, Jake",-,-,-,-,Off,-,Off,-,-,-,-,-,-,-,-,0/2
"Thilthorpe, Riley",,On,-,-,-,-,-,-,-,,-,-,-,-,-,1/0
"Walker, Taylor",-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Worrell, Josh",,,,,,,,,,,Off,,-,-,-,0/1
Totals,,,,,,,,,,,,,,,,
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,CW,NM,
