Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R17,R18,QF,SF,PF,GF,Tot
"Aarts, Jake",,,,,-,-,-,-,-,-,-,-,-,-,1,-,-,-,,,,1.0
"Astbury, David",-,-,-,-,,,,,,,,,,,,,-,-,-,-,-,
"Baker, Liam",-,-,,-,-,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,3.0
"Balta, Noah",,,,,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Bolton, Shai",-,-,-,-,,-,3,-,-,-,-,-,3,-,-,3,,-,-,-,-,9.0
"Broad, Nathan",-,-,-,-,-,-,-,-,-,-,-,-,,,-,,,,-,-,-,
"Caddy, Josh",-,,-,-,-,-,-,,,,-,,,,,,-,,,,,
"Castagna, Jason",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Chol, Mabior",,,,,-,-,-,-,-,-,-,-,-,,,,-,-,,,,
"Cotchin, Trent",-,-,-,-,-,,,,-,-,,2,-,3,-,-,-,-,-,-,-,5.0
"Dow, Thomson",,,,,,,,,,,,,,-,-,,,,,,,
"Edwards, Shane",-,-,-,-,-,,,,,,,,,,,,1,-,-,-,-,1.0
"Eggmolesse-Smith, Derek",,,,,,-,2,-,-,-,-,,,,,,,,,,,2.0
"Graham, Jack",-,-,-,,,-,-,-,,,,-,-,-,3,-,-,-,-,-,-,3.0
"Grimes, Dylan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Higgins, Jack",,-,-,-,-,-,-,-,-,-,,,,,-,,,,,,,
"Houli, Bachar",,-,-,-,-,,,,,,,,-,1,-,-,-,-,-,-,-,1.0
"Lambert, Kane",-,-,-,-,3,3,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,6.0
"Lynch, Tom",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,
"Markov, Oleg",,,,,,,,,-,,,-,-,-,-,-,,,,,,
"Martin, Dustin",2,-,,-,-,-,-,2,3,3,-,-,1,-,-,1,3,-,-,-,-,15.0
"McIntosh, Kamdyn",,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Naish, Patrick",,,,,,,,-,,,,,,,,,,,,,,
"Nankervis, Toby",-,,,-,-,,,,,,,,,-,-,-,-,-,-,-,-,
"Pickett, Marlion",-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Prestia, Dion",3,-,-,-,-,,,,,,,,,,,,,-,-,-,-,3.0
"Riewoldt, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2.0
"Rioli, Daniel",-,-,-,,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,
"Ross, Jack",,,-,-,,,,,-,-,-,,,,,-,-,,,,,
"Short, Jayden",-,-,-,-,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,3.0
"Soldo, Ivan",-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,,,,,,
"Stack, Sydney",-,-,-,-,,,,,-,-,-,-,-,,,,,,,,,
"Vlastuin, Nick",-,-,-,-,-,-,-,-,,-,-,1,-,-,-,-,-,-,-,-,-,1.0
Totals,5,0,0,0,3,4,6,2,4,5,0,3,4,4,6,6,4,0,0,0,0,56.0
Opponent,CA,CW,HW,SK,ME,SY,NM,GW,WB,BL,PA,GC,ES,WC,FR,GE,AD,BL,SK,PA,GE,
