Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Acres, Blake",,,,,,-,-,-,,,,,,-,-,-,-,
"Aish, James",-,1,-,1,-,-,-,-,,-,-,-,-,-,-,-,-,2.0
"Banfield, Bailey",-,-,,,,-,-,-,,,,,,,,,,
"Bewley, Brett",-,-,-,-,-,-,-,-,-,-,-,,-,,,,,
"Blakely, Connor",,,,,,,,,-,-,-,-,-,,,,,
"Brayshaw, Andrew",2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3.0
"Cerra, Adam",1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3.0
"Colyer, Travis",2,-,-,-,,-,-,,-,-,,,,,,,-,2.0
"Conca, Reece",-,-,-,-,-,,,-,-,-,-,-,-,-,-,,-,
"Cox, Brennan",-,-,-,,,,-,,-,-,-,-,-,-,-,-,-,
"Crowden, Mitch",-,,,,,,,,-,-,-,-,-,-,-,-,1,1.0
"Darcy, Sean",-,-,,,-,2,-,-,-,1,-,-,1,-,1,-,1,6.0
"Duman, Taylin",-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Frederick, Michael",,,,,,,-,1,1,1,1,-,,-,1,1,-,6.0
"Fyfe, Nat",-,1,1,-,,-,,,-,1,-,-,-,1,1,1,-,6.0
"Henry, Liam",,,,,,,,,,,,-,1,,,,2,3.0
"Hill, Stephen",,,,-,-,-,-,,,-,-,-,-,-,-,-,-,
"Hogan, Jesse",,,-,1,-,,,,,,,,,2,-,-,1,4.0
"Hughes, Ethan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Lobb, Rory",-,-,-,-,-,-,1,1,-,1,-,1,-,-,1,-,1,6.0
"Logue, Griffin",-,-,-,-,-,,,,,,,,,,,,,
"Matera, Brandon",,-,1,1,,,,1,-,,,,,,,,,3.0
"McCarthy, Cam",1,,,,,,,,,,,,,,,,,1.0
"Mundy, David",,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Ryan, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Schultz, Lachie",-,1,1,-,1,2,-,-,-,-,-,-,1,-,-,1,-,7.0
"Serong, Caleb",,,,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1.0
"Sturt, Sam",-,,-,,-,,,,,,,,,,,,,
"Taberner, Matthew",2,3,-,-,2,-,-,-,-,1,-,-,-,1,3,1,,13.0
"Tucker, Darcy",-,-,-,-,1,1,-,-,,,,,,,,,,2.0
"Walters, Michael",-,-,1,-,-,-,-,-,,,1,1,1,-,1,2,,7.0
"Watson, Tobe",,,,,,,,-,-,,,,,,,-,,
"Wilson, Nathan",,,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Young, Hayden",,-,-,-,-,-,,,,,,,,,,,,
Totals,8,6,4,3,5,5,1,3,1,5,2,3,4,5,10,7,6,78.0
Opponent,ES,BL,PA,GC,AD,SK,WC,GE,CW,HW,CA,SY,GW,RI,ME,NM,WB,
