Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Acres, Blake",,,,,,-,-,-,,,,,,-,-,1,-,1.0
"Aish, James",1,1,1,1,1,-,-,-,,1,1,-,-,-,-,-,-,7.0
"Banfield, Bailey",-,-,,,,1,-,1,,,,,,,,,,2.0
"Bewley, Brett",-,-,1,-,-,-,1,-,1,-,-,,-,,,,,3.0
"Blakely, Connor",,,,,,,,,-,-,-,-,-,,,,,
"Brayshaw, Andrew",-,1,-,-,1,1,-,-,-,1,-,-,-,-,-,1,-,5.0
"Cerra, Adam",-,1,-,-,-,-,1,-,1,1,-,-,-,-,-,-,1,5.0
"Colyer, Travis",-,-,-,-,,4,-,,1,-,,,,,,,-,5.0
"Conca, Reece",-,-,1,-,-,,,-,-,1,-,1,-,-,-,,-,3.0
"Cox, Brennan",-,-,-,,,,-,,-,-,-,-,-,-,-,-,-,
"Crowden, Mitch",1,,,,,,,,2,-,-,-,-,-,-,1,-,4.0
"Darcy, Sean",-,-,,,1,1,-,-,-,-,-,1,-,-,-,-,1,4.0
"Duman, Taylin",-,-,,,1,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Frederick, Michael",,,,,,,-,-,-,-,-,-,,-,-,-,-,
"Fyfe, Nat",-,1,-,-,,-,,,-,-,1,2,1,1,-,1,-,7.0
"Henry, Liam",,,,,,,,,,,,-,-,,,,1,1.0
"Hill, Stephen",,,,-,-,-,-,,,-,-,-,-,-,-,-,-,
"Hogan, Jesse",,,-,1,1,,,,,,,,,-,-,-,-,2.0
"Hughes, Ethan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Lobb, Rory",1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,5.0
"Logue, Griffin",-,-,-,-,-,,,,,,,,,,,,,
"Matera, Brandon",,-,-,-,,,,-,1,,,,,,,,,1.0
"McCarthy, Cam",-,,,,,,,,,,,,,,,,,
"Mundy, David",,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,3.0
"Ryan, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1.0
"Schultz, Lachie",-,-,-,-,-,-,-,-,1,1,-,-,1,1,1,-,-,5.0
"Serong, Caleb",,,,-,1,-,-,-,-,1,-,-,1,-,-,-,1,4.0
"Sturt, Sam",-,,-,,1,,,,,,,,,,,,,1.0
"Taberner, Matthew",-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,2,,5.0
"Tucker, Darcy",2,-,-,-,-,-,-,-,,,,,,,,,,2.0
"Walters, Michael",2,-,-,-,-,-,2,-,,,-,-,1,-,-,2,,7.0
"Watson, Tobe",,,,,,,,-,-,,,,,,,-,,
"Wilson, Nathan",,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Young, Hayden",,-,-,1,-,-,,,,,,,,,,,,1.0
Totals,7,5,4,3,7,9,4,1,8,6,2,5,4,3,2,10,5,85.0
Opponent,ES,BL,PA,GC,AD,SK,WC,GE,CW,HW,CA,SY,GW,RI,ME,NM,WB,
