Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Allan, Matthew",1,-,2,1,1,-,-,-,-,3,1,-,-,-,1,,,,,,,-,-,1,-,11.0
"Backwell, Brett",,,,,,-,1,-,,,,,,,,,,,,,,,,-,,1.0
"Beaumont, Simon",-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,1,1,-,-,1,2,-,-,-,8.0
"Bradley, Craig",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,,-,,,,1,-,2.0
"Brown, Fraser",1,3,1,-,1,,,,,,,,,,,,,,,-,-,-,-,,-,6.0
"Camporeale, Scott",-,1,-,-,-,3,3,2,1,1,1,1,1,-,-,-,1,1,-,1,-,1,2,1,-,21.0
"Chatfield, Adam",,,,,,,,,,,,,,,,,,,-,,,,,,,
"Christou, Ang",,,,,,,,,-,-,-,-,-,-,-,1,-,-,,,,,,,,1.0
"Culpitt, Heath",,,,,,,,,,,,,,,,,,-,-,-,-,,,,,
"Fevola, Brendan",4,5,2,2,-,-,1,4,2,,,,,,,,,,-,,,3,1,4,1,29.0
"Fletcher, Simon",2,2,-,,2,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,9.0
"Franchina, Anthony",1,-,,-,-,-,1,1,-,-,1,-,-,2,-,-,-,-,1,1,-,-,-,1,-,9.0
"Freeborn, Scott",,,,,1,1,-,1,2,-,,,-,-,,-,-,-,-,-,2,-,-,1,-,8.0
"Hamill, Aaron",2,2,2,-,-,2,1,1,1,2,-,-,1,2,-,2,2,1,-,-,,1,2,-,-,24.0
"Hickmott, Adrian",2,-,-,-,,1,1,-,-,2,-,1,1,-,-,2,-,-,,,,-,-,-,2,12.0
"Hotton, Trent",-,-,1,-,-,-,-,-,-,-,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,6.0
"Houlihan, Ryan",,,,,,,,,,,-,-,,1,1,,2,-,-,1,-,-,-,-,-,5.0
"Hulme, Darren",1,-,2,1,,-,-,-,3,-,-,-,1,-,-,-,,,-,-,-,-,1,-,1,10.0
"Koutoufides, Anthony",3,1,-,-,-,-,-,-,3,1,1,1,2,1,-,4,-,1,1,-,,,,,,19.0
"Lappin, Matthew",2,1,3,1,1,1,1,1,,2,-,1,-,1,-,2,-,-,1,-,-,-,2,1,-,21.0
"Mansfield, Michael",-,1,-,-,-,,,-,-,-,-,-,-,1,-,-,,,,,,-,-,-,-,2.0
"Manton, Glenn",,,,,-,-,-,-,-,-,-,-,-,-,,,-,,,-,-,-,-,-,-,
"Massie, Kris",-,-,-,-,-,,,,,,,,,,,1,-,-,-,,-,,,,,1.0
"McKay, Andrew",-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,2,-,1,1,-,-,-,1,7.0
"Merrington, Andrew",,,,,,,,,,,,,,,-,,,,,,,,,,,
"Murphy, Justin",,,,,,,,,,,,,,,,,,,,,-,,,,,
"Nelson, Ben",-,-,-,-,,-,-,,-,,,,,,,,,,,,,,,,,
"OReilly, Stephen",,,-,-,-,,,,,-,-,,,,-,-,1,-,-,-,-,,,,,1.0
"Porter, Mark",,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,1,1.0
"Ratten, Brett",-,-,1,1,1,1,1,-,4,-,1,1,1,1,-,-,1,-,1,-,-,1,1,-,1,18.0
"Rice, Dean",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,,1,3.0
"Sexton, Michael",-,-,1,-,,,,,,,,-,-,,,,,,,,,,,,,1.0
"Silvagni, Stephen",,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,1.0
"White, Adam",,,,,,,,,,,,,,,,,,,,,-,,,,,
"Whitnall, Lance",1,2,3,1,2,2,-,-,2,3,3,1,2,4,-,4,2,3,1,2,1,2,2,2,-,45.0
Totals,20,18,18,8,9,11,11,11,19,14,9,8,9,15,4,17,11,10,6,7,6,10,11,12,8,282.0
Opponent,BL,HW,CW,WB,ES,PA,RI,SY,FR,SK,KA,WC,ME,GE,AD,BL,HW,CW,WB,ES,PA,RI,ME,BL,ES,
