Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Allan, Matthew",-,1,-,-,2,2,-,-,-,1,-,-,1,-,2,,,,,,,1,-,1,1,12.0
"Backwell, Brett",,,,,,-,-,1,,,,,,,,,,,,,,,,1,,2.0
"Beaumont, Simon",2,3,3,-,4,-,1,2,1,1,2,3,5,3,7,3,4,5,6,3,-,-,3,3,2,66.0
"Bradley, Craig",2,1,2,3,1,4,2,2,1,4,2,-,4,1,2,1,-,2,,-,,,,1,-,35.0
"Brown, Fraser",-,-,-,-,-,,,,,,,,,,,,,,,-,-,3,-,,1,4.0
"Camporeale, Scott",2,6,2,4,1,5,1,2,-,4,1,3,3,1,3,2,1,-,3,5,7,1,1,4,7,69.0
"Chatfield, Adam",,,,,,,,,,,,,,,,,,,-,,,,,,,
"Christou, Ang",,,,,,,,,3,6,6,2,-,4,7,4,3,1,,,,,,,,36.0
"Culpitt, Heath",,,,,,,,,,,,,,,,,,-,-,-,-,,,,,
"Fevola, Brendan",-,-,-,-,-,-,-,-,-,,,,,,,,,,-,,,-,-,-,-,
"Fletcher, Simon",2,-,-,,-,-,-,1,2,1,2,3,1,4,1,4,-,2,-,5,1,1,2,1,-,33.0
"Franchina, Anthony",3,-,,-,2,1,-,2,-,1,-,1,-,-,-,-,-,2,-,1,4,2,2,-,-,21.0
"Freeborn, Scott",,,,,1,-,1,2,2,-,,,1,-,,2,2,1,1,2,4,1,-,1,-,21.0
"Hamill, Aaron",1,1,-,1,1,-,-,-,1,-,1,-,-,2,2,-,1,-,-,-,,1,-,1,-,13.0
"Hickmott, Adrian",1,1,1,1,,-,3,-,2,2,1,-,-,-,-,1,2,1,,,,1,2,-,-,19.0
"Hotton, Trent",1,4,1,2,2,-,-,-,-,-,1,-,-,1,-,-,-,1,-,-,-,4,-,2,1,20.0
"Houlihan, Ryan",,,,,,,,,,,-,-,,-,-,,-,-,1,-,-,-,1,2,1,5.0
"Hulme, Darren",1,-,1,-,,-,-,-,-,1,1,-,2,3,-,-,,,-,3,1,-,-,1,-,14.0
"Koutoufides, Anthony",1,-,2,3,5,2,2,2,1,4,2,-,2,1,1,1,2,-,2,-,,,,,,33.0
"Lappin, Matthew",-,-,1,1,1,-,-,-,,-,-,-,2,-,-,1,-,2,1,1,1,-,2,2,-,15.0
"Mansfield, Michael",5,-,6,2,3,,,2,1,2,1,3,1,-,-,-,,,,,,1,2,1,-,30.0
"Manton, Glenn",,,,,1,1,-,-,-,1,1,-,1,-,,,1,,,2,1,2,2,1,2,16.0
"Massie, Kris",1,2,3,4,1,,,,,,,,,,,-,2,-,1,,1,,,,,15.0
"McKay, Andrew",3,4,2,1,1,2,6,5,4,1,3,1,5,3,-,4,3,1,5,4,-,4,2,6,3,73.0
"Merrington, Andrew",,,,,,,,,,,,,,,-,,,,,,,,,,,
"Murphy, Justin",,,,,,,,,,,,,,,,,,,,,3,,,,,3.0
"Nelson, Ben",2,-,3,4,,4,1,,1,,,,,,,,,,,,,,,,,15.0
"OReilly, Stephen",,,-,5,1,,,,,1,-,,,,5,-,-,1,1,1,-,,,,,15.0
"Porter, Mark",,,,,,,,,,,,,,,,-,-,1,1,-,-,2,-,-,-,4.0
"Ratten, Brett",1,-,-,-,1,-,1,1,-,2,1,1,2,-,-,1,1,1,3,1,3,2,2,1,4,29.0
"Rice, Dean",1,3,-,4,3,1,4,3,3,3,4,6,1,3,1,1,1,3,1,1,2,3,5,,3,60.0
"Sexton, Michael",7,2,1,-,,,,,,,,3,7,,,,,,,,,,,,,20.0
"Silvagni, Stephen",,,,,1,3,5,5,3,6,4,5,-,3,3,1,-,6,4,6,4,3,6,2,,70.0
"White, Adam",,,,,,,,,,,,,,,,,,,,,1,,,,,1.0
"Whitnall, Lance",-,-,2,-,-,-,1,2,-,1,1,-,1,-,-,-,-,-,3,-,-,3,-,-,1,15.0
Totals,36,28,30,35,32,25,28,32,25,42,34,31,39,29,34,26,23,30,33,35,33,35,32,31,26,784.0
Opponent,BL,HW,CW,WB,ES,PA,RI,SY,FR,SK,KA,WC,ME,GE,AD,BL,HW,CW,WB,ES,PA,RI,ME,BL,ES,
