Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bassett, Nathan",1,1,-,1,-,-,1,-,1,-,1,-,1,-,1,-,1,1,-,1,-,-,-,-,1,12.0
"Begley, James",-,,1,1,-,,-,,,,,,,,,,,,,,,,,,,2.0
"Biglands, Rhett",,1,-,2,3,-,-,1,1,-,-,-,1,2,2,1,1,1,-,3,-,1,-,1,1,22.0
"Bock, Nathan",,,,,,,,-,1,5,1,3,2,2,-,,-,1,3,1,-,4,,2,1,26.0
"Bode, Matthew",-,2,,,,,,,,,,,,,,,,,,,,,,,,2.0
"Burton, Brett",1,,,,,-,-,-,1,-,-,-,4,1,3,4,1,2,2,3,-,,1,1,1,25.0
"Clarke, Matthew",1,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,14.0
"Doughty, Michael",1,1,-,-,-,-,,2,-,1,-,1,1,-,-,1,-,1,2,1,-,-,2,1,-,15.0
"Edwards, Tyson",-,3,-,2,1,-,-,-,1,-,-,1,-,1,2,-,2,-,2,2,-,2,1,1,1,22.0
"Goodwin, Simon",,1,1,-,-,-,-,2,1,1,-,-,-,2,1,1,-,2,1,-,-,-,-,1,1,15.0
"Hart, Ben",1,-,,,,-,1,1,-,-,-,-,2,1,1,-,-,1,-,2,-,1,-,2,-,13.0
"Hentschel, Trent",-,-,2,-,-,-,-,-,,,,,2,2,3,1,2,-,-,1,-,1,-,1,-,15.0
"Hudson, Ben",2,-,4,-,1,1,-,1,2,-,1,-,-,2,-,-,1,2,-,-,,,,,,17.0
"Jericho, Luke",,,,,,,,-,-,-,-,1,,,,,,,,,,,,,,1.0
"Johncock, Graham",1,1,-,1,-,-,1,,,,,,,,,,,1,1,2,-,-,-,1,-,9.0
"Knights, Chris",,,,,,,,,,,,,,,-,-,,,,,,,,,,
"Massie, Kris",,,,,-,,,,,,,,,,,,,,,,,1,-,,,1.0
"Mattner, Martin",1,-,1,1,3,1,3,-,-,-,-,-,1,-,1,1,-,1,-,2,2,,1,1,2,22.0
"McGregor, Ken",1,-,2,1,1,2,-,,3,-,-,1,-,3,3,3,-,-,1,1,2,1,1,-,1,27.0
"McLeod, Andrew",3,-,-,-,-,-,-,1,2,-,-,1,-,1,-,-,1,-,-,1,-,-,1,-,-,11.0
"Perrie, Ian",1,-,1,1,3,-,1,-,-,-,-,-,2,-,1,1,1,-,2,-,-,-,-,1,-,15.0
"Reilly, Brent",-,1,-,4,-,2,2,-,-,-,-,-,1,1,-,-,1,1,2,-,1,1,-,,,17.0
"Ricciuto, Mark",-,2,1,1,-,1,1,-,-,3,-,-,-,1,3,1,1,-,2,1,-,2,,2,2,24.0
"Rutten, Ben",2,-,-,2,1,-,-,-,-,1,1,-,-,1,1,-,-,3,1,-,1,1,-,-,-,15.0
"Shirley, Robert",1,-,1,1,,1,-,-,1,1,-,-,1,-,-,2,-,-,1,-,-,1,1,-,-,12.0
"Skipworth, Hayden",-,1,1,-,-,1,-,-,1,-,2,-,-,1,,,,,-,-,-,-,-,-,-,7.0
"Stevens, Mark",1,1,,,,,,,,,,,,,,,,,,,,,,,,2.0
"Thompson, Scott",,1,-,-,2,-,3,-,4,-,4,4,2,1,1,1,2,-,1,1,1,1,5,1,-,35.0
"Torney, Jason",,,-,-,1,-,-,1,1,1,1,-,-,,1,-,2,,,,,,,1,1,10.0
"Welsh, Scott",1,-,2,2,-,-,1,-,-,2,,-,-,1,,-,1,1,2,1,-,1,1,-,-,16.0
"van Berlo, Nathan",,,1,-,-,,,,,,-,,,2,1,-,-,-,,,,2,-,,,6.0
Totals,19,16,18,20,16,9,14,9,20,15,11,12,20,25,25,17,17,18,23,23,8,23,17,20,15,430.0
Opponent,WC,CW,PA,SY,WB,KA,ME,BL,SK,CA,ES,GE,RI,FR,HW,WB,KA,SY,ME,PA,CW,WC,SK,PA,WC,
