Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bassett, Nathan",-,4,-,-,1,-,-,-,-,2,-,1,1,8,3,-,-,-,2,3,2,-,-,-,-,27.0
"Begley, James",1,,-,2,-,,-,,,,,,,,,,,,,,,,,,,3.0
"Biglands, Rhett",,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,1,4.0
"Bock, Nathan",,,,,,,,-,1,4,-,1,4,-,1,,-,-,2,2,2,1,,2,1,21.0
"Bode, Matthew",-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Burton, Brett",7,,,,,-,-,-,1,2,-,-,1,1,2,1,3,-,1,-,5,,-,7,3,34.0
"Clarke, Matthew",-,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,
"Doughty, Michael",2,-,1,-,-,-,,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,5.0
"Edwards, Tyson",3,2,5,-,-,1,1,-,-,-,-,2,4,-,-,-,1,-,-,-,2,1,-,-,-,22.0
"Goodwin, Simon",,-,-,-,-,-,-,-,-,-,1,2,-,4,2,-,-,-,-,1,-,1,-,-,-,11.0
"Hart, Ben",1,1,,,,-,-,-,3,1,1,2,3,1,-,3,-,1,-,-,1,1,-,-,1,20.0
"Hentschel, Trent",-,-,2,1,1,-,-,-,,,,,1,3,-,-,-,-,-,-,-,-,-,-,1,9.0
"Hudson, Ben",1,1,1,-,-,-,-,-,-,1,-,-,-,-,1,-,1,-,-,-,,,,,,6.0
"Jericho, Luke",,,,,,,,-,-,-,-,-,,,,,,,,,,,,,,
"Johncock, Graham",8,1,-,2,2,1,-,,,,,,,,,,,-,4,2,-,3,-,-,-,23.0
"Knights, Chris",,,,,,,,,,,,,,,-,-,,,,,,,,,,
"Massie, Kris",,,,,-,,,,,,,,,,,,,,,,,-,-,,,
"Mattner, Martin",-,1,6,1,1,1,-,1,-,3,1,3,1,1,1,1,-,-,2,4,-,,-,-,2,30.0
"McGregor, Ken",-,-,1,-,-,-,-,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"McLeod, Andrew",-,2,5,7,7,2,4,-,6,5,4,2,3,7,4,4,-,2,3,1,8,6,3,1,5,91.0
"Perrie, Ian",-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,4.0
"Reilly, Brent",-,1,-,1,-,1,1,2,-,-,-,-,-,2,-,2,-,1,5,-,-,-,-,,,16.0
"Ricciuto, Mark",-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,,-,-,2.0
"Rutten, Ben",-,-,1,-,-,-,-,1,-,2,-,-,1,3,2,1,-,-,-,1,-,-,1,-,-,13.0
"Shirley, Robert",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Skipworth, Hayden",2,-,-,1,1,-,2,-,-,-,1,-,3,-,,,,,1,1,1,2,-,-,3,18.0
"Stevens, Mark",-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Thompson, Scott",,2,1,1,-,-,-,-,1,-,-,1,1,-,-,1,1,-,-,-,-,1,-,1,-,11.0
"Torney, Jason",,,2,2,-,-,1,-,1,1,4,-,-,,1,4,-,,,,,,,1,-,17.0
"Welsh, Scott",-,-,-,-,-,-,-,-,1,1,,-,-,-,,-,-,-,-,-,1,-,-,1,-,4.0
"van Berlo, Nathan",,,-,-,-,,,,,,-,,,-,1,-,-,-,,,,-,-,,,1.0
Totals,25,15,25,18,14,6,9,5,15,23,12,14,23,31,19,20,6,5,20,15,24,16,4,13,17,394.0
Opponent,WC,CW,PA,SY,WB,KA,ME,BL,SK,CA,ES,GE,RI,FR,HW,WB,KA,SY,ME,PA,CW,WC,SK,PA,WC,
