Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bassett, Nathan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Begley, James",-,,-,-,-,,-,,,,,,,,,,,,,,,,,,,
"Biglands, Rhett",,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,1,1,-,-,-,-,-,4.0
"Bock, Nathan",,,,,,,,-,-,-,-,-,2,-,-,,-,-,-,1,1,-,,-,-,4.0
"Bode, Matthew",-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Burton, Brett",1,,,,,-,-,2,-,-,1,-,-,2,-,-,-,-,-,-,2,,1,1,-,10.0
"Clarke, Matthew",-,,,,,,,,,,,,,,,,,,,,1,-,-,1,-,2.0
"Doughty, Michael",-,-,1,-,-,-,,-,-,3,3,-,-,-,-,1,2,-,-,-,2,-,-,-,1,13.0
"Edwards, Tyson",-,1,1,1,1,-,-,-,1,-,-,1,2,2,-,1,2,2,-,-,-,-,1,-,1,17.0
"Goodwin, Simon",,-,1,-,2,-,1,-,2,-,-,1,-,1,-,-,-,-,-,1,2,-,-,-,-,11.0
"Hart, Ben",-,-,,,,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,2.0
"Hentschel, Trent",-,-,4,-,-,-,1,-,,,,,-,-,1,-,-,-,-,1,1,1,-,1,-,10.0
"Hudson, Ben",1,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,,,4.0
"Jericho, Luke",,,,,,,,1,-,-,-,1,,,,,,,,,,,,,,2.0
"Johncock, Graham",-,-,-,-,-,-,-,,,,,,,,,,,1,-,1,-,-,-,-,-,2.0
"Knights, Chris",,,,,,,,,,,,,,,1,-,,,,,,,,,,1.0
"Massie, Kris",,,,,-,,,,,,,,,,,,,,,,,-,-,,,
"Mattner, Martin",1,1,1,1,-,1,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,,-,1,1,10.0
"McGregor, Ken",-,-,-,-,-,-,-,,-,1,2,-,2,-,-,-,2,-,1,1,-,3,-,-,-,12.0
"McLeod, Andrew",-,1,-,1,-,2,-,2,1,-,1,-,1,1,1,2,-,-,1,-,-,1,-,1,-,16.0
"Perrie, Ian",-,1,3,-,1,-,-,-,1,-,1,-,-,-,-,-,1,1,-,1,1,-,1,-,3,15.0
"Reilly, Brent",-,1,-,-,1,2,-,-,-,-,-,1,1,-,-,2,1,-,-,1,1,-,1,,,12.0
"Ricciuto, Mark",-,-,1,1,-,-,-,-,-,-,2,-,2,1,1,1,-,-,-,1,-,-,,3,1,14.0
"Rutten, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Shirley, Robert",-,-,-,1,,1,1,-,2,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,-,9.0
"Skipworth, Hayden",-,-,-,2,2,-,1,-,1,-,2,-,-,-,,,,,-,1,1,-,-,-,-,10.0
"Stevens, Mark",-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Thompson, Scott",,-,-,-,-,1,-,1,-,-,1,1,-,-,2,-,-,-,1,-,1,-,-,1,-,9.0
"Torney, Jason",,,-,-,-,-,-,-,-,-,-,1,1,,-,-,-,,,,,,,-,-,2.0
"Welsh, Scott",-,2,-,1,1,-,-,-,1,2,,-,-,-,,-,2,-,1,-,-,-,-,1,-,11.0
"van Berlo, Nathan",,,-,-,1,,,,,,-,,,-,-,-,1,-,,,,1,-,,,3.0
Totals,3,7,12,9,9,7,4,6,9,6,17,6,13,8,6,9,13,4,6,10,13,7,4,10,7,205.0
Opponent,WC,CW,PA,SY,WB,KA,ME,BL,SK,CA,ES,GE,RI,FR,HW,WB,KA,SY,ME,PA,CW,WC,SK,PA,WC,
