Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bassett, Nathan",-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Begley, James",-,,-,-,-,,-,,,,,,,,,,,,,,,,,,,
"Biglands, Rhett",,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,6.0
"Bock, Nathan",,,,,,,,1,-,1,-,-,-,-,-,,-,-,-,-,-,-,,-,-,2.0
"Bode, Matthew",-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Burton, Brett",-,,,,,1,-,-,1,-,1,2,-,1,2,2,-,-,-,1,-,,-,-,1,12.0
"Clarke, Matthew",-,,,,,,,,,,,,,,,,,,,,-,1,-,-,-,1.0
"Doughty, Michael",-,-,-,1,-,-,,-,-,2,1,-,-,-,1,-,-,-,-,-,-,-,-,1,-,6.0
"Edwards, Tyson",-,-,1,-,1,-,-,-,-,-,-,-,-,3,-,2,-,1,1,-,1,1,-,2,-,13.0
"Goodwin, Simon",,-,-,1,1,-,-,-,-,1,-,1,-,-,1,-,1,-,1,-,-,-,-,1,-,8.0
"Hart, Ben",-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1.0
"Hentschel, Trent",2,2,2,-,1,2,1,-,,,,,2,1,3,1,-,-,2,1,3,1,-,3,1,28.0
"Hudson, Ben",-,-,1,-,-,-,1,-,-,-,1,-,-,-,-,1,-,-,-,-,,,,,,4.0
"Jericho, Luke",,,,,,,,3,-,-,4,-,,,,,,,,,,,,,,7.0
"Johncock, Graham",1,-,-,1,2,-,-,,,,,,,,,,,-,-,-,-,-,1,-,1,6.0
"Knights, Chris",,,,,,,,,,,,,,,-,-,,,,,,,,,,
"Massie, Kris",,,,,-,,,,,,,,,,,,,,,,,-,-,,,
"Mattner, Martin",-,-,1,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,,-,-,-,5.0
"McGregor, Ken",-,-,-,-,-,-,-,,5,2,4,1,1,2,5,5,3,1,1,-,3,1,4,3,4,45.0
"McLeod, Andrew",1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Perrie, Ian",2,2,1,4,2,3,6,1,-,1,4,1,5,4,2,4,3,-,4,2,2,3,2,2,1,61.0
"Reilly, Brent",-,1,-,-,1,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,1,1,-,,,7.0
"Ricciuto, Mark",1,-,1,-,2,-,-,-,-,-,-,-,-,-,1,3,2,-,-,-,1,3,,3,-,17.0
"Rutten, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,2.0
"Shirley, Robert",-,1,-,-,,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3.0
"Skipworth, Hayden",1,1,-,1,-,2,1,-,1,1,1,-,-,1,,,,,-,-,1,-,1,-,-,12.0
"Stevens, Mark",1,-,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Thompson, Scott",,-,2,2,-,1,1,1,-,3,2,1,1,1,1,1,1,-,2,1,1,-,-,-,-,22.0
"Torney, Jason",,,1,-,-,-,-,-,-,1,-,-,1,,-,-,-,,,,,,,-,-,3.0
"Welsh, Scott",6,1,3,2,1,-,1,1,5,3,,1,9,3,,5,4,3,2,1,-,-,3,5,2,61.0
"van Berlo, Nathan",,,-,-,-,,,,,,-,,,-,-,-,1,-,,,,-,-,,,1.0
Totals,15,10,15,13,12,9,14,7,12,16,19,7,20,19,16,24,15,5,14,8,13,12,11,23,10,339.0
Opponent,WC,CW,PA,SY,WB,KA,ME,BL,SK,CA,ES,GE,RI,FR,HW,WB,KA,SY,ME,PA,CW,WC,SK,PA,WC,
