Player,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,EF,Tot
"Anderson, Greg",-,-,4,2,1,1,-,-,2,2,-,1,-,,,,,,3,-,-,-,2,18.0
"Bailey, Dean",,-,,,1,1,1,1,-,,,,,,,,,,,,,,,4.0
"Bewick, Darren",,-,-,,,-,-,,-,1,-,-,-,1,1,1,-,1,-,1,-,,1,7.0
"Burns, Adrian",,,,-,,,1,,,-,,,,,,,,,,,,,,1.0
"Considine, Ed",,,-,-,,-,,,,,,,,,,,,,,,-,-,2,2.0
"Cransberg, Peter",1,-,1,-,-,-,2,1,-,2,-,1,2,-,,1,-,1,-,-,1,-,,13.0
"Daniher, Anthony",1,2,1,-,2,1,-,3,-,-,3,-,2,-,2,1,,,,,,,,18.0
"Daniher, Chris",,,,,,3,2,2,,,,,,-,4,6,7,4,2,,,,,30.0
"Daniher, Terry",,,,,,,,,,,,-,-,1,3,1,-,-,-,1,3,1,-,10.0
"Ezard, Alan",1,-,3,-,2,2,1,1,-,1,1,-,1,2,2,-,-,1,2,3,-,-,1,24.0
"Filandia, Peter",,,2,1,,,,,,,1,-,2,1,1,1,5,-,2,,,2,,18.0
"Flood, David",,-,2,1,1,,2,,-,-,,,,,,-,2,1,3,1,,,,13.0
"Fox, Brad",2,-,,,,,1,-,1,2,-,-,,,-,,,,,-,,,,6.0
"Hamilton, Paul",-,,1,1,1,-,1,-,,,,,,,,,,,,,,,,4.0
"Harvey, Mark",2,1,,-,-,-,4,-,,,,,,,,,1,-,2,1,,2,,13.0
"Heard, Shane",-,2,,2,-,3,1,,,,,,,,,,,3,-,,1,-,4,16.0
"Hills, Paul",,,,,,,,-,1,1,1,1,1,2,,4,1,1,2,1,,2,2,20.0
"Johnston, David",,,,,,,,,,,,,,-,2,3,5,1,1,2,1,1,1,17.0
"Kickett, Derek",2,-,3,,,,,,,,,,,4,-,1,1,-,-,1,1,-,-,13.0
"Long, Michael",5,1,2,2,2,2,-,,,4,2,1,1,4,3,-,-,,,2,2,,1,34.0
"Madden, Simon",1,1,3,-,-,1,-,-,1,1,-,1,-,1,2,-,1,-,-,-,1,-,-,14.0
"Manning, Andrew",,,1,1,,,,,,,,,-,2,,,,,,,,,,4.0
"McMullin, Ian",4,-,-,1,2,,,-,2,2,-,-,1,1,3,1,1,1,,1,1,,,21.0
"Morrish, Paul",,,,,,,,2,1,5,2,2,-,,-,,,,,,,,,12.0
"OBrien, Craig",-,,1,3,1,3,,,,,,-,1,,,,,3,4,,,2,1,19.0
"ODonnell, Gary",1,-,-,-,-,1,1,2,2,,2,1,2,-,1,3,1,2,1,1,1,1,-,23.0
"Plain, Bradley",,,,1,1,-,,1,-,,-,,,,,,3,1,2,-,1,,,10.0
"Ridley, Todd",-,-,1,,,,,,,,,,,,,,,,,,,,,1.0
"Robertson, David",,,,,,,,2,2,-,,,,,,,,,,,,,,4.0
"Salmon, Paul",3,-,-,,-,-,-,,,1,-,1,1,,-,1,2,-,-,1,-,1,,11.0
"Somerville, Peter",-,-,-,-,-,1,2,4,-,-,,-,,-,-,1,-,,,,-,,-,8.0
"Sporn, Kieran",,,,,-,1,-,1,2,1,1,1,1,1,4,2,,,,,,1,1,17.0
"Thompson, Mark",-,-,,,,,,,,,-,-,-,4,,,,,,,-,4,1,9.0
"Wallis, Dean",,,,,,,,,,,,,,,7,3,1,2,1,1,-,,,15.0
"Walsh, Kevin",,,,,,,,,,,,,,,,,,,,,,,-,
"Wanganeen, Gavin",3,2,2,4,-,,2,1,3,3,2,-,-,2,2,,,,,4,2,2,4,38.0
"Watson, Tim",-,,,,-,-,,-,-,-,3,,,1,-,-,1,-,-,2,3,-,3,13.0
"Werner, Michael",,,,,,,,,1,1,-,,-,,,,,,,,,1,1,4.0
Totals,26,9,27,19,14,20,21,21,18,27,18,10,15,27,37,30,32,22,25,23,18,20,25,504.0
Opponent,RI,NM,AD,SY,BB,CA,WC,HW,SK,ME,CW,FI,FO,GE,RI,NM,AD,SY,BB,CA,WC,HW,ME,
