Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,PF,Tot
"Abbott, Gordon",,-,,,2,,3,,-,,,,,,,,1,-,1,-,7.0
"Betson, Norm",-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,2.0
"Brittingham, Bill",-,-,-,-,,,,,,-,-,-,,-,-,,,,,,
"Bushby, Percy",-,1,1,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,3,8.0
"Buttsworth, Wally",,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Cassin, Jack",-,2,-,1,1,-,-,2,-,-,1,1,1,1,,-,3,1,-,-,14.0
"Cockburn, Jack",,,,,,,,,,-,,-,1,-,-,,,,,,1.0
"Collicoat, Ken",,,,,,,,-,,,,,,,,,-,,,,
"Coward, Ernie",-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,2,-,-,-,4.0
"Dearle, Laurie",1,-,3,1,-,1,1,-,1,,-,1,2,3,1,-,5,-,3,-,23.0
"Dimble, Murray",-,-,-,1,2,1,-,,,,,,,,,,,,,,4.0
"Drummond, Bob",5,4,2,1,,,,2,,,,,,,,,,,,,14.0
"Exelby, Murray",,,,,,,,,,,,,,,,-,,,,,
"Finn, Ray",,4,2,3,1,-,2,,-,-,,,,,,,,,,,12.0
"Flanigan, Bob",-,-,-,,-,-,-,-,-,,,,,-,-,,,,,,
"Griggs, Les",-,-,-,,1,1,-,,-,-,,-,-,-,-,,-,-,1,-,3.0
"Harper, Bert",-,,2,-,-,,1,,,,,,,,,,,,,,3.0
"Healy, Terry",,,,,,,,1,-,-,-,,,-,-,,,,-,,1.0
"Henry, Jack",,,,,,,,,,,-,-,-,,,,,,,,
"Hill, Russell",,,,,,,,,,,,,,,,1,,,,,1.0
"Hird, Allan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Hutchison, Bill",-,-,1,-,-,-,1,2,4,2,3,-,1,1,1,3,3,3,-,1,26.0
"Kennedy, Ron",,,,,,1,-,-,,,,,,,,,,,,,1.0
"Lambert, Chris",,,,,,,,,,,-,-,-,,-,,,,,,
"Lane, Gordon",3,4,1,,4,2,,2,2,3,2,5,1,-,3,2,,-,-,-,34.0
"McIvor, Ivor",,,,,,,,,,,,,,,,,2,2,-,1,5.0
"Plummer, Elton",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Powell, Ray",-,,,3,2,,,5,1,3,3,3,3,2,-,3,3,7,2,3,43.0
"Randall, Alan",,,,,,-,,,,,,,,,,-,-,-,-,-,
"Reynolds, Dick",,,,,,,,3,-,1,2,3,-,1,1,1,3,1,4,3,23.0
"Reynolds, Tom",5,1,3,,,,,,,,3,3,4,2,-,2,,,,,23.0
"Shaw, Alan",,,,,,,,,,,,,-,,,-,-,-,,,
"Silk, Sid",,,,-,,-,-,,,,,,,,,,,,,,
"Smith, Noel",1,1,1,3,3,3,1,2,2,3,1,3,-,2,-,1,6,3,3,1,40.0
"Syme, Bob",,,,-,-,-,-,-,-,-,-,,,,,,,,,,
"Symons, Jack",,,-,-,,,,,,,,,,,,,,,,-,
"Tonkes, Herbie",-,-,,,,,,,,,,,,,,-,-,-,-,-,
"Vinall, Jack",,,,1,,,,,,-,,,,,,,,,,,1.0
Totals,15,17,16,14,17,9,9,21,11,14,15,19,14,12,6,13,28,17,14,12,293.0
Opponent,HW,ME,RI,CA,GE,SK,CW,NM,FI,FO,SM,HW,ME,RI,CA,GE,SK,SM,FO,RI,
