Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Anderson, Jed",-,-,-,,,,,,,,,,,,,,,,,,-,-,-,,,
"Bailey, Max",-,-,-,-,-,,-,-,1,,1,-,,-,-,-,-,,,-,-,,1,-,-,3.0
"Birchall, Grant",8,2,5,6,2,2,4,1,,5,6,1,,,,,,,,2,3,4,1,1,5,58.0
"Breust, Luke",-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,1,-,-,1,7.0
"Burgoyne, Shaun",3,4,1,-,1,-,3,-,-,2,-,3,3,-,-,,,2,5,2,1,2,3,2,-,37.0
"Ceglar, Jonathon",,,,,,,,,,,,,1,,,,,-,,,,,,,,1.0
"Cheney, Kyle",,,,,,,,,1,-,,,,,1,-,,,,,,,,,,2.0
"Duryea, Taylor",,,5,3,,4,2,4,-,2,3,7,5,2,3,2,-,-,2,-,,2,,,,46.0
"Ellis, Xavier",,,,,,,,,,,,1,2,,,,,,,,,,,,,3.0
"Franklin, Lance",1,-,-,1,-,-,-,1,-,-,-,-,-,-,,,-,-,,-,1,-,,-,-,4.0
"Gibson, Josh",2,4,3,4,5,7,6,,4,1,3,2,3,1,3,2,1,5,3,4,1,3,3,1,5,76.0
"Grimley, Sam",,,,,,,,,-,-,,,,,,,,,-,,,,,,,
"Guerra, Brent",4,2,5,,6,2,,4,3,3,3,1,,,5,3,2,2,3,,2,,4,4,1,59.0
"Gunston, Jack",-,,-,2,1,-,-,-,1,,-,-,1,-,-,2,1,-,-,1,3,2,-,-,-,14.0
"Hale, David",-,-,-,-,-,2,-,-,,1,-,-,-,1,1,-,-,1,-,-,1,1,-,2,-,10.0
"Hill, Bradley",2,1,-,1,2,1,-,,-,1,2,1,3,2,-,4,1,-,1,1,1,5,-,1,-,30.0
"Hodge, Luke",,1,-,2,1,1,5,1,3,-,1,7,9,1,4,-,2,2,,3,3,1,5,2,3,57.0
"Lake, Brian",,,,,1,1,3,4,1,5,3,5,2,6,4,2,4,1,2,4,4,3,2,3,5,65.0
"Langford, Will",,,,,,,,,,,,,,,,-,,,,,,,,,,
"Lewis, Jordan",1,-,2,-,5,1,1,-,1,1,-,1,-,1,1,-,2,1,-,-,,3,-,-,2,23.0
"Mitchell, Sam",3,1,4,2,7,6,4,3,1,2,2,2,1,4,2,,3,3,4,2,3,3,4,2,-,68.0
"Osborne, Michael",,,,1,2,-,-,-,,,,,,,,,,,,,,,,,,3.0
"Puopolo, Paul",3,-,2,-,-,-,-,-,-,1,-,,,-,-,-,1,-,-,-,,2,-,1,1,11.0
"Rioli, Cyril",-,-,-,-,2,,,,,,,,,-,-,-,1,-,-,1,-,,,-,-,4.0
"Roughead, Jarryd",-,-,-,1,-,1,2,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,6.0
"Savage, Shane",-,-,,4,-,,,,,,,1,-,1,-,-,1,1,2,-,1,-,,,,11.0
"Schoenmakers, Ryan",4,2,3,-,,,,,,,,,,,,,,,,,,,,,,9.0
"Sewell, Brad",3,-,,,,-,2,1,-,1,1,-,1,2,,1,2,-,2,1,-,1,2,-,1,21.0
"Shiels, Liam",1,-,2,2,2,1,1,2,-,-,2,1,1,,,,,,,,-,,-,-,1,16.0
"Simpkin, Jonathan",,,,,,-,2,1,4,2,-,-,-,2,-,1,1,,1,,,,,,-,14.0
"Smith, Isaac",4,-,1,1,3,3,-,-,1,1,2,,1,1,3,2,1,3,6,1,5,-,2,-,3,44.0
"Spangher, Matthew",,,,,,,,2,,,,,,,,,,,-,,,2,-,,,4.0
"Stratton, Ben",2,1,1,1,-,2,3,-,3,2,2,6,-,-,1,2,-,1,2,2,3,-,1,4,-,39.0
"Whitecross, Brendan",,,,,,,,,,,,,3,5,3,-,1,1,3,4,2,4,-,1,,27.0
Totals,41,18,34,32,40,35,38,24,24,31,31,40,37,29,31,21,24,23,37,29,34,39,28,24,28,772.0
Opponent,GE,WC,CW,FR,NM,AD,SY,GW,GC,ME,CA,WC,BL,GE,PA,WB,ES,RI,SK,CW,NM,SY,SY,GE,FR,
